r_bohr,u_c,V_H_c
0.30000,-8.92360515e-01,1.83439774e+00
0.30200,-9.01720968e-01,1.83290108e+00
0.30400,-9.10953749e-01,1.83138832e+00
0.30600,-9.20059176e-01,1.82985923e+00
0.30800,-9.29037593e-01,1.82831362e+00
0.31000,-9.37889370e-01,1.82675130e+00
0.31200,-9.46614901e-01,1.82517210e+00
0.31400,-9.55214602e-01,1.82357587e+00
0.31600,-9.63688913e-01,1.82196247e+00
0.31800,-9.72038294e-01,1.82033177e+00
0.32000,-9.80263227e-01,1.81868366e+00
0.32200,-9.88364212e-01,1.81701805e+00
0.32400,-9.96341772e-01,1.81533483e+00
0.32600,-1.00419644e+00,1.81363394e+00
0.32800,-1.01192878e+00,1.81191531e+00
0.33000,-1.01953936e+00,1.81017889e+00
0.33200,-1.02702878e+00,1.80842464e+00
0.33400,-1.03439762e+00,1.80665253e+00
0.33600,-1.04164653e+00,1.80486254e+00
0.33800,-1.04877612e+00,1.80305465e+00
0.34000,-1.05578705e+00,1.80122887e+00
0.34200,-1.06267997e+00,1.79938521e+00
0.34400,-1.06945557e+00,1.79752369e+00
0.34600,-1.07611452e+00,1.79564433e+00
0.34800,-1.08265752e+00,1.79374717e+00
0.35000,-1.08908527e+00,1.79183225e+00
0.35200,-1.09539850e+00,1.78989962e+00
0.35400,-1.10159792e+00,1.78794935e+00
0.35600,-1.10768428e+00,1.78598150e+00
0.35800,-1.11365832e+00,1.78399614e+00
0.36000,-1.11952078e+00,1.78199336e+00
0.36200,-1.12527243e+00,1.77997324e+00
0.36400,-1.13091404e+00,1.77793588e+00
0.36600,-1.13644637e+00,1.77588138e+00
0.36800,-1.14187022e+00,1.77380983e+00
0.37000,-1.14718635e+00,1.77172136e+00
0.37200,-1.15239557e+00,1.76961608e+00
0.37400,-1.15749868e+00,1.76749411e+00
0.37600,-1.16249646e+00,1.76535558e+00
0.37800,-1.16738974e+00,1.76320062e+00
0.38000,-1.17217931e+00,1.76102937e+00
0.38200,-1.17686599e+00,1.75884196e+00
0.38400,-1.18145060e+00,1.75663854e+00
0.38600,-1.18593396e+00,1.75441926e+00
0.38800,-1.19031689e+00,1.75218428e+00
0.39000,-1.19460022e+00,1.74993373e+00
0.39200,-1.19878477e+00,1.74766780e+00
0.39400,-1.20287137e+00,1.74538663e+00
0.39600,-1.20686085e+00,1.74309039e+00
0.39800,-1.21075405e+00,1.74077926e+00
0.40000,-1.21455179e+00,1.73845339e+00
0.40200,-1.21825492e+00,1.73611297e+00
0.40400,-1.22186426e+00,1.73375817e+00
0.40600,-1.22538066e+00,1.73138917e+00
0.40800,-1.22880494e+00,1.72900615e+00
0.41000,-1.23213793e+00,1.72660928e+00
0.41200,-1.23538049e+00,1.72419876e+00
0.41400,-1.23853343e+00,1.72177477e+00
0.41600,-1.24159759e+00,1.71933749e+00
0.41800,-1.24457381e+00,1.71688712e+00
0.42000,-1.24746291e+00,1.71442385e+00
0.42200,-1.25026572e+00,1.71194786e+00
0.42400,-1.25298307e+00,1.70945934e+00
0.42600,-1.25561580e+00,1.70695850e+00
0.42800,-1.25816472e+00,1.70444552e+00
0.43000,-1.26063065e+00,1.70192060e+00
0.43200,-1.26301442e+00,1.69938393e+00
0.43400,-1.26531685e+00,1.69683571e+00
0.43600,-1.26753874e+00,1.69427614e+00
0.43800,-1.26968092e+00,1.69170541e+00
0.44000,-1.27174420e+00,1.68912372e+00
0.44200,-1.27372938e+00,1.68653127e+00
0.44400,-1.27563727e+00,1.68392826e+00
0.44600,-1.27746867e+00,1.68131487e+00
0.44800,-1.27922438e+00,1.67869132e+00
0.45000,-1.28090520e+00,1.67605779e+00
0.45200,-1.28251191e+00,1.67341449e+00
0.45400,-1.28404531e+00,1.67076160e+00
0.45600,-1.28550619e+00,1.66809933e+00
0.45800,-1.28689531e+00,1.66542788e+00
0.46000,-1.28821347e+00,1.66274743e+00
0.46200,-1.28946144e+00,1.66005819e+00
0.46400,-1.29063999e+00,1.65736035e+00
0.46600,-1.29174988e+00,1.65465410e+00
0.46800,-1.29279187e+00,1.65193964e+00
0.47000,-1.29376673e+00,1.64921715e+00
0.47200,-1.29467521e+00,1.64648684e+00
0.47400,-1.29551806e+00,1.64374889e+00
0.47600,-1.29629603e+00,1.64100349e+00
0.47800,-1.29700985e+00,1.63825083e+00
0.48000,-1.29766027e+00,1.63549110e+00
0.48200,-1.29824802e+00,1.63272449e+00
0.48400,-1.29877382e+00,1.62995118e+00
0.48600,-1.29923840e+00,1.62717136e+00
0.48800,-1.29964248e+00,1.62438521e+00
0.49000,-1.29998677e+00,1.62159292e+00
0.49200,-1.30027199e+00,1.61879467e+00
0.49400,-1.30049884e+00,1.61599064e+00
0.49600,-1.30066802e+00,1.61318100e+00
0.49800,-1.30078022e+00,1.61036595e+00
0.50000,-1.30083614e+00,1.60754564e+00
0.50200,-1.30083647e+00,1.60472027e+00
0.50400,-1.30078188e+00,1.60188999e+00
0.50600,-1.30067306e+00,1.59905500e+00
0.50800,-1.30051067e+00,1.59621545e+00
0.51000,-1.30029538e+00,1.59337153e+00
0.51200,-1.30002786e+00,1.59052339e+00
0.51400,-1.29970876e+00,1.58767120e+00
0.51600,-1.29933874e+00,1.58481514e+00
0.51800,-1.29891844e+00,1.58195536e+00
0.52000,-1.29844851e+00,1.57909203e+00
0.52200,-1.29792958e+00,1.57622532e+00
0.52400,-1.29736229e+00,1.57335537e+00
0.52600,-1.29674726e+00,1.57048235e+00
0.52800,-1.29608513e+00,1.56760642e+00
0.53000,-1.29537650e+00,1.56472774e+00
0.53200,-1.29462199e+00,1.56184645e+00
0.53400,-1.29382221e+00,1.55896271e+00
0.53600,-1.29297776e+00,1.55607666e+00
0.53800,-1.29208925e+00,1.55318847e+00
0.54000,-1.29115726e+00,1.55029828e+00
0.54200,-1.29018238e+00,1.54740623e+00
0.54400,-1.28916520e+00,1.54451247e+00
0.54600,-1.28810630e+00,1.54161714e+00
0.54800,-1.28700625e+00,1.53872039e+00
0.55000,-1.28586562e+00,1.53582235e+00
0.55200,-1.28468497e+00,1.53292316e+00
0.55400,-1.28346487e+00,1.53002296e+00
0.55600,-1.28220586e+00,1.52712189e+00
0.55800,-1.28090851e+00,1.52422008e+00
0.56000,-1.27957335e+00,1.52131765e+00
0.56200,-1.27820092e+00,1.51841475e+00
0.56400,-1.27679176e+00,1.51551150e+00
0.56600,-1.27534640e+00,1.51260803e+00
0.56800,-1.27386537e+00,1.50970446e+00
0.57000,-1.27234918e+00,1.50680092e+00
0.57200,-1.27079836e+00,1.50389754e+00
0.57400,-1.26921341e+00,1.50099442e+00
0.57600,-1.26759485e+00,1.49809170e+00
0.57800,-1.26594317e+00,1.49518949e+00
0.58000,-1.26425887e+00,1.49228791e+00
0.58200,-1.26254245e+00,1.48938707e+00
0.58400,-1.26079440e+00,1.48648709e+00
0.58600,-1.25901519e+00,1.48358807e+00
0.58800,-1.25720531e+00,1.48069014e+00
0.59000,-1.25536523e+00,1.47779339e+00
0.59200,-1.25349543e+00,1.47489794e+00
0.59400,-1.25159636e+00,1.47200389e+00
0.59600,-1.24966850e+00,1.46911135e+00
0.59800,-1.24771229e+00,1.46622041e+00
0.60000,-1.24572819e+00,1.46333119e+00
0.60200,-1.24371666e+00,1.46044378e+00
0.60400,-1.24167812e+00,1.45755828e+00
0.60600,-1.23961303e+00,1.45467479e+00
0.60800,-1.23752181e+00,1.45179340e+00
0.61000,-1.23540490e+00,1.44891421e+00
0.61200,-1.23326273e+00,1.44603731e+00
0.61400,-1.23109571e+00,1.44316279e+00
0.61600,-1.22890427e+00,1.44029074e+00
0.61800,-1.22668882e+00,1.43742126e+00
0.62000,-1.22444976e+00,1.43455442e+00
0.62200,-1.22218751e+00,1.43169032e+00
0.62400,-1.21990247e+00,1.42882904e+00
0.62600,-1.21759503e+00,1.42597067e+00
0.62800,-1.21526559e+00,1.42311528e+00
0.63000,-1.21291454e+00,1.42026295e+00
0.63200,-1.21054226e+00,1.41741377e+00
0.63400,-1.20814913e+00,1.41456782e+00
0.63600,-1.20573553e+00,1.41172516e+00
0.63800,-1.20330184e+00,1.40888588e+00
0.64000,-1.20084842e+00,1.40605005e+00
0.64200,-1.19837565e+00,1.40321774e+00
0.64400,-1.19588388e+00,1.40038903e+00
0.64600,-1.19337346e+00,1.39756399e+00
0.64800,-1.19084477e+00,1.39474267e+00
0.65000,-1.18829814e+00,1.39192516e+00
0.65200,-1.18573393e+00,1.38911153e+00
0.65400,-1.18315247e+00,1.38630182e+00
0.65600,-1.18055410e+00,1.38349612e+00
0.65800,-1.17793918e+00,1.38069448e+00
0.66000,-1.17530801e+00,1.37789696e+00
0.66200,-1.17266094e+00,1.37510363e+00
0.66400,-1.16999829e+00,1.37231455e+00
0.66600,-1.16732038e+00,1.36952977e+00
0.66800,-1.16462753e+00,1.36674935e+00
0.67000,-1.16192005e+00,1.36397336e+00
0.67200,-1.15919826e+00,1.36120184e+00
0.67400,-1.15646247e+00,1.35843484e+00
0.67600,-1.15371297e+00,1.35567243e+00
0.67800,-1.15095007e+00,1.35291466e+00
0.68000,-1.14817407e+00,1.35016156e+00
0.68200,-1.14538526e+00,1.34741321e+00
0.68400,-1.14258393e+00,1.34466964e+00
0.68600,-1.13977037e+00,1.34193090e+00
0.68800,-1.13694487e+00,1.33919704e+00
0.69000,-1.13410771e+00,1.33646811e+00
0.69200,-1.13125917e+00,1.33374415e+00
0.69400,-1.12839951e+00,1.33102521e+00
0.69600,-1.12552902e+00,1.32831132e+00
0.69800,-1.12264796e+00,1.32560254e+00
0.70000,-1.11975661e+00,1.32289890e+00
0.70200,-1.11685521e+00,1.32020044e+00
0.70400,-1.11394404e+00,1.31750720e+00
0.70600,-1.11102334e+00,1.31481922e+00
0.70800,-1.10809338e+00,1.31213655e+00
0.71000,-1.10515441e+00,1.30945920e+00
0.71200,-1.10220666e+00,1.30678723e+00
0.71400,-1.09925040e+00,1.30412067e+00
0.71600,-1.09628585e+00,1.30145954e+00
0.71800,-1.09331327e+00,1.29880389e+00
0.72000,-1.09033288e+00,1.29615375e+00
0.72200,-1.08734492e+00,1.29350914e+00
0.72400,-1.08434963e+00,1.29087011e+00
0.72600,-1.08134722e+00,1.28823667e+00
0.72800,-1.07833794e+00,1.28560886e+00
0.73000,-1.07532199e+00,1.28298671e+00
0.73200,-1.07229961e+00,1.28037024e+00
0.73400,-1.06927100e+00,1.27775949e+00
0.73600,-1.06623639e+00,1.27515447e+00
0.73800,-1.06319598e+00,1.27255522e+00
0.74000,-1.06014999e+00,1.26996176e+00
0.74200,-1.05709863e+00,1.26737410e+00
0.74400,-1.05404209e+00,1.26479229e+00
0.74600,-1.05098059e+00,1.26221633e+00
0.74800,-1.04791432e+00,1.25964626e+00
0.75000,-1.04484348e+00,1.25708208e+00
0.75200,-1.04176827e+00,1.25452383e+00
0.75400,-1.03868887e+00,1.25197152e+00
0.75600,-1.03560549e+00,1.24942518e+00
0.75800,-1.03251830e+00,1.24688481e+00
0.76000,-1.02942749e+00,1.24435044e+00
0.76200,-1.02633325e+00,1.24182209e+00
0.76400,-1.02323576e+00,1.23929977e+00
0.76600,-1.02013519e+00,1.23678350e+00
0.76800,-1.01703173e+00,1.23427329e+00
0.77000,-1.01392555e+00,1.23176917e+00
0.77200,-1.01081681e+00,1.22927113e+00
0.77400,-1.00770570e+00,1.22677921e+00
0.77600,-1.00459237e+00,1.22429340e+00
0.77800,-1.00147700e+00,1.22181373e+00
0.78000,-9.98359740e-01,1.21934021e+00
0.78200,-9.95240764e-01,1.21687284e+00
0.78400,-9.92120226e-01,1.21441163e+00
0.78600,-9.88998285e-01,1.21195661e+00
0.78800,-9.85875094e-01,1.20950778e+00
0.79000,-9.82750809e-01,1.20706514e+00
0.79200,-9.79625580e-01,1.20462871e+00
0.79400,-9.76499557e-01,1.20219849e+00
0.79600,-9.73372887e-01,1.19977450e+00
0.79800,-9.70245716e-01,1.19735674e+00
0.80000,-9.67118186e-01,1.19494522e+00
0.80200,-9.63990441e-01,1.19253994e+00
0.80400,-9.60862620e-01,1.19014091e+00
0.80600,-9.57734860e-01,1.18774814e+00
0.80800,-9.54607298e-01,1.18536162e+00
0.81000,-9.51480068e-01,1.18298138e+00
0.81200,-9.48353302e-01,1.18060740e+00
0.81400,-9.45227132e-01,1.17823970e+00
0.81600,-9.42101686e-01,1.17587827e+00
0.81800,-9.38977091e-01,1.17352313e+00
0.82000,-9.35853472e-01,1.17117426e+00
0.82200,-9.32730954e-01,1.16883169e+00
0.82400,-9.29609658e-01,1.16649539e+00
0.82600,-9.26489705e-01,1.16416539e+00
0.82800,-9.23371213e-01,1.16184168e+00
0.83000,-9.20254299e-01,1.15952426e+00
0.83200,-9.17139079e-01,1.15721312e+00
0.83400,-9.14025665e-01,1.15490828e+00
0.83600,-9.10914172e-01,1.15260973e+00
0.83800,-9.07804708e-01,1.15031746e+00
0.84000,-9.04697382e-01,1.14803148e+00
0.84200,-9.01592304e-01,1.14575179e+00
0.84400,-8.98489577e-01,1.14347839e+00
0.84600,-8.95389306e-01,1.14121127e+00
0.84800,-8.92291595e-01,1.13895042e+00
0.85000,-8.89196545e-01,1.13669586e+00
0.85200,-8.86104255e-01,1.13444756e+00
0.85400,-8.83014824e-01,1.13220554e+00
0.85600,-8.79928349e-01,1.12996979e+00
0.85800,-8.76844925e-01,1.12774030e+00
0.86000,-8.73764647e-01,1.12551707e+00
0.86200,-8.70687608e-01,1.12330009e+00
0.86400,-8.67613898e-01,1.12108936e+00
0.86600,-8.64543607e-01,1.11888488e+00
0.86800,-8.61476825e-01,1.11668663e+00
0.87000,-8.58413639e-01,1.11449462e+00
0.87200,-8.55354134e-01,1.11230883e+00
0.87400,-8.52298395e-01,1.11012927e+00
0.87600,-8.49246505e-01,1.10795592e+00
0.87800,-8.46198547e-01,1.10578878e+00
0.88000,-8.43154601e-01,1.10362784e+00
0.88200,-8.40114747e-01,1.10147310e+00
0.88400,-8.37079063e-01,1.09932454e+00
0.88600,-8.34047626e-01,1.09718216e+00
0.88800,-8.31020512e-01,1.09504595e+00
0.89000,-8.27997796e-01,1.09291590e+00
0.89200,-8.24979550e-01,1.09079201e+00
0.89400,-8.21965847e-01,1.08867427e+00
0.89600,-8.18956759e-01,1.08656266e+00
0.89800,-8.15952355e-01,1.08445719e+00
0.90000,-8.12952703e-01,1.08235783e+00
0.90200,-8.09957872e-01,1.08026458e+00
0.90400,-8.06967928e-01,1.07817744e+00
0.90600,-8.03982937e-01,1.07609638e+00
0.90800,-8.01002962e-01,1.07402141e+00
0.91000,-7.98028067e-01,1.07195251e+00
0.91200,-7.95058314e-01,1.06988967e+00
0.91400,-7.92093764e-01,1.06783288e+00
0.91600,-7.89134478e-01,1.06578214e+00
0.91800,-7.86180513e-01,1.06373742e+00
0.92000,-7.83231929e-01,1.06169872e+00
0.92200,-7.80288782e-01,1.05966603e+00
0.92400,-7.77351128e-01,1.05763933e+00
0.92600,-7.74419022e-01,1.05561863e+00
0.92800,-7.71492518e-01,1.05360389e+00
0.93000,-7.68571670e-01,1.05159512e+00
0.93200,-7.65656528e-01,1.04959230e+00
0.93400,-7.62747145e-01,1.04759541e+00
0.93600,-7.59843570e-01,1.04560446e+00
0.93800,-7.56945853e-01,1.04361942e+00
0.94000,-7.54054041e-01,1.04164028e+00
0.94200,-7.51168184e-01,1.03966703e+00
0.94400,-7.48288325e-01,1.03769966e+00
0.94600,-7.45414513e-01,1.03573815e+00
0.94800,-7.42546791e-01,1.03378250e+00
0.95000,-7.39685203e-01,1.03183268e+00
0.95200,-7.36829792e-01,1.02988869e+00
0.95400,-7.33980600e-01,1.02795052e+00
0.95600,-7.31137669e-01,1.02601814e+00
0.95800,-7.28301039e-01,1.02409155e+00
0.96000,-7.25470750e-01,1.02217073e+00
0.96200,-7.22646841e-01,1.02025568e+00
0.96400,-7.19829349e-01,1.01834636e+00
0.96600,-7.17018313e-01,1.01644279e+00
0.96800,-7.14213767e-01,1.01454493e+00
0.97000,-7.11415750e-01,1.01265277e+00
0.97200,-7.08624294e-01,1.01076631e+00
0.97400,-7.05839435e-01,1.00888552e+00
0.97600,-7.03061205e-01,1.00701039e+00
0.97800,-7.00289638e-01,1.00514092e+00
0.98000,-6.97524766e-01,1.00327708e+00
0.98200,-6.94766619e-01,1.00141885e+00
0.98400,-6.92015228e-01,9.99566237e-01
0.98600,-6.89270623e-01,9.97719211e-01
0.98800,-6.86532834e-01,9.95877762e-01
0.99000,-6.83801888e-01,9.94041874e-01
0.99200,-6.81077813e-01,9.92211534e-01
0.99400,-6.78360637e-01,9.90386727e-01
0.99600,-6.75650385e-01,9.88567437e-01
0.99800,-6.72947084e-01,9.86753650e-01
1.00000,-6.70250759e-01,9.84945352e-01
1.00200,-6.67561434e-01,9.83142526e-01
1.00400,-6.64879133e-01,9.81345158e-01
1.00600,-6.62203878e-01,9.79553233e-01
1.00800,-6.59535694e-01,9.77766737e-01
1.01000,-6.56874601e-01,9.75985653e-01
1.01200,-6.54220620e-01,9.74209967e-01
1.01400,-6.51573774e-01,9.72439663e-01
1.01600,-6.48934081e-01,9.70674727e-01
1.01800,-6.46301562e-01,9.68915142e-01
1.02000,-6.43676235e-01,9.67160894e-01
1.02200,-6.41058118e-01,9.65411967e-01
1.02400,-6.38447230e-01,9.63668346e-01
1.02600,-6.35843589e-01,9.61930015e-01
1.02800,-6.33247209e-01,9.60196959e-01
1.03000,-6.30658109e-01,9.58469163e-01
1.03200,-6.28076303e-01,9.56746611e-01
1.03400,-6.25501806e-01,9.55029287e-01
1.03600,-6.22934634e-01,9.53317176e-01
1.03800,-6.20374800e-01,9.51610262e-01
1.04000,-6.17822318e-01,9.49908530e-01
1.04200,-6.15277201e-01,9.48211963e-01
1.04400,-6.12739461e-01,9.46520548e-01
1.04600,-6.10209110e-01,9.44834267e-01
1.04800,-6.07686161e-01,9.43153105e-01
1.05000,-6.05170624e-01,9.41477046e-01
1.05200,-6.02662509e-01,9.39806076e-01
1.05400,-6.00161828e-01,9.38140177e-01
1.05600,-5.97668589e-01,9.36479334e-01
1.05800,-5.95182802e-01,9.34823532e-01
1.06000,-5.92704476e-01,9.33172755e-01
1.06200,-5.90233619e-01,9.31526987e-01
1.06400,-5.87770238e-01,9.29886213e-01
1.06600,-5.85314342e-01,9.28250416e-01
1.06800,-5.82865937e-01,9.26619580e-01
1.07000,-5.80425030e-01,9.24993691e-01
1.07200,-5.77991627e-01,9.23372732e-01
1.07400,-5.75565734e-01,9.21756688e-01
1.07600,-5.73147356e-01,9.20145543e-01
1.07800,-5.70736498e-01,9.18539281e-01
1.08000,-5.68333165e-01,9.16937886e-01
1.08200,-5.65937361e-01,9.15341342e-01
1.08400,-5.63549090e-01,9.13749635e-01
1.08600,-5.61168354e-01,9.12162748e-01
1.08800,-5.58795158e-01,9.10580665e-01
1.09000,-5.56429503e-01,9.09003370e-01
1.09200,-5.54071392e-01,9.07430849e-01
1.09400,-5.51720827e-01,9.05863085e-01
1.09600,-5.49377809e-01,9.04300062e-01
1.09800,-5.47042340e-01,9.02741766e-01
1.10000,-5.44714421e-01,9.01188180e-01
1.10200,-5.42394051e-01,8.99639288e-01
1.10400,-5.40081231e-01,8.98095075e-01
1.10600,-5.37775962e-01,8.96555526e-01
1.10800,-5.35478241e-01,8.95020624e-01
1.11000,-5.33188070e-01,8.93490354e-01
1.11200,-5.30905445e-01,8.91964701e-01
1.11400,-5.28630367e-01,8.90443649e-01
1.11600,-5.26362833e-01,8.88927183e-01
1.11800,-5.24102840e-01,8.87415286e-01
1.12000,-5.21850388e-01,8.85907944e-01
1.12200,-5.19605472e-01,8.84405141e-01
1.12400,-5.17368090e-01,8.82906861e-01
1.12600,-5.15138239e-01,8.81413090e-01
1.12800,-5.12915915e-01,8.79923811e-01
1.13000,-5.10701115e-01,8.78439009e-01
1.13200,-5.08493833e-01,8.76958670e-01
1.13400,-5.06294066e-01,8.75482776e-01
1.13600,-5.04101809e-01,8.74011315e-01
1.13800,-5.01917056e-01,8.72544269e-01
1.14000,-4.99739804e-01,8.71081623e-01
1.14200,-4.97570046e-01,8.69623364e-01
1.14400,-4.95407776e-01,8.68169474e-01
1.14600,-4.93252989e-01,8.66719939e-01
1.14800,-4.91105678e-01,8.65274745e-01
1.15000,-4.88965837e-01,8.63833875e-01
1.15200,-4.86833459e-01,8.62397315e-01
1.15400,-4.84708537e-01,8.60965049e-01
1.15600,-4.82591063e-01,8.59537063e-01
1.15800,-4.80481031e-01,8.58113341e-01
1.16000,-4.78378433e-01,8.56693869e-01
1.16200,-4.76283261e-01,8.55278632e-01
1.16400,-4.74195506e-01,8.53867614e-01
1.16600,-4.72115161e-01,8.52460801e-01
1.16800,-4.70042216e-01,8.51058178e-01
1.17000,-4.67976663e-01,8.49659730e-01
