K_bohr_inv,f_c
1.8000,-9.37987821e-01
1.8200,-9.35641054e-01
1.8400,-9.33274651e-01
1.8600,-9.30888798e-01
1.8800,-9.28483683e-01
1.9000,-9.26059494e-01
1.9200,-9.23616419e-01
1.9400,-9.21154647e-01
1.9600,-9.18674371e-01
1.9800,-9.16175781e-01
2.0000,-9.13659068e-01
2.0200,-9.11124427e-01
2.0400,-9.08572051e-01
2.0600,-9.06002133e-01
2.0800,-9.03414870e-01
2.1000,-9.00810457e-01
2.1200,-8.98189089e-01
2.1400,-8.95550964e-01
2.1600,-8.92896279e-01
2.1800,-8.90225233e-01
2.2000,-8.87538023e-01
2.2200,-8.84834848e-01
2.2400,-8.82115908e-01
2.2600,-8.79381402e-01
2.2800,-8.76631531e-01
2.3000,-8.73866494e-01
2.3200,-8.71086494e-01
2.3400,-8.68291730e-01
2.3600,-8.65482405e-01
2.3800,-8.62658719e-01
2.4000,-8.59820875e-01
2.4200,-8.56969075e-01
2.4400,-8.54103521e-01
2.4600,-8.51224416e-01
2.4800,-8.48331961e-01
2.5000,-8.45426360e-01
2.5200,-8.42507815e-01
2.5400,-8.39576529e-01
2.5600,-8.36632704e-01
2.5800,-8.33676543e-01
2.6000,-8.30708249e-01
2.6200,-8.27728025e-01
2.6400,-8.24736072e-01
2.6600,-8.21732594e-01
2.6800,-8.18717792e-01
2.7000,-8.15691869e-01
2.7200,-8.12655027e-01
2.7400,-8.09607467e-01
2.7600,-8.06549390e-01
2.7800,-8.03480998e-01
2.8000,-8.00402493e-01
2.8200,-7.97314074e-01
2.8400,-7.94215941e-01
2.8600,-7.91108296e-01
2.8800,-7.87991337e-01
2.9000,-7.84865264e-01
2.9200,-7.81730275e-01
2.9400,-7.78586570e-01
2.9600,-7.75434345e-01
2.9800,-7.72273798e-01
3.0000,-7.69105127e-01
3.0200,-7.65928528e-01
3.0400,-7.62744196e-01
3.0600,-7.59552328e-01
3.0800,-7.56353117e-01
3.1000,-7.53146759e-01
3.1200,-7.49933446e-01
3.1400,-7.46713372e-01
3.1600,-7.43486730e-01
3.1800,-7.40253710e-01
3.2000,-7.37014503e-01
3.2200,-7.33769301e-01
3.2400,-7.30518292e-01
3.2600,-7.27261666e-01
3.2800,-7.23999610e-01
3.3000,-7.20732312e-01
3.3200,-7.17459958e-01
3.3400,-7.14182734e-01
3.3600,-7.10900825e-01
3.3800,-7.07614416e-01
3.4000,-7.04323688e-01
3.4200,-7.01028825e-01
3.4400,-6.97730009e-01
3.4600,-6.94427419e-01
3.4800,-6.91121236e-01
3.5000,-6.87811638e-01
3.5200,-6.84498803e-01
3.5400,-6.81182908e-01
3.5600,-6.77864129e-01
3.5800,-6.74542641e-01
3.6000,-6.71218618e-01
3.6200,-6.67892233e-01
3.6400,-6.64563658e-01
3.6600,-6.61233064e-01
3.6800,-6.57900621e-01
3.7000,-6.54566498e-01
3.7200,-6.51230862e-01
3.7400,-6.47893882e-01
3.7600,-6.44555721e-01
3.7800,-6.41216546e-01
3.8000,-6.37876519e-01
3.8200,-6.34535804e-01
3.8400,-6.31194560e-01
3.8600,-6.27852950e-01
3.8800,-6.24511131e-01
3.9000,-6.21169262e-01
3.9200,-6.17827500e-01
3.9400,-6.14486001e-01
3.9600,-6.11144918e-01
3.9800,-6.07804406e-01
4.0000,-6.04464616e-01
4.0200,-6.01125700e-01
4.0400,-5.97787808e-01
4.0600,-5.94451088e-01
4.0800,-5.91115688e-01
4.1000,-5.87781754e-01
4.1200,-5.84449431e-01
4.1400,-5.81118863e-01
4.1600,-5.77790192e-01
4.1800,-5.74463561e-01
4.2000,-5.71139109e-01
4.2200,-5.67816975e-01
4.2400,-5.64497298e-01
4.2600,-5.61180213e-01
4.2800,-5.57865856e-01
4.3000,-5.54554361e-01
4.3200,-5.51245861e-01
4.3400,-5.47940487e-01
4.3600,-5.44638370e-01
4.3800,-5.41339639e-01
4.4000,-5.38044421e-01
4.4200,-5.34752843e-01
4.4400,-5.31465030e-01
4.4600,-5.28181106e-01
4.4800,-5.24901195e-01
4.5000,-5.21625417e-01
4.5200,-5.18353893e-01
4.5400,-5.15086742e-01
4.5600,-5.11824081e-01
4.5800,-5.08566027e-01
4.6000,-5.05312695e-01
4.6200,-5.02064200e-01
4.6400,-4.98820653e-01
4.6600,-4.95582165e-01
4.6800,-4.92348849e-01
4.7000,-4.89120811e-01
4.7200,-4.85898159e-01
4.7400,-4.82681001e-01
4.7600,-4.79469441e-01
4.7800,-4.76263582e-01
4.8000,-4.73063528e-01
4.8200,-4.69869380e-01
4.8400,-4.66681237e-01
4.8600,-4.63499199e-01
4.8800,-4.60323363e-01
4.9000,-4.57153826e-01
4.9200,-4.53990682e-01
4.9400,-4.50834025e-01
4.9600,-4.47683949e-01
4.9800,-4.44540544e-01
5.0000,-4.41403900e-01
5.0200,-4.38274107e-01
5.0400,-4.35151251e-01
5.0600,-4.32035421e-01
5.0800,-4.28926700e-01
5.1000,-4.25825173e-01
5.1200,-4.22730922e-01
5.1400,-4.19644030e-01
5.1600,-4.16564577e-01
5.1800,-4.13492641e-01
5.2000,-4.10428302e-01
5.2200,-4.07371635e-01
5.2400,-4.04322717e-01
5.2600,-4.01281622e-01
5.2800,-3.98248423e-01
5.3000,-3.95223192e-01
5.3200,-3.92206001e-01
5.3400,-3.89196919e-01
5.3600,-3.86196016e-01
5.3800,-3.83203357e-01
5.4000,-3.80219011e-01
5.4200,-3.77243042e-01
5.4400,-3.74275514e-01
5.4600,-3.71316490e-01
5.4800,-3.68366033e-01
5.5000,-3.65424202e-01
5.5200,-3.62491058e-01
5.5400,-3.59566659e-01
5.5600,-3.56651063e-01
5.5800,-3.53744326e-01
5.6000,-3.50846504e-01
5.6200,-3.47957650e-01
5.6400,-3.45077818e-01
5.6600,-3.42207059e-01
5.6800,-3.39345426e-01
5.7000,-3.36492967e-01
5.7200,-3.33649732e-01
5.7400,-3.30815769e-01
5.7600,-3.27991125e-01
5.7800,-3.25175845e-01
5.8000,-3.22369975e-01
5.8200,-3.19573557e-01
5.8400,-3.16786636e-01
5.8600,-3.14009253e-01
5.8800,-3.11241448e-01
5.9000,-3.08483262e-01
5.9200,-3.05734733e-01
5.9400,-3.02995900e-01
5.9600,-3.00266800e-01
5.9800,-2.97547467e-01
6.0000,-2.94837939e-01
6.0200,-2.92138247e-01
6.0400,-2.89448427e-01
6.0600,-2.86768510e-01
6.0800,-2.84098527e-01
6.1000,-2.81438509e-01
6.1200,-2.78788486e-01
6.1400,-2.76148486e-01
6.1600,-2.73518537e-01
6.1800,-2.70898665e-01
6.2000,-2.68288897e-01
6.2200,-2.65689259e-01
6.2400,-2.63099774e-01
6.2600,-2.60520465e-01
6.2800,-2.57951356e-01
6.3000,-2.55392468e-01
6.3200,-2.52843822e-01
6.3400,-2.50305438e-01
6.3600,-2.47777335e-01
6.3800,-2.45259533e-01
6.4000,-2.42752049e-01
6.4200,-2.40254899e-01
6.4400,-2.37768099e-01
6.4600,-2.35291666e-01
6.4800,-2.32825614e-01
6.5000,-2.30369956e-01
6.5200,-2.27924706e-01
6.5400,-2.25489876e-01
6.5600,-2.23065477e-01
6.5800,-2.20651521e-01
6.6000,-2.18248018e-01
6.6200,-2.15854976e-01
6.6400,-2.13472405e-01
6.6600,-2.11100313e-01
6.6800,-2.08738708e-01
6.7000,-2.06387594e-01
6.7200,-2.04046980e-01
6.7400,-2.01716869e-01
6.7600,-1.99397267e-01
6.7800,-1.97088178e-01
6.8000,-1.94789604e-01
6.8200,-1.92501549e-01
6.8400,-1.90224015e-01
6.8600,-1.87957002e-01
6.8800,-1.85700512e-01
6.9000,-1.83454546e-01
6.9200,-1.81219101e-01
6.9400,-1.78994179e-01
6.9600,-1.76779776e-01
6.9800,-1.74575891e-01
7.0000,-1.72382520e-01
7.0200,-1.70199661e-01
7.0400,-1.68027310e-01
7.0600,-1.65865462e-01
7.0800,-1.63714112e-01
7.1000,-1.61573254e-01
7.1200,-1.59442883e-01
7.1400,-1.57322991e-01
7.1600,-1.55213572e-01
7.1800,-1.53114618e-01
7.2000,-1.51026120e-01
7.2200,-1.48948071e-01
7.2400,-1.46880460e-01
7.2600,-1.44823278e-01
7.2800,-1.42776515e-01
7.3000,-1.40740160e-01
7.3200,-1.38714202e-01
7.3400,-1.36698630e-01
7.3600,-1.34693431e-01
7.3800,-1.32698594e-01
7.4000,-1.30714104e-01
7.4200,-1.28739949e-01
7.4400,-1.26776114e-01
7.4600,-1.24822587e-01
7.4800,-1.22879351e-01
7.5000,-1.20946392e-01
7.5200,-1.19023694e-01
7.5400,-1.17111241e-01
7.5600,-1.15209018e-01
7.5800,-1.13317008e-01
7.6000,-1.11435192e-01
7.6200,-1.09563555e-01
7.6400,-1.07702078e-01
7.6600,-1.05850743e-01
7.6800,-1.04009531e-01
7.7000,-1.02178423e-01
7.7200,-1.00357401e-01
7.7400,-9.85464450e-02
7.7600,-9.67455344e-02
7.7800,-9.49546493e-02
7.8000,-9.31737691e-02
7.8200,-9.14028729e-02
7.8400,-8.96419394e-02
7.8600,-8.78909471e-02
7.8800,-8.61498742e-02
7.9000,-8.44186985e-02
7.9200,-8.26973976e-02
7.9400,-8.09859487e-02
7.9600,-7.92843288e-02
7.9800,-7.75925146e-02
8.0000,-7.59104825e-02
8.0200,-7.42382088e-02
8.0400,-7.25756692e-02
8.0600,-7.09228395e-02
8.0800,-6.92796949e-02
8.1000,-6.76462107e-02
8.1200,-6.60223617e-02
8.1400,-6.44081225e-02
8.1600,-6.28034676e-02
8.1800,-6.12083711e-02
8.2000,-5.96228070e-02
8.2200,-5.80467491e-02
8.2400,-5.64801707e-02
8.2600,-5.49230452e-02
8.2800,-5.33753458e-02
8.3000,-5.18370452e-02
8.3200,-5.03081162e-02
8.3400,-4.87885313e-02
8.3600,-4.72782628e-02
8.3800,-4.57772828e-02
8.4000,-4.42855632e-02
8.4200,-4.28030758e-02
8.4400,-4.13297921e-02
8.4600,-3.98656836e-02
8.4800,-3.84107216e-02
8.5000,-3.69648771e-02
8.5200,-3.55281210e-02
8.5400,-3.41004241e-02
8.5600,-3.26817571e-02
8.5800,-3.12720904e-02
8.6000,-2.98713944e-02
8.6200,-2.84796392e-02
8.6400,-2.70967950e-02
8.6600,-2.57228317e-02
8.6800,-2.43577190e-02
8.7000,-2.30014268e-02
8.7200,-2.16539244e-02
8.7400,-2.03151815e-02
8.7600,-1.89851673e-02
8.7800,-1.76638510e-02
8.8000,-1.63512018e-02
8.8200,-1.50471887e-02
8.8400,-1.37517807e-02
8.8600,-1.24649465e-02
8.8800,-1.11866549e-02
8.9000,-9.91687455e-03
8.9200,-8.65557399e-03
8.9400,-7.40272170e-03
8.9600,-6.15828608e-03
8.9800,-4.92223546e-03
9.0000,-3.69453808e-03
9.0200,-2.47516213e-03
9.0400,-1.26407571e-03
9.0600,-6.12468665e-05
9.0800,1.13335641e-03
9.1000,2.31976619e-03
9.1200,3.49801461e-03
9.1400,4.66813384e-03
9.1600,5.83015613e-03
9.1800,6.98411375e-03
9.2000,8.13003901e-03
9.2200,9.26796430e-03
9.2400,1.03979220e-02
9.2600,1.15199446e-02
9.2800,1.26340645e-02
9.3000,1.37403143e-02
9.3200,1.48387264e-02
9.3400,1.59293335e-02
9.3600,1.70121682e-02
9.3800,1.80872629e-02
9.4000,1.91546505e-02
9.4200,2.02143635e-02
9.4400,2.12664345e-02
9.4600,2.23108963e-02
9.4800,2.33477816e-02
9.5000,2.43771230e-02
9.5200,2.53989532e-02
9.5400,2.64133049e-02
9.5600,2.74202108e-02
9.5800,2.84197037e-02
9.6000,2.94118162e-02
9.6200,3.03965810e-02
9.6400,3.13740309e-02
9.6600,3.23441984e-02
9.6800,3.33071162e-02
9.7000,3.42628171e-02
9.7200,3.52113337e-02
9.7400,3.61526985e-02
9.7600,3.70869441e-02
9.7800,3.80141033e-02
9.8000,3.89342084e-02
9.8200,3.98472922e-02
9.8400,4.07533870e-02
9.8600,4.16525254e-02
9.8800,4.25447398e-02
9.9000,4.34300627e-02
9.9200,4.43085265e-02
9.9400,4.51801635e-02
9.9600,4.60450060e-02
9.9800,4.69030864e-02
10.0000,4.77544368e-02
10.0200,4.85990896e-02
10.0400,4.94370768e-02
10.0600,5.02684307e-02
10.0800,5.10931833e-02
10.1000,5.19113666e-02
10.1200,5.27230126e-02
10.1400,5.35281533e-02
10.1600,5.43268206e-02
10.1800,5.51190462e-02
10.2000,5.59048621e-02
10.2200,5.66843000e-02
10.2400,5.74573914e-02
10.2600,5.82241681e-02
10.2800,5.89846617e-02
10.3000,5.97389035e-02
10.3200,6.04869252e-02
10.3400,6.12287581e-02
10.3600,6.19644334e-02
10.3800,6.26939826e-02
10.4000,6.34174367e-02
10.4200,6.41348269e-02
10.4400,6.48461844e-02
10.4600,6.55515400e-02
10.4800,6.62509248e-02
10.5000,6.69443696e-02
10.5200,6.76319051e-02
10.5400,6.83135622e-02
10.5600,6.89893715e-02
10.5800,6.96593636e-02
10.6000,7.03235689e-02
10.6200,7.09820180e-02
10.6400,7.16347411e-02
10.6600,7.22817685e-02
10.6800,7.29231305e-02
10.7000,7.35588572e-02
10.7200,7.41889787e-02
10.7400,7.48135248e-02
10.7600,7.54325255e-02
10.7800,7.60460107e-02
10.8000,7.66540099e-02
10.8200,7.72565529e-02
10.8400,7.78536693e-02
10.8600,7.84453885e-02
10.8800,7.90317398e-02
10.9000,7.96127527e-02
10.9200,8.01884563e-02
10.9400,8.07588798e-02
10.9600,8.13240523e-02
10.9800,8.18840026e-02
11.0000,8.24387597e-02
11.0200,8.29883523e-02
11.0400,8.35328092e-02
11.0600,8.40721590e-02
11.0800,8.46064301e-02
11.1000,8.51356510e-02
11.1200,8.56598501e-02
11.1400,8.61790556e-02
11.1600,8.66932956e-02
11.1800,8.72025982e-02
11.2000,8.77069914e-02
11.2200,8.82065030e-02
11.2400,8.87011609e-02
11.2600,8.91909927e-02
11.2800,8.96760261e-02
11.3000,9.01562884e-02
11.3200,9.06318072e-02
11.3400,9.11026097e-02
11.3600,9.15687231e-02
11.3800,9.20301746e-02
11.4000,9.24869912e-02
11.4200,9.29391998e-02
11.4400,9.33868273e-02
11.4600,9.38299003e-02
11.4800,9.42684455e-02
11.5000,9.47024895e-02
11.5200,9.51320587e-02
11.5400,9.55571793e-02
11.5600,9.59778778e-02
11.5800,9.63941801e-02
11.6000,9.68061124e-02
11.6200,9.72137006e-02
11.6400,9.76169705e-02
11.6600,9.80159480e-02
11.6800,9.84106585e-02
11.7000,9.88011278e-02
11.7200,9.91873812e-02
11.7400,9.95694440e-02
11.7600,9.99473417e-02
11.7800,1.00321099e-01
11.8000,1.00690742e-01
11.8200,1.01056294e-01
11.8400,1.01417781e-01
11.8600,1.01775227e-01
11.8800,1.02128658e-01
11.9000,1.02478097e-01
11.9200,1.02823570e-01
11.9400,1.03165100e-01
11.9600,1.03502711e-01
11.9800,1.03836429e-01
12.0000,1.04166276e-01
12.0200,1.04492277e-01
12.0400,1.04814456e-01
12.0600,1.05132837e-01
12.0800,1.05447442e-01
12.1000,1.05758296e-01
12.1200,1.06065422e-01
12.1400,1.06368843e-01
12.1600,1.06668583e-01
12.1800,1.06964665e-01
12.2000,1.07257111e-01
12.2200,1.07545945e-01
12.2400,1.07831190e-01
12.2600,1.08112868e-01
12.2800,1.08391002e-01
12.3000,1.08665614e-01
12.3200,1.08936728e-01
12.3400,1.09204364e-01
12.3600,1.09468546e-01
12.3800,1.09729295e-01
12.4000,1.09986634e-01
12.4200,1.10240585e-01
12.4400,1.10491169e-01
12.4600,1.10738407e-01
12.4800,1.10982323e-01
12.5000,1.11222937e-01
12.5200,1.11460271e-01
12.5400,1.11694345e-01
12.5600,1.11925182e-01
12.5800,1.12152802e-01
12.6000,1.12377227e-01
12.6200,1.12598477e-01
12.6400,1.12816573e-01
12.6600,1.13031536e-01
12.6800,1.13243387e-01
12.7000,1.13452146e-01
12.7200,1.13657833e-01
12.7400,1.13860469e-01
12.7600,1.14060075e-01
12.7800,1.14256670e-01
12.8000,1.14450274e-01
12.8200,1.14640907e-01
12.8400,1.14828590e-01
12.8600,1.15013342e-01
12.8800,1.15195182e-01
12.9000,1.15374131e-01
12.9200,1.15550207e-01
12.9400,1.15723430e-01
12.9600,1.15893820e-01
12.9800,1.16061396e-01
13.0000,1.16226175e-01
13.0200,1.16388179e-01
13.0400,1.16547425e-01
13.0600,1.16703933e-01
13.0800,1.16857721e-01
13.1000,1.17008807e-01
13.1200,1.17157211e-01
13.1400,1.17302950e-01
13.1600,1.17446043e-01
13.1800,1.17586509e-01
13.2000,1.17724365e-01
13.2200,1.17859630e-01
13.2400,1.17992321e-01
13.2600,1.18122456e-01
13.2800,1.18250054e-01
13.3000,1.18375131e-01
13.3200,1.18497706e-01
13.3400,1.18617796e-01
13.3600,1.18735419e-01
13.3800,1.18850591e-01
13.4000,1.18963330e-01
13.4200,1.19073653e-01
13.4400,1.19181578e-01
13.4600,1.19287120e-01
13.4800,1.19390298e-01
13.5000,1.19491127e-01
13.5200,1.19589626e-01
13.5400,1.19685809e-01
13.5600,1.19779694e-01
13.5800,1.19871297e-01
13.6000,1.19960635e-01
13.6200,1.20047724e-01
13.6400,1.20132579e-01
13.6600,1.20215218e-01
13.6800,1.20295656e-01
13.7000,1.20373909e-01
13.7200,1.20449993e-01
13.7400,1.20523923e-01
13.7600,1.20595715e-01
13.7800,1.20665386e-01
13.8000,1.20732950e-01
13.8200,1.20798423e-01
13.8400,1.20861819e-01
13.8600,1.20923155e-01
13.8800,1.20982446e-01
13.9000,1.21039706e-01
13.9200,1.21094951e-01
13.9400,1.21148196e-01
13.9600,1.21199455e-01
13.9800,1.21248743e-01
14.0000,1.21296074e-01
14.0200,1.21341464e-01
14.0400,1.21384927e-01
14.0600,1.21426478e-01
14.0800,1.21466130e-01
14.1000,1.21503898e-01
14.1200,1.21539796e-01
14.1400,1.21573838e-01
14.1600,1.21606038e-01
14.1800,1.21636411e-01
14.2000,1.21664970e-01
14.2200,1.21691728e-01
14.2400,1.21716701e-01
14.2600,1.21739900e-01
14.2800,1.21761340e-01
14.3000,1.21781035e-01
14.3200,1.21798997e-01
14.3400,1.21815240e-01
14.3600,1.21829778e-01
14.3800,1.21842622e-01
14.4000,1.21853788e-01
14.4200,1.21863287e-01
14.4400,1.21871132e-01
14.4600,1.21877337e-01
14.4800,1.21881915e-01
14.5000,1.21884877e-01
14.5200,1.21886236e-01
14.5400,1.21886006e-01
14.5600,1.21884199e-01
14.5800,1.21880827e-01
14.6000,1.21875902e-01
14.6200,1.21869437e-01
14.6400,1.21861444e-01
14.6600,1.21851935e-01
14.6800,1.21840923e-01
14.7000,1.21828419e-01
14.7200,1.21814435e-01
14.7400,1.21798983e-01
14.7600,1.21782075e-01
14.7800,1.21763722e-01
14.8000,1.21743937e-01
14.8200,1.21722731e-01
14.8400,1.21700115e-01
14.8600,1.21676101e-01
14.8800,1.21650700e-01
14.9000,1.21623924e-01
14.9200,1.21595783e-01
14.9400,1.21566290e-01
14.9600,1.21535454e-01
14.9800,1.21503288e-01
15.0000,1.21469802e-01
15.0200,1.21435007e-01
15.0400,1.21398914e-01
15.0600,1.21361533e-01
15.0800,1.21322876e-01
15.1000,1.21282953e-01
15.1200,1.21241775e-01
15.1400,1.21199352e-01
15.1600,1.21155695e-01
15.1800,1.21110813e-01
15.2000,1.21064718e-01
15.2200,1.21017420e-01
15.2400,1.20968929e-01
15.2600,1.20919255e-01
15.2800,1.20868408e-01
15.3000,1.20816398e-01
15.3200,1.20763236e-01
15.3400,1.20708930e-01
15.3600,1.20653492e-01
15.3800,1.20596930e-01
15.4000,1.20539254e-01
15.4200,1.20480475e-01
15.4400,1.20420601e-01
15.4600,1.20359643e-01
15.4800,1.20297609e-01
15.5000,1.20234509e-01
15.5200,1.20170353e-01
15.5400,1.20105150e-01
15.5600,1.20038909e-01
15.5800,1.19971639e-01
15.6000,1.19903350e-01
15.6200,1.19834050e-01
15.6400,1.19763749e-01
15.6600,1.19692455e-01
15.6800,1.19620178e-01
15.7000,1.19546926e-01
15.7200,1.19472708e-01
15.7400,1.19397533e-01
15.7600,1.19321410e-01
15.7800,1.19244346e-01
15.8000,1.19166352e-01
15.8200,1.19087435e-01
15.8400,1.19007603e-01
15.8600,1.18926866e-01
15.8800,1.18845231e-01
15.9000,1.18762707e-01
15.9200,1.18679302e-01
15.9400,1.18595024e-01
15.9600,1.18509882e-01
15.9800,1.18423884e-01
16.0000,1.18337037e-01
16.0200,1.18249350e-01
16.0400,1.18160830e-01
16.0600,1.18071486e-01
16.0800,1.17981325e-01
16.1000,1.17890356e-01
16.1200,1.17798585e-01
16.1400,1.17706021e-01
16.1600,1.17612671e-01
16.1800,1.17518543e-01
16.2000,1.17423644e-01
16.2200,1.17327982e-01
16.2400,1.17231565e-01
16.2600,1.17134399e-01
16.2800,1.17036492e-01
16.3000,1.16937852e-01
16.3200,1.16838485e-01
16.3400,1.16738400e-01
16.3600,1.16637602e-01
16.3800,1.16536099e-01
16.4000,1.16433899e-01
16.4200,1.16331008e-01
16.4400,1.16227433e-01
16.4600,1.16123182e-01
16.4800,1.16018260e-01
16.5000,1.15912675e-01
16.5200,1.15806434e-01
16.5400,1.15699544e-01
16.5600,1.15592010e-01
16.5800,1.15483841e-01
16.6000,1.15375042e-01
16.6200,1.15265620e-01
16.6400,1.15155581e-01
16.6600,1.15044933e-01
16.6800,1.14933681e-01
16.7000,1.14821832e-01
16.7200,1.14709392e-01
16.7400,1.14596368e-01
16.7600,1.14482766e-01
16.7800,1.14368591e-01
16.8000,1.14253852e-01
16.8200,1.14138552e-01
16.8400,1.14022699e-01
16.8600,1.13906299e-01
16.8800,1.13789357e-01
16.9000,1.13671880e-01
16.9200,1.13553873e-01
16.9400,1.13435343e-01
16.9600,1.13316296e-01
16.9800,1.13196736e-01
17.0000,1.13076671e-01
17.0200,1.12956105e-01
17.0400,1.12835044e-01
17.0600,1.12713495e-01
17.0800,1.12591462e-01
17.1000,1.12468952e-01
17.1200,1.12345970e-01
17.1400,1.12222521e-01
17.1600,1.12098610e-01
17.1800,1.11974245e-01
17.2000,1.11849428e-01
17.2200,1.11724167e-01
17.2400,1.11598467e-01
17.2600,1.11472332e-01
17.2800,1.11345768e-01
17.3000,1.11218780e-01
17.3200,1.11091374e-01
17.3400,1.10963554e-01
17.3600,1.10835325e-01
17.3800,1.10706694e-01
17.4000,1.10577664e-01
17.4200,1.10448241e-01
17.4400,1.10318430e-01
17.4600,1.10188235e-01
17.4800,1.10057662e-01
17.5000,1.09926715e-01
17.5200,1.09795400e-01
17.5400,1.09663721e-01
17.5600,1.09531682e-01
17.5800,1.09399290e-01
17.6000,1.09266547e-01
17.6200,1.09133460e-01
17.6400,1.09000032e-01
17.6600,1.08866268e-01
17.6800,1.08732173e-01
17.7000,1.08597751e-01
17.7200,1.08463007e-01
17.7400,1.08327946e-01
17.7600,1.08192571e-01
17.7800,1.08056887e-01
17.8000,1.07920899e-01
17.8200,1.07784611e-01
17.8400,1.07648027e-01
17.8600,1.07511151e-01
17.8800,1.07373988e-01
17.9000,1.07236542e-01
17.9200,1.07098817e-01
17.9400,1.06960818e-01
17.9600,1.06822547e-01
17.9800,1.06684011e-01
18.0000,1.06545212e-01
18.0200,1.06406155e-01
18.0400,1.06266843e-01
18.0600,1.06127281e-01
18.0800,1.05987473e-01
18.1000,1.05847423e-01
18.1200,1.05707133e-01
18.1400,1.05566610e-01
18.1600,1.05425855e-01
18.1800,1.05284873e-01
18.2000,1.05143668e-01
18.2200,1.05002244e-01
18.2400,1.04860604e-01
18.2600,1.04718752e-01
18.2800,1.04576692e-01
18.3000,1.04434427e-01
18.3200,1.04291961e-01
18.3400,1.04149298e-01
18.3600,1.04006440e-01
18.3800,1.03863393e-01
18.4000,1.03720158e-01
18.4200,1.03576741e-01
18.4400,1.03433143e-01
18.4600,1.03289369e-01
18.4800,1.03145422e-01
18.5000,1.03001306e-01
18.5200,1.02857023e-01
18.5400,1.02712578e-01
18.5600,1.02567972e-01
18.5800,1.02423211e-01
18.6000,1.02278297e-01
18.6200,1.02133232e-01
18.6400,1.01988022e-01
18.6600,1.01842668e-01
18.6800,1.01697173e-01
18.7000,1.01551542e-01
18.7200,1.01405777e-01
18.7400,1.01259881e-01
18.7600,1.01113857e-01
18.7800,1.00967709e-01
18.8000,1.00821439e-01
18.8200,1.00675050e-01
18.8400,1.00528546e-01
18.8600,1.00381928e-01
18.8800,1.00235202e-01
18.9000,1.00088368e-01
18.9200,9.99414301e-02
18.9400,9.97943913e-02
18.9600,9.96472542e-02
18.9800,9.95000217e-02
19.0000,9.93526966e-02
19.0200,9.92052816e-02
19.0400,9.90577796e-02
19.0600,9.89101932e-02
19.0800,9.87625252e-02
19.1000,9.86147783e-02
19.1200,9.84669552e-02
19.1400,9.83190584e-02
19.1600,9.81710907e-02
19.1800,9.80230547e-02
19.2000,9.78749529e-02
19.2200,9.77267879e-02
19.2400,9.75785623e-02
19.2600,9.74302786e-02
19.2800,9.72819393e-02
