K_bohr_inv,f_c
6.9200,1.19023945e-02
6.9400,1.22677086e-02
6.9600,1.26262327e-02
6.9800,1.29780453e-02
7.0000,1.33232245e-02
7.0200,1.36618478e-02
7.0400,1.39939927e-02
7.0600,1.43197357e-02
7.0800,1.46391533e-02
7.1000,1.49523212e-02
7.1200,1.52593148e-02
7.1400,1.55602090e-02
7.1600,1.58550781e-02
7.1800,1.61439960e-02
7.2000,1.64270360e-02
7.2200,1.67042711e-02
7.2400,1.69757736e-02
7.2600,1.72416152e-02
7.2800,1.75018673e-02
7.3000,1.77566007e-02
7.3200,1.80058854e-02
7.3400,1.82497913e-02
7.3600,1.84883875e-02
7.3800,1.87217425e-02
7.4000,1.89499244e-02
7.4200,1.91730007e-02
7.4400,1.93910383e-02
7.4600,1.96041036e-02
7.4800,1.98122625e-02
7.5000,2.00155801e-02
7.5200,2.02141212e-02
7.5400,2.04079499e-02
7.5600,2.05971298e-02
7.5800,2.07817239e-02
7.6000,2.09617946e-02
7.6200,2.11374038e-02
7.6400,2.13086128e-02
7.6600,2.14754824e-02
7.6800,2.16380727e-02
7.7000,2.17964433e-02
7.7200,2.19506533e-02
7.7400,2.21007612e-02
7.7600,2.22468248e-02
7.7800,2.23889016e-02
7.8000,2.25270482e-02
7.8200,2.26613211e-02
7.8400,2.27917757e-02
7.8600,2.29184672e-02
7.8800,2.30414503e-02
7.9000,2.31607788e-02
7.9200,2.32765062e-02
7.9400,2.33886855e-02
7.9600,2.34973689e-02
7.9800,2.36026083e-02
8.0000,2.37044549e-02
8.0200,2.38029594e-02
8.0400,2.38981721e-02
8.0600,2.39901425e-02
8.0800,2.40789197e-02
8.1000,2.41645524e-02
8.1200,2.42470884e-02
8.1400,2.43265755e-02
8.1600,2.44030605e-02
8.1800,2.44765899e-02
8.2000,2.45472096e-02
8.2200,2.46149652e-02
8.2400,2.46799014e-02
8.2600,2.47420628e-02
8.2800,2.48014932e-02
8.3000,2.48582361e-02
8.3200,2.49123343e-02
8.3400,2.49638302e-02
8.3600,2.50127658e-02
8.3800,2.50591824e-02
8.4000,2.51031211e-02
8.4200,2.51446223e-02
8.4400,2.51837260e-02
8.4600,2.52204716e-02
8.4800,2.52548983e-02
8.5000,2.52870445e-02
8.5200,2.53169483e-02
8.5400,2.53446475e-02
8.5600,2.53701792e-02
8.5800,2.53935801e-02
8.6000,2.54148864e-02
8.6200,2.54341342e-02
8.6400,2.54513586e-02
8.6600,2.54665947e-02
8.6800,2.54798770e-02
8.7000,2.54912395e-02
8.7200,2.55007160e-02
8.7400,2.55083396e-02
8.7600,2.55141432e-02
8.7800,2.55181591e-02
8.8000,2.55204194e-02
8.8200,2.55209555e-02
8.8400,2.55197988e-02
8.8600,2.55169798e-02
8.8800,2.55125291e-02
8.9000,2.55064766e-02
8.9200,2.54988518e-02
8.9400,2.54896839e-02
8.9600,2.54790018e-02
8.9800,2.54668339e-02
9.0000,2.54532083e-02
9.0200,2.54381525e-02
9.0400,2.54216940e-02
9.0600,2.54038597e-02
9.0800,2.53846761e-02
9.1000,2.53641696e-02
9.1200,2.53423659e-02
9.1400,2.53192906e-02
9.1600,2.52949688e-02
9.1800,2.52694255e-02
9.2000,2.52426851e-02
9.2200,2.52147717e-02
9.2400,2.51857092e-02
9.2600,2.51555211e-02
9.2800,2.51242305e-02
9.3000,2.50918603e-02
9.3200,2.50584330e-02
9.3400,2.50239709e-02
9.3600,2.49884957e-02
9.3800,2.49520292e-02
9.4000,2.49145925e-02
9.4200,2.48762067e-02
9.4400,2.48368925e-02
9.4600,2.47966702e-02
9.4800,2.47555599e-02
9.5000,2.47135815e-02
9.5200,2.46707545e-02
9.5400,2.46270980e-02
9.5600,2.45826311e-02
9.5800,2.45373724e-02
9.6000,2.44913403e-02
9.6200,2.44445530e-02
9.6400,2.43970284e-02
9.6600,2.43487840e-02
9.6800,2.42998372e-02
9.7000,2.42502050e-02
9.7200,2.41999044e-02
9.7400,2.41489519e-02
9.7600,2.40973638e-02
9.7800,2.40451562e-02
9.8000,2.39923449e-02
9.8200,2.39389456e-02
9.8400,2.38849737e-02
9.8600,2.38304441e-02
9.8800,2.37753719e-02
9.9000,2.37197717e-02
9.9200,2.36636580e-02
9.9400,2.36070449e-02
9.9600,2.35499465e-02
9.9800,2.34923765e-02
10.0000,2.34343485e-02
10.0200,2.33758760e-02
10.0400,2.33169719e-02
10.0600,2.32576492e-02
10.0800,2.31979207e-02
10.1000,2.31377989e-02
10.1200,2.30772962e-02
10.1400,2.30164245e-02
10.1600,2.29551960e-02
10.1800,2.28936223e-02
10.2000,2.28317149e-02
10.2200,2.27694853e-02
10.2400,2.27069446e-02
10.2600,2.26441038e-02
10.2800,2.25809737e-02
10.3000,2.25175650e-02
10.3200,2.24538882e-02
10.3400,2.23899534e-02
10.3600,2.23257708e-02
10.3800,2.22613505e-02
10.4000,2.21967020e-02
10.4200,2.21318351e-02
10.4400,2.20667593e-02
10.4600,2.20014837e-02
10.4800,2.19360176e-02
10.5000,2.18703699e-02
10.5200,2.18045494e-02
10.5400,2.17385648e-02
10.5600,2.16724246e-02
10.5800,2.16061372e-02
10.6000,2.15397108e-02
10.6200,2.14731535e-02
10.6400,2.14064732e-02
10.6600,2.13396777e-02
10.6800,2.12727747e-02
10.7000,2.12057717e-02
10.7200,2.11386761e-02
10.7400,2.10714952e-02
10.7600,2.10042360e-02
10.7800,2.09369055e-02
10.8000,2.08695106e-02
10.8200,2.08020582e-02
10.8400,2.07345546e-02
10.8600,2.06670066e-02
10.8800,2.05994203e-02
10.9000,2.05318022e-02
10.9200,2.04641582e-02
10.9400,2.03964945e-02
10.9600,2.03288169e-02
10.9800,2.02611313e-02
11.0000,2.01934433e-02
11.0200,2.01257584e-02
11.0400,2.00580822e-02
11.0600,1.99904200e-02
11.0800,1.99227771e-02
11.1000,1.98551586e-02
11.1200,1.97875695e-02
11.1400,1.97200148e-02
11.1600,1.96524994e-02
11.1800,1.95850279e-02
11.2000,1.95176051e-02
11.2200,1.94502356e-02
11.2400,1.93829237e-02
11.2600,1.93156738e-02
11.2800,1.92484903e-02
11.3000,1.91813773e-02
11.3200,1.91143390e-02
11.3400,1.90473793e-02
11.3600,1.89805022e-02
11.3800,1.89137115e-02
11.4000,1.88470111e-02
11.4200,1.87804045e-02
11.4400,1.87138954e-02
11.4600,1.86474874e-02
11.4800,1.85811838e-02
11.5000,1.85149880e-02
11.5200,1.84489034e-02
11.5400,1.83829331e-02
11.5600,1.83170803e-02
11.5800,1.82513481e-02
11.6000,1.81857395e-02
11.6200,1.81202574e-02
11.6400,1.80549046e-02
11.6600,1.79896841e-02
11.6800,1.79245984e-02
11.7000,1.78596502e-02
11.7200,1.77948423e-02
11.7400,1.77301770e-02
11.7600,1.76656569e-02
11.7800,1.76012843e-02
11.8000,1.75370617e-02
11.8200,1.74729913e-02
11.8400,1.74090753e-02
11.8600,1.73453159e-02
11.8800,1.72817152e-02
11.9000,1.72182753e-02
11.9200,1.71549982e-02
11.9400,1.70918858e-02
11.9600,1.70289400e-02
11.9800,1.69661627e-02
12.0000,1.69035556e-02
12.0200,1.68411205e-02
12.0400,1.67788591e-02
12.0600,1.67167730e-02
12.0800,1.66548638e-02
12.1000,1.65931331e-02
12.1200,1.65315823e-02
12.1400,1.64702129e-02
12.1600,1.64090262e-02
12.1800,1.63480237e-02
12.2000,1.62872067e-02
12.2200,1.62265764e-02
12.2400,1.61661341e-02
12.2600,1.61058809e-02
12.2800,1.60458180e-02
12.3000,1.59859465e-02
12.3200,1.59262675e-02
12.3400,1.58667820e-02
12.3600,1.58074909e-02
12.3800,1.57483953e-02
12.4000,1.56894960e-02
12.4200,1.56307940e-02
12.4400,1.55722900e-02
12.4600,1.55139848e-02
12.4800,1.54558793e-02
12.5000,1.53979742e-02
12.5200,1.53402701e-02
12.5400,1.52827678e-02
12.5600,1.52254679e-02
12.5800,1.51683710e-02
12.6000,1.51114777e-02
12.6200,1.50547884e-02
12.6400,1.49983039e-02
12.6600,1.49420244e-02
12.6800,1.48859505e-02
12.7000,1.48300826e-02
12.7200,1.47744211e-02
12.7400,1.47189664e-02
12.7600,1.46637189e-02
12.7800,1.46086788e-02
12.8000,1.45538464e-02
12.8200,1.44992221e-02
12.8400,1.44448060e-02
12.8600,1.43905984e-02
12.8800,1.43365995e-02
12.9000,1.42828094e-02
12.9200,1.42292284e-02
12.9400,1.41758564e-02
12.9600,1.41226938e-02
12.9800,1.40697404e-02
13.0000,1.40169964e-02
13.0200,1.39644619e-02
13.0400,1.39121368e-02
13.0600,1.38600212e-02
13.0800,1.38081149e-02
13.1000,1.37564181e-02
13.1200,1.37049307e-02
13.1400,1.36536525e-02
13.1600,1.36025834e-02
13.1800,1.35517235e-02
13.2000,1.35010724e-02
13.2200,1.34506302e-02
13.2400,1.34003966e-02
13.2600,1.33503714e-02
13.2800,1.33005545e-02
13.3000,1.32509457e-02
13.3200,1.32015446e-02
13.3400,1.31523512e-02
13.3600,1.31033651e-02
13.3800,1.30545860e-02
13.4000,1.30060137e-02
13.4200,1.29576480e-02
13.4400,1.29094883e-02
13.4600,1.28615346e-02
13.4800,1.28137864e-02
13.5000,1.27662433e-02
13.5200,1.27189050e-02
13.5400,1.26717712e-02
13.5600,1.26248414e-02
13.5800,1.25781153e-02
13.6000,1.25315925e-02
13.6200,1.24852725e-02
13.6400,1.24391549e-02
13.6600,1.23932392e-02
13.6800,1.23475251e-02
13.7000,1.23020121e-02
13.7200,1.22566997e-02
13.7400,1.22115873e-02
13.7600,1.21666747e-02
13.7800,1.21219611e-02
13.8000,1.20774462e-02
13.8200,1.20331295e-02
13.8400,1.19890103e-02
13.8600,1.19450883e-02
13.8800,1.19013627e-02
13.9000,1.18578332e-02
13.9200,1.18144991e-02
13.9400,1.17713600e-02
13.9600,1.17284151e-02
13.9800,1.16856640e-02
14.0000,1.16431061e-02
14.0200,1.16007408e-02
14.0400,1.15585675e-02
14.0600,1.15165856e-02
14.0800,1.14747946e-02
14.1000,1.14331937e-02
14.1200,1.13917824e-02
14.1400,1.13505601e-02
14.1600,1.13095261e-02
14.1800,1.12686798e-02
14.2000,1.12280206e-02
14.2200,1.11875479e-02
14.2400,1.11472610e-02
14.2600,1.11071592e-02
14.2800,1.10672419e-02
14.3000,1.10275085e-02
14.3200,1.09879583e-02
14.3400,1.09485906e-02
14.3600,1.09094047e-02
14.3800,1.08704001e-02
14.4000,1.08315760e-02
14.4200,1.07929317e-02
14.4400,1.07544666e-02
14.4600,1.07161799e-02
14.4800,1.06780711e-02
14.5000,1.06401394e-02
14.5200,1.06023841e-02
14.5400,1.05648045e-02
14.5600,1.05274000e-02
14.5800,1.04901698e-02
14.6000,1.04531132e-02
14.6200,1.04162296e-02
14.6400,1.03795182e-02
14.6600,1.03429783e-02
14.6800,1.03066093e-02
14.7000,1.02704103e-02
14.7200,1.02343808e-02
14.7400,1.01985200e-02
14.7600,1.01628272e-02
14.7800,1.01273016e-02
14.8000,1.00919426e-02
14.8200,1.00567494e-02
14.8400,1.00217214e-02
14.8600,9.98685780e-03
14.8800,9.95215788e-03
14.9000,9.91762094e-03
14.9200,9.88324626e-03
14.9400,9.84903313e-03
14.9600,9.81498082e-03
14.9800,9.78108862e-03
15.0000,9.74735580e-03
15.0200,9.71378165e-03
15.0400,9.68036545e-03
15.0600,9.64710648e-03
15.0800,9.61400401e-03
15.1000,9.58105734e-03
15.1200,9.54826574e-03
15.1400,9.51562850e-03
15.1600,9.48314489e-03
15.1800,9.45081420e-03
15.2000,9.41863571e-03
15.2200,9.38660871e-03
15.2400,9.35473248e-03
15.2600,9.32300631e-03
15.2800,9.29142947e-03
15.3000,9.26000126e-03
15.3200,9.22872097e-03
15.3400,9.19758789e-03
15.3600,9.16660129e-03
15.3800,9.13576048e-03
15.4000,9.10506474e-03
15.4200,9.07451338e-03
15.4400,9.04410567e-03
15.4600,9.01384092e-03
15.4800,8.98371842e-03
15.5000,8.95373748e-03
15.5200,8.92389738e-03
15.5400,8.89419743e-03
15.5600,8.86463694e-03
15.5800,8.83521520e-03
15.6000,8.80593152e-03
15.6200,8.77678521e-03
15.6400,8.74777557e-03
15.6600,8.71890192e-03
15.6800,8.69016356e-03
15.7000,8.66155981e-03
15.7200,8.63308998e-03
15.7400,8.60475340e-03
15.7600,8.57654937e-03
15.7800,8.54847722e-03
15.8000,8.52053628e-03
15.8200,8.49272586e-03
15.8400,8.46504529e-03
15.8600,8.43749389e-03
15.8800,8.41007101e-03
15.9000,8.38277597e-03
15.9200,8.35560810e-03
15.9400,8.32856675e-03
15.9600,8.30165124e-03
15.9800,8.27486093e-03
16.0000,8.24819514e-03
16.0200,8.22165323e-03
16.0400,8.19523455e-03
16.0600,8.16893844e-03
16.0800,8.14276425e-03
16.1000,8.11671133e-03
16.1200,8.09077906e-03
16.1400,8.06496677e-03
16.1600,8.03927383e-03
16.1800,8.01369960e-03
16.2000,7.98824346e-03
16.2200,7.96290476e-03
16.2400,7.93768288e-03
16.2600,7.91257718e-03
16.2800,7.88758705e-03
16.3000,7.86271185e-03
16.3200,7.83795098e-03
16.3400,7.81330380e-03
16.3600,7.78876971e-03
16.3800,7.76434809e-03
16.4000,7.74003833e-03
16.4200,7.71583982e-03
16.4400,7.69175196e-03
16.4600,7.66777414e-03
16.4800,7.64390576e-03
16.5000,7.62014622e-03
16.5200,7.59649494e-03
16.5400,7.57295130e-03
16.5600,7.54951473e-03
16.5800,7.52618464e-03
16.6000,7.50296044e-03
16.6200,7.47984154e-03
16.6400,7.45682737e-03
16.6600,7.43391735e-03
16.6800,7.41111090e-03
16.7000,7.38840745e-03
16.7200,7.36580643e-03
16.7400,7.34330728e-03
16.7600,7.32090942e-03
16.7800,7.29861230e-03
16.8000,7.27641536e-03
16.8200,7.25431803e-03
16.8400,7.23231977e-03
16.8600,7.21042002e-03
16.8800,7.18861823e-03
16.9000,7.16691387e-03
16.9200,7.14530637e-03
16.9400,7.12379521e-03
16.9600,7.10237984e-03
16.9800,7.08105972e-03
17.0000,7.05983433e-03
17.0200,7.03870313e-03
17.0400,7.01766559e-03
17.0600,6.99672120e-03
17.0800,6.97586941e-03
17.1000,6.95510973e-03
17.1200,6.93444162e-03
17.1400,6.91386457e-03
17.1600,6.89337807e-03
17.1800,6.87298161e-03
17.2000,6.85267468e-03
17.2200,6.83245678e-03
17.2400,6.81232741e-03
17.2600,6.79228606e-03
17.2800,6.77233224e-03
17.3000,6.75246545e-03
17.3200,6.73268521e-03
17.3400,6.71299101e-03
17.3600,6.69338239e-03
17.3800,6.67385885e-03
17.4000,6.65441991e-03
17.4200,6.63506509e-03
17.4400,6.61579392e-03
17.4600,6.59660592e-03
17.4800,6.57750062e-03
17.5000,6.55847755e-03
17.5200,6.53953625e-03
17.5400,6.52067625e-03
17.5600,6.50189709e-03
17.5800,6.48319832e-03
17.6000,6.46457947e-03
17.6200,6.44604009e-03
17.6400,6.42757974e-03
17.6600,6.40919796e-03
17.6800,6.39089431e-03
17.7000,6.37266834e-03
17.7200,6.35451962e-03
17.7400,6.33644770e-03
17.7600,6.31845215e-03
17.7800,6.30053253e-03
17.8000,6.28268842e-03
17.8200,6.26491938e-03
17.8400,6.24722498e-03
17.8600,6.22960482e-03
17.8800,6.21205845e-03
17.9000,6.19458547e-03
17.9200,6.17718545e-03
17.9400,6.15985799e-03
17.9600,6.14260267e-03
17.9800,6.12541908e-03
18.0000,6.10830681e-03
18.0200,6.09126546e-03
18.0400,6.07429463e-03
18.0600,6.05739391e-03
18.0800,6.04056291e-03
18.1000,6.02380123e-03
18.1200,6.00710849e-03
18.1400,5.99048428e-03
18.1600,5.97392822e-03
18.1800,5.95743993e-03
18.2000,5.94101902e-03
18.2200,5.92466510e-03
18.2400,5.90837780e-03
18.2600,5.89215675e-03
18.2800,5.87600156e-03
18.3000,5.85991187e-03
18.3200,5.84388730e-03
18.3400,5.82792748e-03
18.3600,5.81203206e-03
18.3800,5.79620066e-03
18.4000,5.78043292e-03
18.4200,5.76472849e-03
18.4400,5.74908700e-03
18.4600,5.73350811e-03
18.4800,5.71799145e-03
18.5000,5.70253668e-03
18.5200,5.68714345e-03
18.5400,5.67181142e-03
18.5600,5.65654023e-03
18.5800,5.64132955e-03
18.6000,5.62617903e-03
18.6200,5.61108834e-03
18.6400,5.59605714e-03
18.6600,5.58108510e-03
18.6800,5.56617188e-03
18.7000,5.55131716e-03
18.7200,5.53652061e-03
18.7400,5.52178189e-03
18.7600,5.50710070e-03
18.7800,5.49247669e-03
18.8000,5.47790957e-03
18.8200,5.46339900e-03
18.8400,5.44894467e-03
18.8600,5.43454628e-03
18.8800,5.42020349e-03
18.9000,5.40591602e-03
18.9200,5.39168354e-03
18.9400,5.37750575e-03
18.9600,5.36338235e-03
18.9800,5.34931303e-03
19.0000,5.33529750e-03
19.0200,5.32133545e-03
19.0400,5.30742659e-03
19.0600,5.29357063e-03
19.0800,5.27976727e-03
19.1000,5.26601622e-03
19.1200,5.25231718e-03
19.1400,5.23866989e-03
19.1600,5.22507404e-03
19.1800,5.21152935e-03
19.2000,5.19803555e-03
19.2200,5.18459234e-03
19.2400,5.17119946e-03
19.2600,5.15785663e-03
19.2800,5.14456357e-03
19.3000,5.13132001e-03
19.3200,5.11812567e-03
19.3400,5.10498029e-03
19.3600,5.09188361e-03
19.3800,5.07883534e-03
19.4000,5.06583523e-03
19.4200,5.05288302e-03
19.4400,5.03997844e-03
19.4600,5.02712124e-03
19.4800,5.01431116e-03
19.5000,5.00154793e-03
19.5200,4.98883132e-03
19.5400,4.97616105e-03
19.5600,4.96353689e-03
19.5800,4.95095858e-03
19.6000,4.93842588e-03
19.6200,4.92593853e-03
