K_bohr_inv,f_c
1.5400,-9.34912722e-01
1.5600,-9.33243201e-01
1.5800,-9.31555365e-01
1.6000,-9.29849330e-01
1.6200,-9.28125214e-01
1.6400,-9.26383135e-01
1.6600,-9.24623211e-01
1.6800,-9.22845563e-01
1.7000,-9.21050312e-01
1.7200,-9.19237580e-01
1.7400,-9.17407489e-01
1.7600,-9.15560163e-01
1.7800,-9.13695728e-01
1.8000,-9.11814308e-01
1.8200,-9.09916029e-01
1.8400,-9.08001019e-01
1.8600,-9.06069406e-01
1.8800,-9.04121317e-01
1.9000,-9.02156883e-01
1.9200,-9.00176234e-01
1.9400,-8.98179501e-01
1.9600,-8.96166814e-01
1.9800,-8.94138308e-01
2.0000,-8.92094113e-01
2.0200,-8.90034365e-01
2.0400,-8.87959198e-01
2.0600,-8.85868745e-01
2.0800,-8.83763144e-01
2.1000,-8.81642530e-01
2.1200,-8.79507039e-01
2.1400,-8.77356810e-01
2.1600,-8.75191979e-01
2.1800,-8.73012686e-01
2.2000,-8.70819068e-01
2.2200,-8.68611266e-01
2.2400,-8.66389419e-01
2.2600,-8.64153668e-01
2.2800,-8.61904152e-01
2.3000,-8.59641014e-01
2.3200,-8.57364394e-01
2.3400,-8.55074436e-01
2.3600,-8.52771280e-01
2.3800,-8.50455070e-01
2.4000,-8.48125948e-01
2.4200,-8.45784059e-01
2.4400,-8.43429545e-01
2.4600,-8.41062550e-01
2.4800,-8.38683219e-01
2.5000,-8.36291697e-01
2.5200,-8.33888127e-01
2.5400,-8.31472654e-01
2.5600,-8.29045424e-01
2.5800,-8.26606583e-01
2.6000,-8.24156275e-01
2.6200,-8.21694646e-01
2.6400,-8.19221841e-01
2.6600,-8.16738008e-01
2.6800,-8.14243291e-01
2.7000,-8.11737838e-01
2.7200,-8.09221793e-01
2.7400,-8.06695303e-01
2.7600,-8.04158515e-01
2.7800,-8.01611575e-01
2.8000,-7.99054629e-01
2.8200,-7.96487824e-01
2.8400,-7.93911305e-01
2.8600,-7.91325220e-01
2.8800,-7.88729714e-01
2.9000,-7.86124933e-01
2.9200,-7.83511024e-01
2.9400,-7.80888133e-01
2.9600,-7.78256406e-01
2.9800,-7.75615988e-01
3.0000,-7.72967025e-01
3.0200,-7.70309662e-01
3.0400,-7.67644046e-01
3.0600,-7.64970321e-01
3.0800,-7.62288632e-01
3.1000,-7.59599125e-01
3.1200,-7.56901943e-01
3.1400,-7.54197231e-01
3.1600,-7.51485133e-01
3.1800,-7.48765793e-01
3.2000,-7.46039355e-01
3.2200,-7.43305963e-01
3.2400,-7.40565758e-01
3.2600,-7.37818884e-01
3.2800,-7.35065483e-01
3.3000,-7.32305698e-01
3.3200,-7.29539670e-01
3.3400,-7.26767541e-01
3.3600,-7.23989451e-01
3.3800,-7.21205542e-01
3.4000,-7.18415953e-01
3.4200,-7.15620825e-01
3.4400,-7.12820297e-01
3.4600,-7.10014508e-01
3.4800,-7.07203597e-01
3.5000,-7.04387701e-01
3.5200,-7.01566959e-01
3.5400,-6.98741509e-01
3.5600,-6.95911485e-01
3.5800,-6.93077026e-01
3.6000,-6.90238267e-01
3.6200,-6.87395343e-01
3.6400,-6.84548389e-01
3.6600,-6.81697539e-01
3.6800,-6.78842927e-01
3.7000,-6.75984686e-01
3.7200,-6.73122950e-01
3.7400,-6.70257849e-01
3.7600,-6.67389516e-01
3.7800,-6.64518081e-01
3.8000,-6.61643675e-01
3.8200,-6.58766428e-01
3.8400,-6.55886468e-01
3.8600,-6.53003925e-01
3.8800,-6.50118926e-01
3.9000,-6.47231599e-01
3.9200,-6.44342070e-01
3.9400,-6.41450466e-01
3.9600,-6.38556911e-01
3.9800,-6.35661531e-01
4.0000,-6.32764449e-01
4.0200,-6.29865790e-01
4.0400,-6.26965675e-01
4.0600,-6.24064227e-01
4.0800,-6.21161567e-01
4.1000,-6.18257816e-01
4.1200,-6.15353093e-01
4.1400,-6.12447519e-01
4.1600,-6.09541211e-01
4.1800,-6.06634288e-01
4.2000,-6.03726866e-01
4.2200,-6.00819062e-01
4.2400,-5.97910992e-01
4.2600,-5.95002770e-01
4.2800,-5.92094511e-01
4.3000,-5.89186328e-01
4.3200,-5.86278334e-01
4.3400,-5.83370640e-01
4.3600,-5.80463358e-01
4.3800,-5.77556598e-01
4.4000,-5.74650470e-01
4.4200,-5.71745083e-01
4.4400,-5.68840544e-01
4.4600,-5.65936961e-01
4.4800,-5.63034440e-01
4.5000,-5.60133087e-01
4.5200,-5.57233008e-01
4.5400,-5.54334305e-01
4.5600,-5.51437083e-01
4.5800,-5.48541444e-01
4.6000,-5.45647489e-01
4.6200,-5.42755320e-01
4.6400,-5.39865036e-01
4.6600,-5.36976738e-01
4.6800,-5.34090522e-01
4.7000,-5.31206488e-01
4.7200,-5.28324731e-01
4.7400,-5.25445349e-01
4.7600,-5.22568435e-01
4.7800,-5.19694085e-01
4.8000,-5.16822392e-01
4.8200,-5.13953448e-01
4.8400,-5.11087346e-01
4.8600,-5.08224177e-01
4.8800,-5.05364031e-01
4.9000,-5.02506997e-01
4.9200,-4.99653164e-01
4.9400,-4.96802620e-01
4.9600,-4.93955451e-01
4.9800,-4.91111744e-01
5.0000,-4.88271584e-01
5.0200,-4.85435055e-01
5.0400,-4.82602242e-01
5.0600,-4.79773226e-01
5.0800,-4.76948090e-01
5.1000,-4.74126915e-01
5.1200,-4.71309780e-01
5.1400,-4.68496767e-01
5.1600,-4.65687952e-01
5.1800,-4.62883415e-01
5.2000,-4.60083231e-01
5.2200,-4.57287477e-01
5.2400,-4.54496229e-01
5.2600,-4.51709560e-01
5.2800,-4.48927545e-01
5.3000,-4.46150255e-01
5.3200,-4.43377765e-01
5.3400,-4.40610143e-01
5.3600,-4.37847461e-01
5.3800,-4.35089789e-01
5.4000,-4.32337194e-01
5.4200,-4.29589745e-01
5.4400,-4.26847510e-01
5.4600,-4.24110553e-01
5.4800,-4.21378941e-01
5.5000,-4.18652739e-01
5.5200,-4.15932010e-01
5.5400,-4.13216817e-01
5.5600,-4.10507222e-01
5.5800,-4.07803288e-01
5.6000,-4.05105074e-01
5.6200,-4.02412640e-01
5.6400,-3.99726046e-01
5.6600,-3.97045350e-01
5.6800,-3.94370609e-01
5.7000,-3.91701880e-01
5.7200,-3.89039218e-01
5.7400,-3.86382680e-01
5.7600,-3.83732319e-01
5.7800,-3.81088188e-01
5.8000,-3.78450342e-01
5.8200,-3.75818831e-01
5.8400,-3.73193707e-01
5.8600,-3.70575021e-01
5.8800,-3.67962822e-01
5.9000,-3.65357159e-01
5.9200,-3.62758081e-01
5.9400,-3.60165634e-01
5.9600,-3.57579867e-01
5.9800,-3.55000824e-01
6.0000,-3.52428551e-01
6.0200,-3.49863093e-01
6.0400,-3.47304494e-01
6.0600,-3.44752795e-01
6.0800,-3.42208041e-01
6.1000,-3.39670272e-01
6.1200,-3.37139529e-01
6.1400,-3.34615853e-01
6.1600,-3.32099283e-01
6.1800,-3.29589858e-01
6.2000,-3.27087616e-01
6.2200,-3.24592594e-01
6.2400,-3.22104828e-01
6.2600,-3.19624356e-01
6.2800,-3.17151213e-01
6.3000,-3.14685432e-01
6.3200,-3.12227048e-01
6.3400,-3.09776094e-01
6.3600,-3.07332603e-01
6.3800,-3.04896606e-01
6.4000,-3.02468136e-01
6.4200,-3.00047222e-01
6.4400,-2.97633895e-01
6.4600,-2.95228183e-01
6.4800,-2.92830116e-01
6.5000,-2.90439722e-01
6.5200,-2.88057028e-01
6.5400,-2.85682060e-01
6.5600,-2.83314845e-01
6.5800,-2.80955409e-01
6.6000,-2.78603776e-01
6.6200,-2.76259970e-01
6.6400,-2.73924016e-01
6.6600,-2.71595936e-01
6.6800,-2.69275753e-01
6.7000,-2.66963488e-01
6.7200,-2.64659163e-01
6.7400,-2.62362798e-01
6.7600,-2.60074414e-01
6.7800,-2.57794031e-01
6.8000,-2.55521666e-01
6.8200,-2.53257339e-01
6.8400,-2.51001067e-01
6.8600,-2.48752867e-01
6.8800,-2.46512756e-01
6.9000,-2.44280751e-01
6.9200,-2.42056867e-01
6.9400,-2.39841118e-01
6.9600,-2.37633520e-01
6.9800,-2.35434085e-01
7.0000,-2.33242829e-01
7.0200,-2.31059763e-01
7.0400,-2.28884901e-01
7.0600,-2.26718253e-01
7.0800,-2.24559831e-01
7.1000,-2.22409646e-01
7.1200,-2.20267709e-01
7.1400,-2.18134028e-01
7.1600,-2.16008615e-01
7.1800,-2.13891476e-01
7.2000,-2.11782622e-01
7.2200,-2.09682059e-01
7.2400,-2.07589794e-01
7.2600,-2.05505836e-01
7.2800,-2.03430190e-01
7.3000,-2.01362863e-01
7.3200,-1.99303859e-01
7.3400,-1.97253185e-01
7.3600,-1.95210844e-01
7.3800,-1.93176841e-01
7.4000,-1.91151179e-01
7.4200,-1.89133862e-01
7.4400,-1.87124893e-01
7.4600,-1.85124274e-01
7.4800,-1.83132007e-01
7.5000,-1.81148094e-01
7.5200,-1.79172536e-01
7.5400,-1.77205334e-01
7.5600,-1.75246487e-01
7.5800,-1.73295997e-01
7.6000,-1.71353862e-01
7.6200,-1.69420082e-01
7.6400,-1.67494655e-01
7.6600,-1.65577580e-01
7.6800,-1.63668856e-01
7.7000,-1.61768478e-01
7.7200,-1.59876446e-01
7.7400,-1.57992755e-01
7.7600,-1.56117402e-01
7.7800,-1.54250383e-01
7.8000,-1.52391695e-01
7.8200,-1.50541332e-01
7.8400,-1.48699290e-01
7.8600,-1.46865563e-01
7.8800,-1.45040146e-01
7.9000,-1.43223033e-01
7.9200,-1.41414217e-01
7.9400,-1.39613693e-01
7.9600,-1.37821452e-01
7.9800,-1.36037489e-01
8.0000,-1.34261795e-01
8.0200,-1.32494362e-01
8.0400,-1.30735183e-01
8.0600,-1.28984248e-01
8.0800,-1.27241549e-01
8.1000,-1.25507078e-01
8.1200,-1.23780823e-01
8.1400,-1.22062777e-01
8.1600,-1.20352929e-01
8.1800,-1.18651268e-01
8.2000,-1.16957785e-01
8.2200,-1.15272468e-01
8.2400,-1.13595307e-01
8.2600,-1.11926289e-01
8.2800,-1.10265404e-01
8.3000,-1.08612639e-01
8.3200,-1.06967983e-01
8.3400,-1.05331423e-01
8.3600,-1.03702947e-01
8.3800,-1.02082541e-01
8.4000,-1.00470192e-01
8.4200,-9.88658882e-02
8.4400,-9.72696145e-02
8.4600,-9.56813577e-02
8.4800,-9.41011035e-02
8.5000,-9.25288379e-02
8.5200,-9.09645462e-02
8.5400,-8.94082138e-02
8.5600,-8.78598257e-02
8.5800,-8.63193667e-02
8.6000,-8.47868217e-02
8.6200,-8.32621749e-02
8.6400,-8.17454107e-02
8.6600,-8.02365130e-02
8.6800,-7.87354657e-02
8.7000,-7.72422525e-02
8.7200,-7.57568569e-02
8.7400,-7.42792620e-02
8.7600,-7.28094510e-02
8.7800,-7.13474068e-02
8.8000,-6.98931122e-02
8.8200,-6.84465496e-02
8.8400,-6.70077016e-02
8.8600,-6.55765502e-02
8.8800,-6.41530775e-02
8.9000,-6.27372654e-02
8.9200,-6.13290957e-02
8.9400,-5.99285499e-02
8.9600,-5.85356095e-02
8.9800,-5.71502556e-02
9.0000,-5.57724694e-02
9.0200,-5.44022319e-02
9.0400,-5.30395238e-02
9.0600,-5.16843259e-02
9.0800,-5.03366187e-02
9.1000,-4.89963827e-02
9.1200,-4.76635980e-02
9.1400,-4.63382449e-02
9.1600,-4.50203033e-02
9.1800,-4.37097532e-02
9.2000,-4.24065742e-02
9.2200,-4.11107462e-02
9.2400,-3.98222485e-02
9.2600,-3.85410607e-02
9.2800,-3.72671620e-02
9.3000,-3.60005317e-02
9.3200,-3.47411487e-02
9.3400,-3.34889922e-02
9.3600,-3.22440409e-02
9.3800,-3.10062737e-02
9.4000,-2.97756692e-02
9.4200,-2.85522061e-02
9.4400,-2.73358628e-02
9.4600,-2.61266178e-02
9.4800,-2.49244493e-02
9.5000,-2.37293356e-02
9.5200,-2.25412549e-02
9.5400,-2.13601851e-02
9.5600,-2.01861043e-02
9.5800,-1.90189904e-02
9.6000,-1.78588212e-02
9.6200,-1.67055745e-02
9.6400,-1.55592280e-02
9.6600,-1.44197592e-02
9.6800,-1.32871458e-02
9.7000,-1.21613651e-02
9.7200,-1.10423947e-02
9.7400,-9.93021192e-03
9.7600,-8.82479400e-03
9.7800,-7.72611822e-03
9.8000,-6.63416175e-03
9.8200,-5.54890174e-03
9.8400,-4.47031527e-03
9.8600,-3.39837937e-03
9.8800,-2.33307103e-03
9.9000,-1.27436718e-03
9.9200,-2.22244718e-04
9.9400,8.23319504e-04
9.9600,1.86234868e-03
9.9800,2.89486603e-03
10.0000,3.92089482e-03
10.0200,4.94045836e-03
10.0400,5.95357997e-03
10.0600,6.96028304e-03
10.0800,7.96059095e-03
10.1000,8.95452713e-03
10.1200,9.94211505e-03
10.1400,1.09233782e-02
10.1600,1.18983400e-02
10.1800,1.28670241e-02
10.2000,1.38294539e-02
10.2200,1.47856531e-02
10.2400,1.57356453e-02
10.2600,1.66794540e-02
10.2800,1.76171029e-02
10.3000,1.85486156e-02
10.3200,1.94740157e-02
10.3400,2.03933269e-02
10.3600,2.13065728e-02
10.3800,2.22137772e-02
10.4000,2.31149638e-02
10.4200,2.40101561e-02
10.4400,2.48993779e-02
10.4600,2.57826529e-02
10.4800,2.66600048e-02
10.5000,2.75314572e-02
10.5200,2.83970339e-02
10.5400,2.92567586e-02
10.5600,3.01106549e-02
10.5800,3.09587465e-02
10.6000,3.18010571e-02
10.6200,3.26376105e-02
10.6400,3.34684301e-02
10.6600,3.42935397e-02
10.6800,3.51129630e-02
10.7000,3.59267235e-02
10.7200,3.67348449e-02
10.7400,3.75373508e-02
10.7600,3.83342648e-02
10.7800,3.91256104e-02
10.8000,3.99114112e-02
10.8200,4.06916908e-02
10.8400,4.14664726e-02
10.8600,4.22357802e-02
10.8800,4.29996370e-02
10.9000,4.37580666e-02
10.9200,4.45110922e-02
10.9400,4.52587374e-02
10.9600,4.60010256e-02
10.9800,4.67379800e-02
11.0000,4.74696240e-02
11.0200,4.81959810e-02
11.0400,4.89170741e-02
11.0600,4.96329268e-02
11.0800,5.03435621e-02
11.1000,5.10490032e-02
11.1200,5.17492734e-02
11.1400,5.24443957e-02
11.1600,5.31343932e-02
11.1800,5.38192890e-02
11.2000,5.44991061e-02
11.2200,5.51738675e-02
11.2400,5.58435961e-02
11.2600,5.65083149e-02
11.2800,5.71680467e-02
11.3000,5.78228144e-02
11.3200,5.84726407e-02
11.3400,5.91175485e-02
11.3600,5.97575603e-02
11.3800,6.03926990e-02
11.4000,6.10229871e-02
11.4200,6.16484472e-02
11.4400,6.22691019e-02
11.4600,6.28849737e-02
11.4800,6.34960850e-02
11.5000,6.41024582e-02
11.5200,6.47041158e-02
11.5400,6.53010799e-02
11.5600,6.58933730e-02
11.5800,6.64810173e-02
11.6000,6.70640348e-02
11.6200,6.76424478e-02
11.6400,6.82162783e-02
11.6600,6.87855484e-02
11.6800,6.93502800e-02
11.7000,6.99104951e-02
11.7200,7.04662156e-02
11.7400,7.10174632e-02
11.7600,7.15642598e-02
11.7800,7.21066271e-02
11.8000,7.26445868e-02
11.8200,7.31781604e-02
11.8400,7.37073696e-02
11.8600,7.42322358e-02
11.8800,7.47527806e-02
11.9000,7.52690252e-02
11.9200,7.57809912e-02
11.9400,7.62886997e-02
11.9600,7.67921719e-02
11.9800,7.72914292e-02
12.0000,7.77864925e-02
12.0200,7.82773830e-02
12.0400,7.87641216e-02
12.0600,7.92467293e-02
12.0800,7.97252271e-02
12.1000,8.01996356e-02
12.1200,8.06699758e-02
12.1400,8.11362683e-02
12.1600,8.15985337e-02
12.1800,8.20567927e-02
12.2000,8.25110658e-02
12.2200,8.29613735e-02
12.2400,8.34077361e-02
12.2600,8.38501741e-02
12.2800,8.42887077e-02
12.3000,8.47233572e-02
12.3200,8.51541427e-02
12.3400,8.55810843e-02
12.3600,8.60042021e-02
12.3800,8.64235160e-02
12.4000,8.68390460e-02
12.4200,8.72508120e-02
12.4400,8.76588336e-02
12.4600,8.80631307e-02
12.4800,8.84637230e-02
12.5000,8.88606299e-02
12.5200,8.92538712e-02
12.5400,8.96434661e-02
12.5600,9.00294342e-02
12.5800,9.04117948e-02
12.6000,9.07905672e-02
12.6200,9.11657706e-02
12.6400,9.15374241e-02
12.6600,9.19055469e-02
12.6800,9.22701579e-02
12.7000,9.26312761e-02
12.7200,9.29889205e-02
12.7400,9.33431098e-02
12.7600,9.36938628e-02
12.7800,9.40411982e-02
12.8000,9.43851346e-02
12.8200,9.47256907e-02
12.8400,9.50628848e-02
12.8600,9.53967355e-02
12.8800,9.57272610e-02
12.9000,9.60544798e-02
12.9200,9.63784100e-02
12.9400,9.66990698e-02
12.9600,9.70164773e-02
12.9800,9.73306506e-02
13.0000,9.76416076e-02
13.0200,9.79493662e-02
13.0400,9.82539442e-02
13.0600,9.85553595e-02
13.0800,9.88536297e-02
13.1000,9.91487725e-02
13.1200,9.94408055e-02
13.1400,9.97297461e-02
13.1600,1.00015612e-01
13.1800,1.00298420e-01
13.2000,1.00578188e-01
13.2200,1.00854933e-01
13.2400,1.01128672e-01
13.2600,1.01399422e-01
13.2800,1.01667201e-01
13.3000,1.01932025e-01
13.3200,1.02193911e-01
13.3400,1.02452876e-01
13.3600,1.02708937e-01
13.3800,1.02962110e-01
13.4000,1.03212413e-01
13.4200,1.03459861e-01
13.4400,1.03704472e-01
13.4600,1.03946261e-01
13.4800,1.04185245e-01
13.5000,1.04421441e-01
13.5200,1.04654864e-01
13.5400,1.04885531e-01
13.5600,1.05113458e-01
13.5800,1.05338660e-01
13.6000,1.05561155e-01
13.6200,1.05780957e-01
13.6400,1.05998083e-01
13.6600,1.06212548e-01
13.6800,1.06424369e-01
13.7000,1.06633560e-01
13.7200,1.06840138e-01
13.7400,1.07044117e-01
13.7600,1.07245514e-01
13.7800,1.07444343e-01
13.8000,1.07640620e-01
13.8200,1.07834361e-01
13.8400,1.08025580e-01
13.8600,1.08214292e-01
13.8800,1.08400513e-01
13.9000,1.08584258e-01
13.9200,1.08765542e-01
13.9400,1.08944378e-01
13.9600,1.09120783e-01
13.9800,1.09294771e-01
14.0000,1.09466356e-01
14.0200,1.09635554e-01
14.0400,1.09802378e-01
14.0600,1.09966844e-01
14.0800,1.10128965e-01
14.1000,1.10288756e-01
14.1200,1.10446231e-01
14.1400,1.10601405e-01
14.1600,1.10754291e-01
14.1800,1.10904904e-01
14.2000,1.11053258e-01
14.2200,1.11199367e-01
14.2400,1.11343244e-01
14.2600,1.11484904e-01
14.2800,1.11624360e-01
14.3000,1.11761625e-01
14.3200,1.11896715e-01
14.3400,1.12029641e-01
14.3600,1.12160419e-01
14.3800,1.12289060e-01
14.4000,1.12415580e-01
14.4200,1.12539990e-01
14.4400,1.12662304e-01
14.4600,1.12782536e-01
14.4800,1.12900698e-01
14.5000,1.13016804e-01
14.5200,1.13130867e-01
14.5400,1.13242899e-01
14.5600,1.13352914e-01
14.5800,1.13460925e-01
14.6000,1.13566944e-01
14.6200,1.13670983e-01
14.6400,1.13773057e-01
14.6600,1.13873177e-01
14.6800,1.13971355e-01
14.7000,1.14067605e-01
14.7200,1.14161939e-01
14.7400,1.14254369e-01
14.7600,1.14344907e-01
14.7800,1.14433566e-01
14.8000,1.14520358e-01
14.8200,1.14605295e-01
14.8400,1.14688389e-01
14.8600,1.14769652e-01
14.8800,1.14849097e-01
14.9000,1.14926734e-01
14.9200,1.15002577e-01
14.9400,1.15076636e-01
14.9600,1.15148923e-01
14.9800,1.15219450e-01
15.0000,1.15288229e-01
15.0200,1.15355272e-01
15.0400,1.15420589e-01
15.0600,1.15484192e-01
15.0800,1.15546093e-01
15.1000,1.15606303e-01
15.1200,1.15664833e-01
15.1400,1.15721695e-01
15.1600,1.15776899e-01
15.1800,1.15830457e-01
15.2000,1.15882380e-01
15.2200,1.15932678e-01
15.2400,1.15981364e-01
15.2600,1.16028447e-01
15.2800,1.16073938e-01
15.3000,1.16117849e-01
15.3200,1.16160189e-01
15.3400,1.16200970e-01
15.3600,1.16240203e-01
15.3800,1.16277897e-01
15.4000,1.16314064e-01
15.4200,1.16348713e-01
15.4400,1.16381856e-01
15.4600,1.16413503e-01
15.4800,1.16443663e-01
15.5000,1.16472347e-01
15.5200,1.16499566e-01
15.5400,1.16525329e-01
15.5600,1.16549647e-01
15.5800,1.16572529e-01
15.6000,1.16593986e-01
15.6200,1.16614028e-01
15.6400,1.16632664e-01
15.6600,1.16649904e-01
15.6800,1.16665758e-01
15.7000,1.16680236e-01
15.7200,1.16693347e-01
15.7400,1.16705102e-01
15.7600,1.16715509e-01
15.7800,1.16724579e-01
15.8000,1.16732320e-01
15.8200,1.16738742e-01
15.8400,1.16743855e-01
15.8600,1.16747667e-01
15.8800,1.16750189e-01
15.9000,1.16751429e-01
15.9200,1.16751397e-01
15.9400,1.16750101e-01
15.9600,1.16747551e-01
15.9800,1.16743756e-01
16.0000,1.16738725e-01
16.0200,1.16732466e-01
16.0400,1.16724989e-01
16.0600,1.16716303e-01
16.0800,1.16706416e-01
16.1000,1.16695337e-01
16.1200,1.16683075e-01
16.1400,1.16669638e-01
16.1600,1.16655035e-01
16.1800,1.16639275e-01
16.2000,1.16622367e-01
16.2200,1.16604317e-01
16.2400,1.16585136e-01
16.2600,1.16564832e-01
16.2800,1.16543412e-01
16.3000,1.16520885e-01
16.3200,1.16497260e-01
16.3400,1.16472544e-01
16.3600,1.16446746e-01
16.3800,1.16419874e-01
16.4000,1.16391935e-01
16.4200,1.16362939e-01
16.4400,1.16332893e-01
16.4600,1.16301804e-01
16.4800,1.16269681e-01
16.5000,1.16236532e-01
16.5200,1.16202365e-01
16.5400,1.16167186e-01
16.5600,1.16131005e-01
16.5800,1.16093828e-01
16.6000,1.16055663e-01
16.6200,1.16016519e-01
16.6400,1.15976402e-01
16.6600,1.15935319e-01
16.6800,1.15893280e-01
16.7000,1.15850290e-01
16.7200,1.15806357e-01
16.7400,1.15761489e-01
16.7600,1.15715693e-01
16.7800,1.15668976e-01
16.8000,1.15621345e-01
16.8200,1.15572808e-01
16.8400,1.15523372e-01
16.8600,1.15473044e-01
16.8800,1.15421830e-01
16.9000,1.15369739e-01
16.9200,1.15316776e-01
16.9400,1.15262949e-01
16.9600,1.15208266e-01
16.9800,1.15152731e-01
17.0000,1.15096354e-01
17.0200,1.15039139e-01
17.0400,1.14981095e-01
17.0600,1.14922227e-01
17.0800,1.14862543e-01
17.1000,1.14802049e-01
17.1200,1.14740752e-01
17.1400,1.14678658e-01
17.1600,1.14615773e-01
17.1800,1.14552105e-01
17.2000,1.14487660e-01
17.2200,1.14422444e-01
17.2400,1.14356463e-01
17.2600,1.14289724e-01
17.2800,1.14222234e-01
17.3000,1.14153998e-01
17.3200,1.14085022e-01
17.3400,1.14015313e-01
17.3600,1.13944878e-01
17.3800,1.13873721e-01
17.4000,1.13801850e-01
17.4200,1.13729270e-01
17.4400,1.13655987e-01
17.4600,1.13582008e-01
17.4800,1.13507338e-01
17.5000,1.13431983e-01
17.5200,1.13355949e-01
17.5400,1.13279242e-01
17.5600,1.13201868e-01
17.5800,1.13123832e-01
17.6000,1.13045141e-01
17.6200,1.12965799e-01
17.6400,1.12885814e-01
17.6600,1.12805189e-01
17.6800,1.12723931e-01
17.7000,1.12642046e-01
17.7200,1.12559539e-01
17.7400,1.12476415e-01
17.7600,1.12392680e-01
17.7800,1.12308340e-01
17.8000,1.12223400e-01
17.8200,1.12137865e-01
17.8400,1.12051740e-01
17.8600,1.11965032e-01
17.8800,1.11877744e-01
17.9000,1.11789883e-01
17.9200,1.11701454e-01
17.9400,1.11612462e-01
17.9600,1.11522912e-01
17.9800,1.11432808e-01
18.0000,1.11342158e-01
18.0200,1.11250964e-01
18.0400,1.11159233e-01
18.0600,1.11066970e-01
18.0800,1.10974178e-01
18.1000,1.10880865e-01
18.1200,1.10787033e-01
18.1400,1.10692689e-01
18.1600,1.10597836e-01
18.1800,1.10502481e-01
18.2000,1.10406627e-01
18.2200,1.10310279e-01
18.2400,1.10213443e-01
18.2600,1.10116123e-01
18.2800,1.10018323e-01
18.3000,1.09920048e-01
18.3200,1.09821304e-01
18.3400,1.09722093e-01
18.3600,1.09622422e-01
18.3800,1.09522295e-01
18.4000,1.09421715e-01
18.4200,1.09320688e-01
18.4400,1.09219218e-01
18.4600,1.09117310e-01
18.4800,1.09014968e-01
18.5000,1.08912196e-01
18.5200,1.08808998e-01
18.5400,1.08705380e-01
18.5600,1.08601344e-01
18.5800,1.08496897e-01
18.6000,1.08392041e-01
18.6200,1.08286781e-01
18.6400,1.08181122e-01
18.6600,1.08075066e-01
18.6800,1.07968620e-01
18.7000,1.07861786e-01
18.7200,1.07754568e-01
18.7400,1.07646972e-01
18.7600,1.07539000e-01
18.7800,1.07430658e-01
18.8000,1.07321948e-01
18.8200,1.07212875e-01
18.8400,1.07103442e-01
18.8600,1.06993655e-01
18.8800,1.06883516e-01
18.9000,1.06773029e-01
18.9200,1.06662199e-01
18.9400,1.06551029e-01
18.9600,1.06439523e-01
18.9800,1.06327684e-01
19.0000,1.06215517e-01
19.0200,1.06103025e-01
19.0400,1.05990212e-01
19.0600,1.05877082e-01
19.0800,1.05763637e-01
19.1000,1.05649883e-01
19.1200,1.05535822e-01
19.1400,1.05421458e-01
19.1600,1.05306794e-01
19.1800,1.05191835e-01
19.2000,1.05076583e-01
19.2200,1.04961042e-01
