r_bohr,u_c,V_H_c
0.09400,8.20748358e-02,1.01615811e+00
0.09600,7.08875048e-02,1.01520745e+00
0.09800,5.96169968e-02,1.01429836e+00
0.10000,4.82783414e-02,1.01342913e+00
0.10200,3.68859004e-02,1.01259804e+00
0.10400,2.54533920e-02,1.01180336e+00
0.10600,1.39939143e-02,1.01104334e+00
0.10800,2.51996801e-03,1.01031627e+00
0.11000,-8.95652161e-03,1.00962042e+00
0.11200,-2.04241838e-02,1.00895410e+00
0.11400,-3.18721821e-02,1.00831561e+00
0.11600,-4.32901943e-02,1.00770332e+00
0.11800,-5.46683941e-02,1.00711557e+00
0.12000,-6.59974323e-02,1.00655078e+00
0.12200,-7.72684197e-02,1.00600738e+00
0.12400,-8.84729098e-02,1.00548383e+00
0.12600,-9.96028826e-02,1.00497866e+00
0.12800,-1.10650729e-01,1.00449039e+00
0.13000,-1.21609234e-01,1.00401763e+00
0.13200,-1.32471565e-01,1.00355900e+00
0.13400,-1.43231254e-01,1.00311317e+00
0.13600,-1.53882188e-01,1.00267887e+00
0.13800,-1.64418592e-01,1.00225485e+00
0.14000,-1.74835018e-01,1.00183992e+00
0.14200,-1.85126333e-01,1.00143293e+00
0.14400,-1.95287707e-01,1.00103278e+00
0.14600,-2.05314599e-01,1.00063841e+00
0.14800,-2.15202751e-01,1.00024880e+00
0.15000,-2.24948172e-01,9.99862994e-01
0.15200,-2.34547134e-01,9.99480055e-01
0.15400,-2.43996154e-01,9.99099104e-01
0.15600,-2.53291992e-01,9.98719303e-01
0.15800,-2.62431636e-01,9.98339855e-01
0.16000,-2.71412297e-01,9.97960005e-01
0.16200,-2.80231400e-01,9.97579040e-01
0.16400,-2.88886573e-01,9.97196284e-01
0.16600,-2.97375641e-01,9.96811105e-01
0.16800,-3.05696618e-01,9.96422904e-01
0.17000,-3.13847701e-01,9.96031123e-01
0.17200,-3.21827258e-01,9.95635240e-01
0.17400,-3.29633827e-01,9.95234767e-01
0.17600,-3.37266105e-01,9.94829252e-01
0.17800,-3.44722946e-01,9.94418276e-01
0.18000,-3.52003347e-01,9.94001452e-01
0.18200,-3.59106450e-01,9.93578425e-01
0.18400,-3.66031533e-01,9.93148871e-01
0.18600,-3.72778003e-01,9.92712495e-01
0.18800,-3.79345392e-01,9.92269030e-01
0.19000,-3.85733351e-01,9.91818237e-01
0.19200,-3.91941648e-01,9.91359904e-01
0.19400,-3.97970156e-01,9.90893843e-01
0.19600,-4.03818857e-01,9.90419892e-01
0.19800,-4.09487831e-01,9.89937912e-01
0.20000,-4.14977254e-01,9.89447786e-01
0.20200,-4.20287395e-01,9.88949420e-01
0.20400,-4.25418608e-01,9.88442740e-01
0.20600,-4.30371332e-01,9.87927691e-01
0.20800,-4.35146085e-01,9.87404238e-01
0.21000,-4.39743461e-01,9.86872364e-01
0.21200,-4.44164127e-01,9.86332068e-01
0.21400,-4.48408817e-01,9.85783368e-01
0.21600,-4.52478332e-01,9.85226295e-01
0.21800,-4.56373535e-01,9.84660895e-01
0.22000,-4.60095348e-01,9.84087230e-01
0.22200,-4.63644749e-01,9.83505372e-01
0.22400,-4.67022771e-01,9.82915410e-01
0.22600,-4.70230496e-01,9.82317439e-01
0.22800,-4.73269052e-01,9.81711570e-01
0.23000,-4.76139617e-01,9.81097923e-01
0.23200,-4.78843409e-01,9.80476625e-01
0.23400,-4.81381685e-01,9.79847817e-01
0.23600,-4.83755743e-01,9.79211644e-01
0.23800,-4.85966915e-01,9.78568261e-01
0.24000,-4.88016569e-01,9.77917832e-01
0.24200,-4.89906101e-01,9.77260523e-01
0.24400,-4.91636941e-01,9.76596511e-01
0.24600,-4.93210542e-01,9.75925976e-01
0.24800,-4.94628388e-01,9.75249104e-01
0.25000,-4.95891984e-01,9.74566085e-01
0.25200,-4.97002858e-01,9.73877116e-01
0.25400,-4.97962558e-01,9.73182393e-01
0.25600,-4.98772654e-01,9.72482120e-01
0.25800,-4.99434732e-01,9.71776502e-01
0.26000,-4.99950393e-01,9.71065746e-01
0.26200,-5.00321256e-01,9.70350062e-01
0.26400,-5.00548950e-01,9.69629662e-01
0.26600,-5.00635119e-01,9.68904758e-01
0.26800,-5.00581417e-01,9.68175566e-01
0.27000,-5.00389508e-01,9.67442300e-01
0.27200,-5.00061065e-01,9.66705175e-01
0.27400,-4.99597768e-01,9.65964409e-01
0.27600,-4.99001303e-01,9.65220216e-01
0.27800,-4.98273362e-01,9.64472812e-01
0.28000,-4.97415644e-01,9.63722413e-01
0.28200,-4.96429847e-01,9.62969232e-01
0.28400,-4.95317676e-01,9.62213482e-01
0.28600,-4.94080836e-01,9.61455376e-01
0.28800,-4.92721033e-01,9.60695124e-01
0.29000,-4.91239972e-01,9.59932935e-01
0.29200,-4.89639362e-01,9.59169015e-01
0.29400,-4.87920906e-01,9.58403571e-01
0.29600,-4.86086308e-01,9.57636806e-01
0.29800,-4.84137268e-01,9.56868919e-01
0.30000,-4.82075484e-01,9.56100109e-01
0.30200,-4.79902651e-01,9.55330572e-01
0.30400,-4.77620457e-01,9.54560501e-01
0.30600,-4.75230587e-01,9.53790087e-01
0.30800,-4.72734722e-01,9.53019516e-01
0.31000,-4.70134535e-01,9.52248973e-01
0.31200,-4.67431694e-01,9.51478639e-01
0.31400,-4.64627858e-01,9.50708693e-01
0.31600,-4.61724683e-01,9.49939309e-01
0.31800,-4.58723814e-01,9.49170659e-01
0.32000,-4.55626890e-01,9.48402911e-01
0.32200,-4.52435540e-01,9.47636230e-01
0.32400,-4.49151385e-01,9.46870777e-01
0.32600,-4.45776039e-01,9.46106709e-01
0.32800,-4.42311105e-01,9.45344182e-01
0.33000,-4.38758175e-01,9.44583345e-01
0.33200,-4.35118835e-01,9.43824345e-01
0.33400,-4.31394657e-01,9.43067326e-01
0.33600,-4.27587205e-01,9.42312426e-01
0.33800,-4.23698032e-01,9.41559783e-01
0.34000,-4.19728680e-01,9.40809528e-01
0.34200,-4.15680680e-01,9.40061790e-01
0.34400,-4.11555552e-01,9.39316692e-01
0.34600,-4.07354805e-01,9.38574357e-01
0.34800,-4.03079936e-01,9.37834901e-01
0.35000,-3.98732431e-01,9.37098439e-01
0.35200,-3.94313763e-01,9.36365079e-01
0.35400,-3.89825393e-01,9.35634928e-01
0.35600,-3.85268772e-01,9.34908089e-01
0.35800,-3.80645337e-01,9.34184659e-01
0.36000,-3.75956514e-01,9.33464736e-01
0.36200,-3.71203714e-01,9.32748410e-01
0.36400,-3.66388339e-01,9.32035768e-01
0.36600,-3.61511776e-01,9.31326896e-01
0.36800,-3.56575400e-01,9.30621875e-01
0.37000,-3.51580575e-01,9.29920782e-01
0.37200,-3.46528649e-01,9.29223690e-01
0.37400,-3.41420961e-01,9.28530671e-01
0.37600,-3.36258833e-01,9.27841792e-01
0.37800,-3.31043577e-01,9.27157116e-01
0.38000,-3.25776492e-01,9.26476704e-01
0.38200,-3.20458863e-01,9.25800612e-01
0.38400,-3.15091963e-01,9.25128896e-01
0.38600,-3.09677051e-01,9.24461606e-01
0.38800,-3.04215374e-01,9.23798790e-01
0.39000,-2.98708165e-01,9.23140492e-01
0.39200,-2.93156646e-01,9.22486753e-01
0.39400,-2.87562023e-01,9.21837613e-01
0.39600,-2.81925492e-01,9.21193106e-01
0.39800,-2.76248234e-01,9.20553266e-01
0.40000,-2.70531419e-01,9.19918122e-01
0.40200,-2.64776201e-01,9.19287701e-01
0.40400,-2.58983725e-01,9.18662028e-01
0.40600,-2.53155121e-01,9.18041124e-01
0.40800,-2.47291505e-01,9.17425008e-01
0.41000,-2.41393983e-01,9.16813696e-01
0.41200,-2.35463646e-01,9.16207202e-01
0.41400,-2.29501574e-01,9.15605537e-01
0.41600,-2.23508834e-01,9.15008710e-01
0.41800,-2.17486478e-01,9.14416727e-01
0.42000,-2.11435549e-01,9.13829592e-01
0.42200,-2.05357075e-01,9.13247307e-01
0.42400,-1.99252072e-01,9.12669871e-01
0.42600,-1.93121546e-01,9.12097281e-01
0.42800,-1.86966486e-01,9.11529533e-01
0.43000,-1.80787873e-01,9.10966619e-01
0.43200,-1.74586674e-01,9.10408531e-01
0.43400,-1.68363843e-01,9.09855257e-01
0.43600,-1.62120323e-01,9.09306784e-01
0.43800,-1.55857046e-01,9.08763097e-01
0.44000,-1.49574930e-01,9.08224180e-01
0.44200,-1.43274881e-01,9.07690014e-01
0.44400,-1.36957795e-01,9.07160578e-01
0.44600,-1.30624556e-01,9.06635850e-01
0.44800,-1.24276035e-01,9.06115807e-01
0.45000,-1.17913091e-01,9.05600423e-01
0.45200,-1.11536575e-01,9.05089672e-01
0.45400,-1.05147321e-01,9.04583525e-01
0.45600,-9.87461570e-02,9.04081952e-01
0.45800,-9.23338964e-02,9.03584921e-01
0.46000,-8.59113424e-02,9.03092400e-01
0.46200,-7.94792872e-02,9.02604356e-01
0.46400,-7.30385115e-02,9.02120752e-01
0.46600,-6.65897853e-02,9.01641552e-01
0.46800,-6.01338677e-02,9.01166718e-01
0.47000,-5.36715069e-02,9.00696211e-01
0.47200,-4.72034403e-02,9.00229991e-01
0.47400,-4.07303948e-02,8.99768017e-01
0.47600,-3.42530866e-02,8.99310247e-01
0.47800,-2.77722214e-02,8.98856637e-01
0.48000,-2.12884947e-02,8.98407143e-01
0.48200,-1.48025914e-02,8.97961720e-01
0.48400,-8.31518637e-03,8.97520322e-01
0.48600,-1.82694425e-03,8.97082902e-01
0.48800,4.66148039e-03,8.96649413e-01
0.49000,1.11494429e-02,8.96219806e-01
0.49200,1.76363086e-02,8.95794031e-01
0.49400,2.41214526e-02,8.95372039e-01
0.49600,3.06042596e-02,8.94953780e-01
0.49800,3.70841242e-02,8.94539201e-01
0.50000,4.35604502e-02,8.94128252e-01
0.50200,5.00326512e-02,8.93720879e-01
0.50400,5.65001499e-02,8.93317031e-01
0.50600,6.29623785e-02,8.92916653e-01
0.50800,6.94187782e-02,8.92519691e-01
0.51000,7.58687995e-02,8.92126092e-01
0.51200,8.23119018e-02,8.91735800e-01
0.51400,8.87475536e-02,8.91348760e-01
0.51600,9.51752320e-02,8.90964917e-01
0.51800,1.01594423e-01,8.90584214e-01
0.52000,1.08004622e-01,8.90206597e-01
0.52200,1.14405331e-01,8.89832007e-01
0.52400,1.20796062e-01,8.89460390e-01
0.52600,1.27176336e-01,8.89091687e-01
0.52800,1.33545682e-01,8.88725841e-01
0.53000,1.39903636e-01,8.88362796e-01
0.53200,1.46249743e-01,8.88002494e-01
0.53400,1.52583556e-01,8.87644877e-01
0.53600,1.58904636e-01,8.87289888e-01
0.53800,1.65212552e-01,8.86937469e-01
0.54000,1.71506882e-01,8.86587562e-01
0.54200,1.77787210e-01,8.86240109e-01
0.54400,1.84053127e-01,8.85895053e-01
0.54600,1.90304235e-01,8.85552336e-01
0.54800,1.96540139e-01,8.85211899e-01
0.55000,2.02760456e-01,8.84873686e-01
0.55200,2.08964807e-01,8.84537638e-01
0.55400,2.15152821e-01,8.84203697e-01
0.55600,2.21324135e-01,8.83871807e-01
0.55800,2.27478393e-01,8.83541910e-01
0.56000,2.33615245e-01,8.83213948e-01
0.56200,2.39734350e-01,8.82887864e-01
0.56400,2.45835370e-01,8.82563602e-01
0.56600,2.51917979e-01,8.82241104e-01
0.56800,2.57981853e-01,8.81920315e-01
0.57000,2.64026677e-01,8.81601177e-01
0.57200,2.70052142e-01,8.81283634e-01
0.57400,2.76057946e-01,8.80967632e-01
0.57600,2.82043793e-01,8.80653113e-01
0.57800,2.88009393e-01,8.80340022e-01
0.58000,2.93954462e-01,8.80028305e-01
0.58200,2.99878724e-01,8.79717906e-01
0.58400,3.05781906e-01,8.79408771e-01
0.58600,3.11663744e-01,8.79100846e-01
0.58800,3.17523979e-01,8.78794077e-01
0.59000,3.23362357e-01,8.78488410e-01
0.59200,3.29178630e-01,8.78183791e-01
0.59400,3.34972556e-01,8.77880170e-01
0.59600,3.40743900e-01,8.77577491e-01
0.59800,3.46492430e-01,8.77275704e-01
0.60000,3.52217921e-01,8.76974757e-01
0.60200,3.57920154e-01,8.76674598e-01
0.60400,3.63598914e-01,8.76375177e-01
0.60600,3.69253992e-01,8.76076442e-01
0.60800,3.74885185e-01,8.75778343e-01
0.61000,3.80492293e-01,8.75480832e-01
0.61200,3.86075123e-01,8.75183858e-01
0.61400,3.91633486e-01,8.74887373e-01
0.61600,3.97167200e-01,8.74591328e-01
0.61800,4.02676084e-01,8.74295675e-01
0.62000,4.08159965e-01,8.74000367e-01
0.62200,4.13618675e-01,8.73705356e-01
0.62400,4.19052048e-01,8.73410597e-01
0.62600,4.24459926e-01,8.73116042e-01
0.62800,4.29842152e-01,8.72821646e-01
0.63000,4.35198576e-01,8.72527364e-01
0.63200,4.40529052e-01,8.72233151e-01
0.63400,4.45833437e-01,8.71938962e-01
0.63600,4.51111596e-01,8.71644755e-01
0.63800,4.56363393e-01,8.71350486e-01
0.64000,4.61588701e-01,8.71056111e-01
0.64200,4.66787395e-01,8.70761589e-01
0.64400,4.71959353e-01,8.70466878e-01
0.64600,4.77104458e-01,8.70171936e-01
0.64800,4.82222599e-01,8.69876723e-01
0.65000,4.87313667e-01,8.69581198e-01
0.65200,4.92377555e-01,8.69285322e-01
0.65400,4.97414164e-01,8.68989055e-01
0.65600,5.02423396e-01,8.68692358e-01
0.65800,5.07405157e-01,8.68395194e-01
0.66000,5.12359357e-01,8.68097524e-01
0.66200,5.17285910e-01,8.67799312e-01
0.66400,5.22184733e-01,8.67500519e-01
0.66600,5.27055746e-01,8.67201112e-01
0.66800,5.31898874e-01,8.66901052e-01
0.67000,5.36714044e-01,8.66600306e-01
0.67200,5.41501188e-01,8.66298839e-01
0.67400,5.46260238e-01,8.65996616e-01
0.67600,5.50991132e-01,8.65693604e-01
0.67800,5.55693812e-01,8.65389769e-01
0.68000,5.60368220e-01,8.65085080e-01
0.68200,5.65014304e-01,8.64779503e-01
0.68400,5.69632014e-01,8.64473008e-01
0.68600,5.74221302e-01,8.64165563e-01
0.68800,5.78782124e-01,8.63857138e-01
0.69000,5.83314439e-01,8.63547702e-01
0.69200,5.87818209e-01,8.63237226e-01
0.69400,5.92293398e-01,8.62925681e-01
0.69600,5.96739974e-01,8.62613038e-01
0.69800,6.01157906e-01,8.62299270e-01
0.70000,6.05547168e-01,8.61984348e-01
0.70200,6.09907735e-01,8.61668246e-01
0.70400,6.14239584e-01,8.61350937e-01
0.70600,6.18542698e-01,8.61032395e-01
0.70800,6.22817058e-01,8.60712595e-01
0.71000,6.27062650e-01,8.60391510e-01
0.71200,6.31279464e-01,8.60069118e-01
0.71400,6.35467488e-01,8.59745393e-01
0.71600,6.39626717e-01,8.59420312e-01
0.71800,6.43757145e-01,8.59093852e-01
0.72000,6.47858771e-01,8.58765990e-01
0.72200,6.51931594e-01,8.58436704e-01
0.72400,6.55975617e-01,8.58105973e-01
0.72600,6.59990843e-01,8.57773774e-01
0.72800,6.63977280e-01,8.57440087e-01
0.73000,6.67934935e-01,8.57104893e-01
0.73200,6.71863821e-01,8.56768170e-01
0.73400,6.75763950e-01,8.56429900e-01
0.73600,6.79635336e-01,8.56090064e-01
0.73800,6.83477996e-01,8.55748643e-01
0.74000,6.87291951e-01,8.55405619e-01
0.74200,6.91077219e-01,8.55060974e-01
0.74400,6.94833825e-01,8.54714692e-01
0.74600,6.98561792e-01,8.54366756e-01
0.74800,7.02261147e-01,8.54017149e-01
0.75000,7.05931918e-01,8.53665856e-01
0.75200,7.09574136e-01,8.53312861e-01
0.75400,7.13187832e-01,8.52958149e-01
0.75600,7.16773039e-01,8.52601705e-01
0.75800,7.20329794e-01,8.52243516e-01
0.76000,7.23858132e-01,8.51883568e-01
0.76200,7.27358092e-01,8.51521848e-01
0.76400,7.30829714e-01,8.51158341e-01
0.76600,7.34273040e-01,8.50793037e-01
0.76800,7.37688113e-01,8.50425922e-01
0.77000,7.41074978e-01,8.50056986e-01
0.77200,7.44433682e-01,8.49686217e-01
0.77400,7.47764271e-01,8.49313603e-01
0.77600,7.51066795e-01,8.48939135e-01
0.77800,7.54341304e-01,8.48562803e-01
0.78000,7.57587852e-01,8.48184595e-01
0.78200,7.60806490e-01,8.47804504e-01
0.78400,7.63997273e-01,8.47422520e-01
0.78600,7.67160258e-01,8.47038634e-01
0.78800,7.70295502e-01,8.46652839e-01
0.79000,7.73403064e-01,8.46265125e-01
0.79200,7.76483002e-01,8.45875486e-01
0.79400,7.79535379e-01,8.45483915e-01
0.79600,7.82560257e-01,8.45090404e-01
0.79800,7.85557698e-01,8.44694946e-01
0.80000,7.88527767e-01,8.44297537e-01
0.80200,7.91470531e-01,8.43898169e-01
0.80400,7.94386056e-01,8.43496838e-01
0.80600,7.97274409e-01,8.43093538e-01
0.80800,8.00135661e-01,8.42688265e-01
0.81000,8.02969879e-01,8.42281013e-01
0.81200,8.05777137e-01,8.41871778e-01
0.81400,8.08557506e-01,8.41460558e-01
0.81600,8.11311058e-01,8.41047347e-01
0.81800,8.14037868e-01,8.40632143e-01
0.82000,8.16738011e-01,8.40214942e-01
0.82200,8.19411563e-01,8.39795743e-01
0.82400,8.22058599e-01,8.39374543e-01
0.82600,8.24679199e-01,8.38951338e-01
0.82800,8.27273440e-01,8.38526129e-01
0.83000,8.29841401e-01,8.38098913e-01
0.83200,8.32383164e-01,8.37669688e-01
0.83400,8.34898808e-01,8.37238455e-01
0.83600,8.37388416e-01,8.36805212e-01
0.83800,8.39852070e-01,8.36369959e-01
0.84000,8.42289854e-01,8.35932695e-01
0.84200,8.44701851e-01,8.35493421e-01
0.84400,8.47088146e-01,8.35052137e-01
0.84600,8.49448825e-01,8.34608844e-01
0.84800,8.51783974e-01,8.34163542e-01
0.85000,8.54093679e-01,8.33716233e-01
0.85200,8.56378028e-01,8.33266918e-01
0.85400,8.58637110e-01,8.32815599e-01
0.85600,8.60871013e-01,8.32362277e-01
0.85800,8.63079825e-01,8.31906955e-01
0.86000,8.65263638e-01,8.31449634e-01
0.86200,8.67422542e-01,8.30990317e-01
0.86400,8.69556627e-01,8.30529008e-01
0.86600,8.71665985e-01,8.30065708e-01
0.86800,8.73750709e-01,8.29600422e-01
0.87000,8.75810891e-01,8.29133152e-01
0.87200,8.77846625e-01,8.28663903e-01
0.87400,8.79858003e-01,8.28192677e-01
0.87600,8.81845120e-01,8.27719479e-01
0.87800,8.83808071e-01,8.27244314e-01
0.88000,8.85746950e-01,8.26767185e-01
0.88200,8.87661853e-01,8.26288097e-01
0.88400,8.89552876e-01,8.25807055e-01
0.88600,8.91420115e-01,8.25324064e-01
0.88800,8.93263666e-01,8.24839129e-01
0.89000,8.95083628e-01,8.24352256e-01
0.89200,8.96880096e-01,8.23863449e-01
0.89400,8.98653170e-01,8.23372715e-01
0.89600,9.00402946e-01,8.22880059e-01
0.89800,9.02129524e-01,8.22385488e-01
0.90000,9.03833002e-01,8.21889008e-01
0.90200,9.05513479e-01,8.21390624e-01
0.90400,9.07171054e-01,8.20890344e-01
0.90600,9.08805828e-01,8.20388174e-01
0.90800,9.10417899e-01,8.19884121e-01
0.91000,9.12007369e-01,8.19378192e-01
0.91200,9.13574337e-01,8.18870395e-01
0.91400,9.15118904e-01,8.18360735e-01
0.91600,9.16641172e-01,8.17849221e-01
0.91800,9.18141240e-01,8.17335860e-01
0.92000,9.19619210e-01,8.16820661e-01
0.92200,9.21075184e-01,8.16303630e-01
0.92400,9.22509264e-01,8.15784775e-01
0.92600,9.23921551e-01,8.15264105e-01
0.92800,9.25312146e-01,8.14741628e-01
0.93000,9.26681154e-01,8.14217353e-01
0.93200,9.28028674e-01,8.13691287e-01
0.93400,9.29354811e-01,8.13163439e-01
0.93600,9.30659666e-01,8.12633817e-01
0.93800,9.31943342e-01,8.12102432e-01
0.94000,9.33205942e-01,8.11569291e-01
0.94200,9.34447569e-01,8.11034403e-01
0.94400,9.35668325e-01,8.10497777e-01
0.94600,9.36868314e-01,8.09959424e-01
0.94800,9.38047639e-01,8.09419351e-01
0.95000,9.39206403e-01,8.08877569e-01
0.95200,9.40344709e-01,8.08334086e-01
0.95400,9.41462660e-01,8.07788913e-01
0.95600,9.42560360e-01,8.07242058e-01
0.95800,9.43637911e-01,8.06693533e-01
0.96000,9.44695418e-01,8.06143346e-01
0.96200,9.45732984e-01,8.05591508e-01
0.96400,9.46750712e-01,8.05038028e-01
0.96600,9.47748705e-01,8.04482916e-01
0.96800,9.48727066e-01,8.03926184e-01
0.97000,9.49685900e-01,8.03367840e-01
0.97200,9.50625309e-01,8.02807895e-01
0.97400,9.51545396e-01,8.02246360e-01
0.97600,9.52446265e-01,8.01683245e-01
0.97800,9.53328019e-01,8.01118560e-01
0.98000,9.54190761e-01,8.00552316e-01
0.98200,9.55034595e-01,7.99984524e-01
0.98400,9.55859623e-01,7.99415194e-01
0.98600,9.56665947e-01,7.98844338e-01
0.98800,9.57453672e-01,7.98271964e-01
0.99000,9.58222899e-01,7.97698086e-01
0.99200,9.58973732e-01,7.97122713e-01
0.99400,9.59706273e-01,7.96545856e-01
0.99600,9.60420625e-01,7.95967527e-01
0.99800,9.61116889e-01,7.95387737e-01
1.00000,9.61795169e-01,7.94806496e-01
1.00200,9.62455566e-01,7.94223815e-01
1.00400,9.63098182e-01,7.93639706e-01
1.00600,9.63723119e-01,7.93054181e-01
1.00800,9.64330479e-01,7.92467249e-01
1.01000,9.64920364e-01,7.91878923e-01
1.01200,9.65492875e-01,7.91289214e-01
1.01400,9.66048114e-01,7.90698133e-01
1.01600,9.66586180e-01,7.90105691e-01
1.01800,9.67107177e-01,7.89511900e-01
1.02000,9.67611203e-01,7.88916772e-01
1.02200,9.68098361e-01,7.88320317e-01
1.02400,9.68568750e-01,7.87722548e-01
1.02600,9.69022471e-01,7.87123475e-01
1.02800,9.69459624e-01,7.86523110e-01
1.03000,9.69880308e-01,7.85921465e-01
1.03200,9.70284625e-01,7.85318551e-01
1.03400,9.70672672e-01,7.84714381e-01
1.03600,9.71044549e-01,7.84108964e-01
1.03800,9.71400356e-01,7.83502314e-01
1.04000,9.71740192e-01,7.82894441e-01
1.04200,9.72064155e-01,7.82285358e-01
1.04400,9.72372343e-01,7.81675075e-01
1.04600,9.72664855e-01,7.81063605e-01
1.04800,9.72941789e-01,7.80450959e-01
1.05000,9.73203243e-01,7.79837149e-01
1.05200,9.73449314e-01,7.79222186e-01
1.05400,9.73680100e-01,7.78606083e-01
1.05600,9.73895697e-01,7.77988850e-01
1.05800,9.74096203e-01,7.77370499e-01
1.06000,9.74281714e-01,7.76751043e-01
1.06200,9.74452327e-01,7.76130493e-01
1.06400,9.74608137e-01,7.75508859e-01
1.06600,9.74749241e-01,7.74886155e-01
1.06800,9.74875734e-01,7.74262392e-01
1.07000,9.74987711e-01,7.73637581e-01
1.07200,9.75085268e-01,7.73011734e-01
1.07400,9.75168499e-01,7.72384863e-01
1.07600,9.75237499e-01,7.71756978e-01
1.07800,9.75292362e-01,7.71128093e-01
1.08000,9.75333182e-01,7.70498218e-01
1.08200,9.75360052e-01,7.69867366e-01
1.08400,9.75373067e-01,7.69235546e-01
1.08600,9.75372319e-01,7.68602772e-01
1.08800,9.75357901e-01,7.67969055e-01
1.09000,9.75329905e-01,7.67334406e-01
1.09200,9.75288425e-01,7.66698837e-01
1.09400,9.75233552e-01,7.66062359e-01
1.09600,9.75165377e-01,7.65424983e-01
1.09800,9.75083992e-01,7.64786722e-01
1.10000,9.74989488e-01,7.64147587e-01
1.10200,9.74881956e-01,7.63507588e-01
1.10400,9.74761487e-01,7.62866738e-01
1.10600,9.74628170e-01,7.62225048e-01
1.10800,9.74482095e-01,7.61582529e-01
1.11000,9.74323353e-01,7.60939193e-01
1.11200,9.74152031e-01,7.60295050e-01
1.11400,9.73968220e-01,7.59650112e-01
1.11600,9.73772008e-01,7.59004391e-01
1.11800,9.73563483e-01,7.58357897e-01
1.12000,9.73342733e-01,7.57710642e-01
1.12200,9.73109846e-01,7.57062637e-01
1.12400,9.72864909e-01,7.56413893e-01
1.12600,9.72608010e-01,7.55764422e-01
1.12800,9.72339234e-01,7.55114233e-01
1.13000,9.72058669e-01,7.54463339e-01
1.13200,9.71766400e-01,7.53811750e-01
1.13400,9.71462514e-01,7.53159477e-01
1.13600,9.71147095e-01,7.52506532e-01
1.13800,9.70820229e-01,7.51852925e-01
1.14000,9.70482000e-01,7.51198667e-01
1.14200,9.70132494e-01,7.50543769e-01
1.14400,9.69771794e-01,7.49888241e-01
1.14600,9.69399983e-01,7.49232095e-01
1.14800,9.69017146e-01,7.48575342e-01
1.15000,9.68623365e-01,7.47917991e-01
1.15200,9.68218724e-01,7.47260054e-01
1.15400,9.67803304e-01,7.46601542e-01
1.15600,9.67377188e-01,7.45942464e-01
1.15800,9.66940458e-01,7.45282832e-01
1.16000,9.66493194e-01,7.44622656e-01
1.16200,9.66035479e-01,7.43961946e-01
1.16400,9.65567392e-01,7.43300713e-01
1.16600,9.65089015e-01,7.42638968e-01
1.16800,9.64600427e-01,7.41976720e-01
1.17000,9.64101708e-01,7.41313980e-01
1.17200,9.63592938e-01,7.40650759e-01
1.17400,9.63074195e-01,7.39987066e-01
1.17600,9.62545558e-01,7.39322912e-01
1.17800,9.62007106e-01,7.38658306e-01
1.18000,9.61458917e-01,7.37993260e-01
1.18200,9.60901068e-01,7.37327783e-01
1.18400,9.60333637e-01,7.36661885e-01
1.18600,9.59756701e-01,7.35995576e-01
1.18800,9.59170335e-01,7.35328867e-01
1.19000,9.58574618e-01,7.34661766e-01
1.19200,9.57969624e-01,7.33994284e-01
1.19400,9.57355430e-01,7.33326431e-01
1.19600,9.56732110e-01,7.32658216e-01
1.19800,9.56099739e-01,7.31989649e-01
