K_bohr_inv,f_c
1.9400,-8.25441946e-02
1.9600,-8.99850363e-02
1.9800,-9.71383600e-02
2.0000,-1.04009329e-01
2.0200,-1.10603164e-01
2.0400,-1.16925133e-01
2.0600,-1.22980543e-01
2.0800,-1.28774730e-01
2.1000,-1.34313052e-01
2.1200,-1.39600878e-01
2.1400,-1.44643585e-01
2.1600,-1.49446547e-01
2.1800,-1.54015130e-01
2.2000,-1.58354687e-01
2.2200,-1.62470549e-01
2.2400,-1.66368023e-01
2.2600,-1.70052384e-01
2.2800,-1.73528872e-01
2.3000,-1.76802688e-01
2.3200,-1.79878988e-01
2.3400,-1.82762880e-01
2.3600,-1.85459421e-01
2.3800,-1.87973613e-01
2.4000,-1.90310401e-01
2.4200,-1.92474671e-01
2.4400,-1.94471244e-01
2.4600,-1.96304878e-01
2.4800,-1.97980264e-01
2.5000,-1.99502022e-01
2.5200,-2.00874706e-01
2.5400,-2.02102796e-01
2.5600,-2.03190698e-01
2.5800,-2.04142747e-01
2.6000,-2.04963201e-01
2.6200,-2.05656245e-01
2.6400,-2.06225985e-01
2.6600,-2.06676454e-01
2.6800,-2.07011605e-01
2.7000,-2.07235317e-01
2.7200,-2.07351389e-01
2.7400,-2.07363545e-01
2.7600,-2.07275431e-01
2.7800,-2.07090618e-01
2.8000,-2.06812599e-01
2.8200,-2.06444791e-01
2.8400,-2.05990536e-01
2.8600,-2.05453101e-01
2.8800,-2.04835677e-01
2.9000,-2.04141383e-01
2.9200,-2.03373264e-01
2.9400,-2.02534292e-01
2.9600,-2.01627368e-01
2.9800,-2.00655322e-01
3.0000,-1.99620913e-01
3.0200,-1.98526832e-01
3.0400,-1.97375701e-01
3.0600,-1.96170076e-01
3.0800,-1.94912444e-01
3.1000,-1.93605229e-01
3.1200,-1.92250790e-01
3.1400,-1.90851422e-01
3.1600,-1.89409358e-01
3.1800,-1.87926770e-01
3.2000,-1.86405770e-01
3.2200,-1.84848410e-01
3.2400,-1.83256684e-01
3.2600,-1.81632530e-01
3.2800,-1.79977829e-01
3.3000,-1.78294407e-01
3.3200,-1.76584037e-01
3.3400,-1.74848438e-01
3.3600,-1.73089279e-01
3.3800,-1.71308176e-01
3.4000,-1.69506698e-01
3.4200,-1.67686363e-01
3.4400,-1.65848644e-01
3.4600,-1.63994965e-01
3.4800,-1.62126706e-01
3.5000,-1.60245202e-01
3.5200,-1.58351746e-01
3.5400,-1.56447585e-01
3.5600,-1.54533928e-01
3.5800,-1.52611943e-01
3.6000,-1.50682756e-01
3.6200,-1.48747456e-01
3.6400,-1.46807096e-01
3.6600,-1.44862689e-01
3.6800,-1.42915213e-01
3.7000,-1.40965613e-01
3.7200,-1.39014798e-01
3.7400,-1.37063643e-01
3.7600,-1.35112993e-01
3.7800,-1.33163658e-01
3.8000,-1.31216422e-01
3.8200,-1.29272034e-01
3.8400,-1.27331217e-01
3.8600,-1.25394664e-01
3.8800,-1.23463042e-01
3.9000,-1.21536988e-01
3.9200,-1.19617117e-01
3.9400,-1.17704015e-01
3.9600,-1.15798244e-01
3.9800,-1.13900344e-01
4.0000,-1.12010828e-01
4.0200,-1.10130190e-01
4.0400,-1.08258899e-01
4.0600,-1.06397403e-01
4.0800,-1.04546131e-01
4.1000,-1.02705490e-01
4.1200,-1.00875867e-01
4.1400,-9.90576307e-02
4.1600,-9.72511319e-02
4.1800,-9.54567023e-02
4.2000,-9.36746565e-02
4.2200,-9.19052922e-02
4.2400,-9.01488906e-02
4.2600,-8.84057173e-02
4.2800,-8.66760222e-02
4.3000,-8.49600403e-02
4.3200,-8.32579921e-02
4.3400,-8.15700844e-02
4.3600,-7.98965101e-02
4.3800,-7.82374490e-02
4.4000,-7.65930685e-02
4.4200,-7.49635233e-02
4.4400,-7.33489564e-02
4.4600,-7.17494995e-02
4.4800,-7.01652729e-02
4.5000,-6.85963863e-02
4.5200,-6.70429390e-02
4.5400,-6.55050202e-02
4.5600,-6.39827095e-02
4.5800,-6.24760774e-02
4.6000,-6.09851849e-02
4.6200,-5.95100847e-02
4.6400,-5.80508209e-02
4.6600,-5.66074297e-02
4.6800,-5.51799393e-02
4.7000,-5.37683707e-02
4.7200,-5.23727373e-02
4.7400,-5.09930459e-02
4.7600,-4.96292964e-02
4.7800,-4.82814824e-02
4.8000,-4.69495911e-02
4.8200,-4.56336039e-02
4.8400,-4.43334967e-02
4.8600,-4.30492394e-02
4.8800,-4.17807973e-02
4.9000,-4.05281300e-02
4.9200,-3.92911927e-02
4.9400,-3.80699359e-02
4.9600,-3.68643055e-02
4.9800,-3.56742433e-02
5.0000,-3.44996871e-02
5.0200,-3.33405706e-02
5.0400,-3.21968240e-02
5.0600,-3.10683739e-02
5.0800,-2.99551434e-02
5.1000,-2.88570527e-02
5.1200,-2.77740188e-02
5.1400,-2.67059556e-02
5.1600,-2.56527744e-02
5.1800,-2.46143840e-02
5.2000,-2.35906906e-02
5.2200,-2.25815981e-02
5.2400,-2.15870080e-02
5.2600,-2.06068200e-02
5.2800,-1.96409315e-02
5.3000,-1.86892384e-02
5.3200,-1.77516345e-02
5.3400,-1.68280122e-02
5.3600,-1.59182623e-02
5.3800,-1.50222741e-02
5.4000,-1.41399357e-02
5.4200,-1.32711339e-02
5.4400,-1.24157542e-02
5.4600,-1.15736813e-02
5.4800,-1.07447988e-02
5.5000,-9.92898949e-03
5.5200,-9.12613516e-03
5.5400,-8.33611705e-03
5.5600,-7.55881569e-03
5.5800,-6.79411103e-03
5.6000,-6.04188249e-03
5.6200,-5.30200906e-03
5.6400,-4.57436932e-03
5.6600,-3.85884157e-03
5.6800,-3.15530381e-03
5.7000,-2.46363384e-03
5.7200,-1.78370934e-03
5.7400,-1.11540787e-03
5.7600,-4.58606945e-04
5.7800,1.86815903e-04
5.8000,8.20983095e-04
5.8200,1.44401695e-03
5.8400,2.05603966e-03
5.8600,2.65717320e-03
5.8800,3.24753935e-03
5.9000,3.82725962e-03
5.9200,4.39645522e-03
5.9400,4.95524701e-03
5.9600,5.50375549e-03
5.9800,6.04210077e-03
6.0000,6.57040251e-03
6.0200,7.08877991e-03
6.0400,7.59735167e-03
6.0600,8.09623599e-03
6.0800,8.58555051e-03
6.1000,9.06541231e-03
6.1200,9.53593786e-03
6.1400,9.99724304e-03
6.1600,1.04494431e-02
6.1800,1.08926525e-02
6.2000,1.13269853e-02
6.2200,1.17525546e-02
6.2400,1.21694730e-02
6.2600,1.25778521e-02
6.2800,1.29778030e-02
6.3000,1.33694359e-02
6.3200,1.37528604e-02
6.3400,1.41281852e-02
6.3600,1.44955181e-02
6.3800,1.48549663e-02
6.4000,1.52066360e-02
6.4200,1.55506328e-02
6.4400,1.58870612e-02
6.4600,1.62160250e-02
6.4800,1.65376271e-02
6.5000,1.68519696e-02
6.5200,1.71591537e-02
6.5400,1.74592797e-02
6.5600,1.77524471e-02
6.5800,1.80387544e-02
6.6000,1.83182993e-02
6.6200,1.85911786e-02
6.6400,1.88574882e-02
6.6600,1.91173230e-02
6.6800,1.93707772e-02
6.7000,1.96179439e-02
6.7200,1.98589155e-02
6.7400,2.00937834e-02
6.7600,2.03226379e-02
6.7800,2.05455687e-02
6.8000,2.07626645e-02
6.8200,2.09740130e-02
6.8400,2.11797011e-02
6.8600,2.13798147e-02
6.8800,2.15744389e-02
6.9000,2.17636579e-02
6.9200,2.19475548e-02
6.9400,2.21262121e-02
6.9600,2.22997111e-02
6.9800,2.24681326e-02
7.0000,2.26315561e-02
7.0200,2.27900604e-02
7.0400,2.29437235e-02
7.0600,2.30926224e-02
7.0800,2.32368332e-02
7.1000,2.33764313e-02
7.1200,2.35114909e-02
7.1400,2.36420858e-02
7.1600,2.37682885e-02
7.1800,2.38901709e-02
7.2000,2.40078040e-02
7.2200,2.41212579e-02
7.2400,2.42306020e-02
7.2600,2.43359046e-02
7.2800,2.44372334e-02
7.3000,2.45346553e-02
7.3200,2.46282361e-02
7.3400,2.47180412e-02
7.3600,2.48041348e-02
7.3800,2.48865804e-02
7.4000,2.49654410e-02
7.4200,2.50407784e-02
7.4400,2.51126537e-02
7.4600,2.51811276e-02
7.4800,2.52462594e-02
7.5000,2.53081082e-02
7.5200,2.53667320e-02
7.5400,2.54221882e-02
7.5600,2.54745334e-02
7.5800,2.55238233e-02
7.6000,2.55701133e-02
7.6200,2.56134575e-02
7.6400,2.56539098e-02
7.6600,2.56915230e-02
7.6800,2.57263494e-02
7.7000,2.57584405e-02
7.7200,2.57878472e-02
7.7400,2.58146196e-02
7.7600,2.58388071e-02
7.7800,2.58604586e-02
7.8000,2.58796221e-02
7.8200,2.58963452e-02
7.8400,2.59106745e-02
7.8600,2.59226562e-02
7.8800,2.59323358e-02
7.9000,2.59397582e-02
7.9200,2.59449676e-02
7.9400,2.59480074e-02
7.9600,2.59489209e-02
7.9800,2.59477501e-02
8.0000,2.59445370e-02
8.0200,2.59393227e-02
8.0400,2.59321477e-02
8.0600,2.59230520e-02
8.0800,2.59120749e-02
8.1000,2.58992553e-02
8.1200,2.58846314e-02
8.1400,2.58682409e-02
8.1600,2.58501209e-02
8.1800,2.58303080e-02
8.2000,2.58088381e-02
8.2200,2.57857469e-02
8.2400,2.57610692e-02
8.2600,2.57348395e-02
8.2800,2.57070916e-02
8.3000,2.56778590e-02
8.3200,2.56471746e-02
8.3400,2.56150707e-02
8.3600,2.55815793e-02
8.3800,2.55467317e-02
8.4000,2.55105589e-02
8.4200,2.54730913e-02
8.4400,2.54343588e-02
8.4600,2.53943910e-02
8.4800,2.53532169e-02
8.5000,2.53108650e-02
8.5200,2.52673636e-02
8.5400,2.52227403e-02
8.5600,2.51770223e-02
8.5800,2.51302365e-02
8.6000,2.50824092e-02
8.6200,2.50335664e-02
8.6400,2.49837338e-02
8.6600,2.49329363e-02
8.6800,2.48811987e-02
8.7000,2.48285454e-02
8.7200,2.47750002e-02
8.7400,2.47205868e-02
8.7600,2.46653282e-02
8.7800,2.46092473e-02
8.8000,2.45523664e-02
8.8200,2.44947076e-02
8.8400,2.44362924e-02
8.8600,2.43771423e-02
8.8800,2.43172781e-02
8.9000,2.42567205e-02
8.9200,2.41954896e-02
8.9400,2.41336053e-02
8.9600,2.40710873e-02
8.9800,2.40079547e-02
9.0000,2.39442264e-02
9.0200,2.38799210e-02
9.0400,2.38150567e-02
9.0600,2.37496515e-02
9.0800,2.36837230e-02
9.1000,2.36172885e-02
9.1200,2.35503650e-02
9.1400,2.34829692e-02
9.1600,2.34151175e-02
9.1800,2.33468261e-02
9.2000,2.32781108e-02
9.2200,2.32089871e-02
9.2400,2.31394703e-02
9.2600,2.30695755e-02
9.2800,2.29993173e-02
9.3000,2.29287102e-02
9.3200,2.28577684e-02
9.3400,2.27865058e-02
9.3600,2.27149362e-02
9.3800,2.26430730e-02
9.4000,2.25709293e-02
9.4200,2.24985180e-02
9.4400,2.24258520e-02
9.4600,2.23529436e-02
9.4800,2.22798050e-02
9.5000,2.22064483e-02
9.5200,2.21328852e-02
9.5400,2.20591273e-02
9.5600,2.19851858e-02
9.5800,2.19110719e-02
9.6000,2.18367965e-02
9.6200,2.17623702e-02
9.6400,2.16878036e-02
9.6600,2.16131068e-02
9.6800,2.15382900e-02
9.7000,2.14633629e-02
9.7200,2.13883354e-02
9.7400,2.13132167e-02
9.7600,2.12380163e-02
9.7800,2.11627432e-02
9.8000,2.10874064e-02
9.8200,2.10120145e-02
9.8400,2.09365761e-02
9.8600,2.08610996e-02
9.8800,2.07855932e-02
9.9000,2.07100649e-02
9.9200,2.06345226e-02
9.9400,2.05589740e-02
9.9600,2.04834266e-02
9.9800,2.04078878e-02
10.0000,2.03323649e-02
10.0200,2.02568648e-02
10.0400,2.01813945e-02
10.0600,2.01059607e-02
10.0800,2.00305702e-02
10.1000,1.99552292e-02
10.1200,1.98799442e-02
10.1400,1.98047213e-02
10.1600,1.97295666e-02
10.1800,1.96544860e-02
10.2000,1.95794853e-02
10.2200,1.95045700e-02
10.2400,1.94297458e-02
10.2600,1.93550179e-02
10.2800,1.92803917e-02
10.3000,1.92058723e-02
10.3200,1.91314646e-02
10.3400,1.90571737e-02
10.3600,1.89830041e-02
10.3800,1.89089608e-02
10.4000,1.88350480e-02
10.4200,1.87612704e-02
10.4400,1.86876322e-02
10.4600,1.86141376e-02
10.4800,1.85407907e-02
10.5000,1.84675956e-02
10.5200,1.83945561e-02
10.5400,1.83216760e-02
10.5600,1.82489591e-02
10.5800,1.81764089e-02
10.6000,1.81040289e-02
10.6200,1.80318227e-02
10.6400,1.79597933e-02
10.6600,1.78879442e-02
10.6800,1.78162784e-02
10.7000,1.77447990e-02
10.7200,1.76735090e-02
10.7400,1.76024111e-02
10.7600,1.75315083e-02
10.7800,1.74608032e-02
10.8000,1.73902985e-02
10.8200,1.73199967e-02
10.8400,1.72499003e-02
10.8600,1.71800117e-02
10.8800,1.71103331e-02
10.9000,1.70408670e-02
10.9200,1.69716154e-02
10.9400,1.69025804e-02
10.9600,1.68337641e-02
10.9800,1.67651684e-02
11.0000,1.66967953e-02
11.0200,1.66286466e-02
11.0400,1.65607240e-02
11.0600,1.64930293e-02
11.0800,1.64255641e-02
11.1000,1.63583299e-02
11.1200,1.62913284e-02
11.1400,1.62245609e-02
11.1600,1.61580289e-02
11.1800,1.60917337e-02
11.2000,1.60256766e-02
11.2200,1.59598589e-02
11.2400,1.58942817e-02
11.2600,1.58289461e-02
11.2800,1.57638533e-02
11.3000,1.56990043e-02
11.3200,1.56344000e-02
11.3400,1.55700414e-02
11.3600,1.55059293e-02
11.3800,1.54420647e-02
11.4000,1.53784482e-02
11.4200,1.53150807e-02
11.4400,1.52519628e-02
11.4600,1.51890951e-02
11.4800,1.51264784e-02
11.5000,1.50641132e-02
11.5200,1.50020000e-02
11.5400,1.49401393e-02
11.5600,1.48785315e-02
11.5800,1.48171771e-02
11.6000,1.47560765e-02
11.6200,1.46952299e-02
11.6400,1.46346378e-02
11.6600,1.45743003e-02
11.6800,1.45142177e-02
11.7000,1.44543902e-02
11.7200,1.43948180e-02
11.7400,1.43355013e-02
11.7600,1.42764400e-02
11.7800,1.42176343e-02
11.8000,1.41590843e-02
11.8200,1.41007899e-02
11.8400,1.40427512e-02
11.8600,1.39849681e-02
11.8800,1.39274404e-02
11.9000,1.38701683e-02
11.9200,1.38131514e-02
11.9400,1.37563897e-02
11.9600,1.36998829e-02
11.9800,1.36436309e-02
12.0000,1.35876335e-02
12.0200,1.35318904e-02
12.0400,1.34764013e-02
12.0600,1.34211660e-02
12.0800,1.33661841e-02
12.1000,1.33114553e-02
12.1200,1.32569793e-02
12.1400,1.32027556e-02
12.1600,1.31487838e-02
12.1800,1.30950636e-02
12.2000,1.30415945e-02
12.2200,1.29883761e-02
12.2400,1.29354078e-02
12.2600,1.28826893e-02
12.2800,1.28302199e-02
12.3000,1.27779991e-02
12.3200,1.27260265e-02
12.3400,1.26743015e-02
12.3600,1.26228234e-02
12.3800,1.25715918e-02
12.4000,1.25206059e-02
12.4200,1.24698652e-02
12.4400,1.24193691e-02
12.4600,1.23691170e-02
12.4800,1.23191080e-02
12.5000,1.22693417e-02
12.5200,1.22198172e-02
12.5400,1.21705340e-02
12.5600,1.21214913e-02
12.5800,1.20726884e-02
12.6000,1.20241246e-02
12.6200,1.19757991e-02
12.6400,1.19277112e-02
12.6600,1.18798601e-02
12.6800,1.18322451e-02
12.7000,1.17848653e-02
12.7200,1.17377201e-02
12.7400,1.16908086e-02
12.7600,1.16441299e-02
12.7800,1.15976834e-02
12.8000,1.15514681e-02
12.8200,1.15054833e-02
12.8400,1.14597280e-02
12.8600,1.14142016e-02
12.8800,1.13689030e-02
12.9000,1.13238316e-02
12.9200,1.12789863e-02
12.9400,1.12343664e-02
12.9600,1.11899709e-02
12.9800,1.11457990e-02
13.0000,1.11018498e-02
13.0200,1.10581225e-02
13.0400,1.10146160e-02
13.0600,1.09713296e-02
13.0800,1.09282623e-02
13.1000,1.08854132e-02
13.1200,1.08427814e-02
13.1400,1.08003659e-02
13.1600,1.07581660e-02
13.1800,1.07161806e-02
13.2000,1.06744087e-02
13.2200,1.06328496e-02
13.2400,1.05915022e-02
13.2600,1.05503657e-02
13.2800,1.05094390e-02
13.3000,1.04687212e-02
13.3200,1.04282115e-02
13.3400,1.03879088e-02
13.3600,1.03478122e-02
13.3800,1.03079207e-02
13.4000,1.02682335e-02
13.4200,1.02287495e-02
13.4400,1.01894679e-02
13.4600,1.01503875e-02
13.4800,1.01115076e-02
13.5000,1.00728271e-02
13.5200,1.00343451e-02
13.5400,9.99606063e-03
13.5600,9.95797272e-03
13.5800,9.92008041e-03
13.6000,9.88238276e-03
13.6200,9.84487881e-03
13.6400,9.80756758e-03
13.6600,9.77044814e-03
13.6800,9.73351952e-03
13.7000,9.69678075e-03
13.7200,9.66023090e-03
13.7400,9.62386899e-03
13.7600,9.58769407e-03
13.7800,9.55170519e-03
13.8000,9.51590139e-03
13.8200,9.48028171e-03
13.8400,9.44484522e-03
13.8600,9.40959095e-03
13.8800,9.37451796e-03
13.9000,9.33962529e-03
13.9200,9.30491200e-03
13.9400,9.27037714e-03
13.9600,9.23601977e-03
13.9800,9.20183895e-03
14.0000,9.16783373e-03
14.0200,9.13400318e-03
14.0400,9.10034636e-03
14.0600,9.06686233e-03
14.0800,9.03355016e-03
14.1000,9.00040892e-03
14.1200,8.96743767e-03
14.1400,8.93463550e-03
14.1600,8.90200148e-03
14.1800,8.86953468e-03
14.2000,8.83723419e-03
14.2200,8.80509909e-03
14.2400,8.77312845e-03
14.2600,8.74132138e-03
14.2800,8.70967696e-03
14.3000,8.67819428e-03
14.3200,8.64687244e-03
14.3400,8.61571054e-03
14.3600,8.58470768e-03
14.3800,8.55386296e-03
14.4000,8.52317548e-03
14.4200,8.49264437e-03
14.4400,8.46226872e-03
14.4600,8.43204767e-03
14.4800,8.40198032e-03
14.5000,8.37206580e-03
14.5200,8.34230323e-03
14.5400,8.31269174e-03
14.5600,8.28323046e-03
14.5800,8.25391853e-03
14.6000,8.22475509e-03
14.6200,8.19573927e-03
14.6400,8.16687022e-03
14.6600,8.13814709e-03
14.6800,8.10956904e-03
14.7000,8.08113520e-03
14.7200,8.05284475e-03
14.7400,8.02469685e-03
14.7600,7.99669065e-03
14.7800,7.96882533e-03
14.8000,7.94110006e-03
14.8200,7.91351402e-03
14.8400,7.88606639e-03
14.8600,7.85875634e-03
14.8800,7.83158306e-03
14.9000,7.80454575e-03
14.9200,7.77764360e-03
14.9400,7.75087581e-03
14.9600,7.72424157e-03
14.9800,7.69774009e-03
15.0000,7.67137058e-03
15.0200,7.64513225e-03
15.0400,7.61902432e-03
15.0600,7.59304601e-03
15.0800,7.56719654e-03
15.1000,7.54147513e-03
15.1200,7.51588102e-03
15.1400,7.49041345e-03
15.1600,7.46507165e-03
15.1800,7.43985486e-03
15.2000,7.41476232e-03
15.2200,7.38979330e-03
15.2400,7.36494704e-03
15.2600,7.34022280e-03
15.2800,7.31561983e-03
15.3000,7.29113742e-03
15.3200,7.26677481e-03
15.3400,7.24253130e-03
15.3600,7.21840614e-03
15.3800,7.19439863e-03
15.4000,7.17050804e-03
15.4200,7.14673367e-03
15.4400,7.12307481e-03
15.4600,7.09953074e-03
15.4800,7.07610078e-03
15.5000,7.05278422e-03
15.5200,7.02958037e-03
15.5400,7.00648854e-03
15.5600,6.98350805e-03
15.5800,6.96063821e-03
15.6000,6.93787834e-03
15.6200,6.91522778e-03
15.6400,6.89268585e-03
15.6600,6.87025188e-03
15.6800,6.84792521e-03
15.7000,6.82570519e-03
15.7200,6.80359115e-03
15.7400,6.78158244e-03
15.7600,6.75967843e-03
15.7800,6.73787845e-03
15.8000,6.71618188e-03
15.8200,6.69458808e-03
15.8400,6.67309641e-03
15.8600,6.65170624e-03
15.8800,6.63041695e-03
15.9000,6.60922792e-03
15.9200,6.58813853e-03
15.9400,6.56714816e-03
15.9600,6.54625621e-03
15.9800,6.52546206e-03
16.0000,6.50476511e-03
16.0200,6.48416477e-03
16.0400,6.46366043e-03
16.0600,6.44325151e-03
16.0800,6.42293741e-03
16.1000,6.40271755e-03
16.1200,6.38259135e-03
16.1400,6.36255823e-03
16.1600,6.34261762e-03
16.1800,6.32276893e-03
16.2000,6.30301162e-03
16.2200,6.28334510e-03
16.2400,6.26376883e-03
16.2600,6.24428224e-03
16.2800,6.22488478e-03
16.3000,6.20557591e-03
16.3200,6.18635506e-03
16.3400,6.16722171e-03
16.3600,6.14817530e-03
16.3800,6.12921531e-03
16.4000,6.11034121e-03
16.4200,6.09155245e-03
16.4400,6.07284852e-03
16.4600,6.05422889e-03
16.4800,6.03569304e-03
16.5000,6.01724046e-03
16.5200,5.99887064e-03
16.5400,5.98058306e-03
16.5600,5.96237721e-03
16.5800,5.94425261e-03
16.6000,5.92620873e-03
16.6200,5.90824510e-03
16.6400,5.89036121e-03
16.6600,5.87255657e-03
16.6800,5.85483071e-03
16.7000,5.83718313e-03
16.7200,5.81961335e-03
16.7400,5.80212090e-03
16.7600,5.78470530e-03
16.7800,5.76736609e-03
16.8000,5.75010279e-03
16.8200,5.73291493e-03
16.8400,5.71580207e-03
16.8600,5.69876373e-03
16.8800,5.68179946e-03
16.9000,5.66490882e-03
16.9200,5.64809134e-03
16.9400,5.63134659e-03
16.9600,5.61467412e-03
16.9800,5.59807349e-03
17.0000,5.58154426e-03
17.0200,5.56508600e-03
17.0400,5.54869827e-03
17.0600,5.53238065e-03
17.0800,5.51613271e-03
17.1000,5.49995403e-03
17.1200,5.48384418e-03
17.1400,5.46780276e-03
17.1600,5.45182934e-03
17.1800,5.43592351e-03
17.2000,5.42008486e-03
17.2200,5.40431300e-03
17.2400,5.38860750e-03
17.2600,5.37296799e-03
17.2800,5.35739404e-03
17.3000,5.34188528e-03
17.3200,5.32644131e-03
17.3400,5.31106173e-03
17.3600,5.29574617e-03
17.3800,5.28049423e-03
17.4000,5.26530554e-03
17.4200,5.25017971e-03
17.4400,5.23511637e-03
17.4600,5.22011515e-03
17.4800,5.20517567e-03
17.5000,5.19029756e-03
17.5200,5.17548047e-03
17.5400,5.16072402e-03
17.5600,5.14602785e-03
17.5800,5.13139160e-03
17.6000,5.11681493e-03
17.6200,5.10229747e-03
17.6400,5.08783887e-03
17.6600,5.07343879e-03
17.6800,5.05909688e-03
17.7000,5.04481278e-03
17.7200,5.03058618e-03
17.7400,5.01641671e-03
17.7600,5.00230405e-03
17.7800,4.98824787e-03
17.8000,4.97424782e-03
17.8200,4.96030358e-03
17.8400,4.94641483e-03
17.8600,4.93258123e-03
17.8800,4.91880247e-03
17.9000,4.90507822e-03
17.9200,4.89140816e-03
17.9400,4.87779198e-03
17.9600,4.86422937e-03
17.9800,4.85072001e-03
18.0000,4.83726360e-03
18.0200,4.82385982e-03
18.0400,4.81050837e-03
18.0600,4.79720895e-03
18.0800,4.78396125e-03
18.1000,4.77076499e-03
18.1200,4.75761985e-03
18.1400,4.74452555e-03
18.1600,4.73148179e-03
18.1800,4.71848829e-03
18.2000,4.70554476e-03
18.2200,4.69265090e-03
18.2400,4.67980643e-03
18.2600,4.66701108e-03
18.2800,4.65426456e-03
18.3000,4.64156659e-03
18.3200,4.62891690e-03
18.3400,4.61631521e-03
18.3600,4.60376126e-03
18.3800,4.59125476e-03
18.4000,4.57879545e-03
18.4200,4.56638306e-03
18.4400,4.55401734e-03
18.4600,4.54169801e-03
18.4800,4.52942481e-03
18.5000,4.51719749e-03
18.5200,4.50501579e-03
18.5400,4.49287945e-03
18.5600,4.48078822e-03
18.5800,4.46874185e-03
18.6000,4.45674009e-03
18.6200,4.44478268e-03
18.6400,4.43286938e-03
18.6600,4.42099995e-03
18.6800,4.40917415e-03
18.7000,4.39739173e-03
18.7200,4.38565244e-03
18.7400,4.37395607e-03
18.7600,4.36230236e-03
18.7800,4.35069108e-03
18.8000,4.33912201e-03
18.8200,4.32759490e-03
18.8400,4.31610954e-03
18.8600,4.30466568e-03
18.8800,4.29326311e-03
18.9000,4.28190160e-03
18.9200,4.27058093e-03
18.9400,4.25930087e-03
18.9600,4.24806121e-03
18.9800,4.23686172e-03
19.0000,4.22570219e-03
19.0200,4.21458241e-03
19.0400,4.20350216e-03
19.0600,4.19246122e-03
19.0800,4.18145940e-03
19.1000,4.17049647e-03
19.1200,4.15957223e-03
19.1400,4.14868647e-03
19.1600,4.13783899e-03
19.1800,4.12702958e-03
19.2000,4.11625805e-03
19.2200,4.10552419e-03
19.2400,4.09482781e-03
19.2600,4.08416869e-03
19.2800,4.07354666e-03
19.3000,4.06296151e-03
19.3200,4.05241305e-03
19.3400,4.04190109e-03
19.3600,4.03142543e-03
19.3800,4.02098589e-03
19.4000,4.01058228e-03
19.4200,4.00021441e-03
19.4400,3.98988210e-03
19.4600,3.97958516e-03
19.4800,3.96932341e-03
19.5000,3.95909667e-03
19.5200,3.94890475e-03
19.5400,3.93874748e-03
19.5600,3.92862468e-03
19.5800,3.91853617e-03
19.6000,3.90848178e-03
19.6200,3.89846133e-03
19.6400,3.88847466e-03
