K_bohr_inv,f_c
3.8400,-4.85393898e-02
3.8600,-4.90789046e-02
3.8800,-4.95858061e-02
3.9000,-5.00608478e-02
3.9200,-5.05047780e-02
3.9400,-5.09183387e-02
3.9600,-5.13022660e-02
3.9800,-5.16572889e-02
4.0000,-5.19841296e-02
4.0200,-5.22835027e-02
4.0400,-5.25561152e-02
4.0600,-5.28026660e-02
4.0800,-5.30238457e-02
4.1000,-5.32203366e-02
4.1200,-5.33928121e-02
4.1400,-5.35419367e-02
4.1600,-5.36683657e-02
4.1800,-5.37727454e-02
4.2000,-5.38557125e-02
4.2200,-5.39178943e-02
4.2400,-5.39599082e-02
4.2600,-5.39823623e-02
4.2800,-5.39858545e-02
4.3000,-5.39709730e-02
4.3200,-5.39382961e-02
4.3400,-5.38883921e-02
4.3600,-5.38218194e-02
4.3800,-5.37391261e-02
4.4000,-5.36408506e-02
4.4200,-5.35275211e-02
4.4400,-5.33996560e-02
4.4600,-5.32577635e-02
4.4800,-5.31023419e-02
4.5000,-5.29338798e-02
4.5200,-5.27528556e-02
4.5400,-5.25597380e-02
4.5600,-5.23549862e-02
4.5800,-5.21390494e-02
4.6000,-5.19123672e-02
4.6200,-5.16753699e-02
4.6400,-5.14284780e-02
4.6600,-5.11721029e-02
4.6800,-5.09066466e-02
4.7000,-5.06325019e-02
4.7200,-5.03500524e-02
4.7400,-5.00596730e-02
4.7600,-4.97617292e-02
4.7800,-4.94565783e-02
4.8000,-4.91445685e-02
4.8200,-4.88260395e-02
4.8400,-4.85013226e-02
4.8600,-4.81707408e-02
4.8800,-4.78346088e-02
4.9000,-4.74932332e-02
4.9200,-4.71469126e-02
4.9400,-4.67959378e-02
4.9600,-4.64405916e-02
4.9800,-4.60811496e-02
5.0000,-4.57178794e-02
5.0200,-4.53510417e-02
5.0400,-4.49808895e-02
5.0600,-4.46076689e-02
5.0800,-4.42316191e-02
5.1000,-4.38529721e-02
5.1200,-4.34719533e-02
5.1400,-4.30887814e-02
5.1600,-4.27036687e-02
5.1800,-4.23168210e-02
5.2000,-4.19284379e-02
5.2200,-4.15387126e-02
5.2400,-4.11478325e-02
5.2600,-4.07559790e-02
5.2800,-4.03633278e-02
5.3000,-3.99700488e-02
5.3200,-3.95763063e-02
5.3400,-3.91822592e-02
5.3600,-3.87880612e-02
5.3800,-3.83938605e-02
5.4000,-3.79998004e-02
5.4200,-3.76060191e-02
5.4400,-3.72126500e-02
5.4600,-3.68198217e-02
5.4800,-3.64276580e-02
5.5000,-3.60362783e-02
5.5200,-3.56457974e-02
5.5400,-3.52563259e-02
5.5600,-3.48679699e-02
5.5800,-3.44808317e-02
5.6000,-3.40950091e-02
5.6200,-3.37105963e-02
5.6400,-3.33276835e-02
5.6600,-3.29463572e-02
5.6800,-3.25667001e-02
5.7000,-3.21887913e-02
5.7200,-3.18127067e-02
5.7400,-3.14385184e-02
5.7600,-3.10662956e-02
5.7800,-3.06961038e-02
5.8000,-3.03280057e-02
5.8200,-2.99620609e-02
5.8400,-2.95983260e-02
5.8600,-2.92368545e-02
5.8800,-2.88776975e-02
5.9000,-2.85209028e-02
5.9200,-2.81665161e-02
5.9400,-2.78145802e-02
5.9600,-2.74651354e-02
5.9800,-2.71182195e-02
6.0000,-2.67738682e-02
6.0200,-2.64321146e-02
6.0400,-2.60929897e-02
6.0600,-2.57565224e-02
6.0800,-2.54227392e-02
6.1000,-2.50916649e-02
6.1200,-2.47633221e-02
6.1400,-2.44377316e-02
6.1600,-2.41149123e-02
6.1800,-2.37948813e-02
6.2000,-2.34776540e-02
6.2200,-2.31632440e-02
6.2400,-2.28516633e-02
6.2600,-2.25429224e-02
6.2800,-2.22370303e-02
6.3000,-2.19339944e-02
6.3200,-2.16338207e-02
6.3400,-2.13365139e-02
6.3600,-2.10420774e-02
6.3800,-2.07505131e-02
6.4000,-2.04618219e-02
6.4200,-2.01760035e-02
6.4400,-1.98930562e-02
6.4600,-1.96129776e-02
6.4800,-1.93357638e-02
6.5000,-1.90614101e-02
6.5200,-1.87899110e-02
6.5400,-1.85212597e-02
6.5600,-1.82554486e-02
6.5800,-1.79924695e-02
6.6000,-1.77323129e-02
6.6200,-1.74749690e-02
6.6400,-1.72204267e-02
6.6600,-1.69686747e-02
6.6800,-1.67197006e-02
6.7000,-1.64734915e-02
6.7200,-1.62300338e-02
6.7400,-1.59893133e-02
6.7600,-1.57513154e-02
6.7800,-1.55160247e-02
6.8000,-1.52834252e-02
6.8200,-1.50535008e-02
6.8400,-1.48262346e-02
6.8600,-1.46016092e-02
6.8800,-1.43796071e-02
6.9000,-1.41602101e-02
6.9200,-1.39433997e-02
6.9400,-1.37291572e-02
6.9600,-1.35174632e-02
6.9800,-1.33082985e-02
7.0000,-1.31016431e-02
7.0200,-1.28974770e-02
7.0400,-1.26957800e-02
7.0600,-1.24965314e-02
7.0800,-1.22997106e-02
7.1000,-1.21052964e-02
7.1200,-1.19132679e-02
7.1400,-1.17236036e-02
7.1600,-1.15362821e-02
7.1800,-1.13512817e-02
7.2000,-1.11685808e-02
7.2200,-1.09881574e-02
7.2400,-1.08099897e-02
7.2600,-1.06340555e-02
7.2800,-1.04603329e-02
7.3000,-1.02887995e-02
7.3200,-1.01194334e-02
7.3400,-9.95221208e-03
7.3600,-9.78711344e-03
7.3800,-9.62411516e-03
7.4000,-9.46319497e-03
7.4200,-9.30433060e-03
7.4400,-9.14749981e-03
7.4600,-8.99268036e-03
7.4800,-8.83985007e-03
7.5000,-8.68898678e-03
7.5200,-8.54006842e-03
7.5400,-8.39307293e-03
7.5600,-8.24797835e-03
7.5800,-8.10476279e-03
7.6000,-7.96340443e-03
7.6200,-7.82388154e-03
7.6400,-7.68617249e-03
7.6600,-7.55025575e-03
7.6800,-7.41610989e-03
7.7000,-7.28371359e-03
7.7200,-7.15304564e-03
7.7400,-7.02408497e-03
7.7600,-6.89681062e-03
7.7800,-6.77120176e-03
7.8000,-6.64723770e-03
7.8200,-6.52489789e-03
7.8400,-6.40416192e-03
7.8600,-6.28500951e-03
7.8800,-6.16742056e-03
7.9000,-6.05137510e-03
7.9200,-5.93685331e-03
7.9400,-5.82383555e-03
7.9600,-5.71230232e-03
7.9800,-5.60223430e-03
8.0000,-5.49361232e-03
8.0200,-5.38641740e-03
8.0400,-5.28063069e-03
8.0600,-5.17623356e-03
8.0800,-5.07320751e-03
8.1000,-4.97153425e-03
8.1200,-4.87119563e-03
8.1400,-4.77217371e-03
8.1600,-4.67445072e-03
8.1800,-4.57800904e-03
8.2000,-4.48283128e-03
8.2200,-4.38890020e-03
8.2400,-4.29619873e-03
8.2600,-4.20471002e-03
8.2800,-4.11441736e-03
8.3000,-4.02530427e-03
8.3200,-3.93735441e-03
8.3400,-3.85055165e-03
8.3600,-3.76488003e-03
8.3800,-3.68032377e-03
8.4000,-3.59686730e-03
8.4200,-3.51449520e-03
8.4400,-3.43319226e-03
8.4600,-3.35294342e-03
8.4800,-3.27373384e-03
8.5000,-3.19554884e-03
8.5200,-3.11837391e-03
8.5400,-3.04219476e-03
8.5600,-2.96699723e-03
8.5800,-2.89276738e-03
8.6000,-2.81949143e-03
8.6200,-2.74715578e-03
8.6400,-2.67574700e-03
8.6600,-2.60525184e-03
8.6800,-2.53565723e-03
8.7000,-2.46695028e-03
8.7200,-2.39911825e-03
8.7400,-2.33214859e-03
8.7600,-2.26602891e-03
8.7800,-2.20074700e-03
8.8000,-2.13629081e-03
8.8200,-2.07264845e-03
8.8400,-2.00980822e-03
8.8600,-1.94775855e-03
8.8800,-1.88648807e-03
8.9000,-1.82598554e-03
8.9200,-1.76623989e-03
8.9400,-1.70724023e-03
8.9600,-1.64897579e-03
8.9800,-1.59143598e-03
9.0000,-1.53461037e-03
9.0200,-1.47848866e-03
9.0400,-1.42306071e-03
9.0600,-1.36831655e-03
9.0800,-1.31424634e-03
9.1000,-1.26084038e-03
9.1200,-1.20808913e-03
9.1400,-1.15598319e-03
9.1600,-1.10451331e-03
9.1800,-1.05367036e-03
9.2000,-1.00344536e-03
9.2200,-9.53829490e-04
9.2400,-9.04814031e-04
9.2600,-8.56390417e-04
9.2800,-8.08550214e-04
9.3000,-7.61285117e-04
9.3200,-7.14586953e-04
9.3400,-6.68447676e-04
9.3600,-6.22859368e-04
9.3800,-5.77814235e-04
9.4000,-5.33304608e-04
9.4200,-4.89322940e-04
9.4400,-4.45861804e-04
9.4600,-4.02913893e-04
9.4800,-3.60472017e-04
9.5000,-3.18529102e-04
9.5200,-2.77078190e-04
9.5400,-2.36112433e-04
9.5600,-1.95625097e-04
9.5800,-1.55609557e-04
9.6000,-1.16059296e-04
9.6200,-7.69679058e-05
9.6400,-3.83290809e-05
9.6600,-1.36621552e-07
9.6800,3.76155700e-05
9.7000,7.49334904e-05
9.7200,1.11823037e-04
9.7400,1.48290008e-04
9.7600,1.84340107e-04
9.7800,2.19978940e-04
9.8000,2.55212021e-04
9.8200,2.90044770e-04
9.8400,3.24482517e-04
9.8600,3.58530503e-04
9.8800,3.92193878e-04
9.9000,4.25477708e-04
9.9200,4.58386971e-04
9.9400,4.90926563e-04
9.9600,5.23101296e-04
9.9800,5.54915899e-04
10.0000,5.86375022e-04
10.0200,6.17483237e-04
10.0400,6.48245036e-04
10.0600,6.78664836e-04
10.0800,7.08746976e-04
10.1000,7.38495725e-04
10.1200,7.67915277e-04
10.1400,7.97009753e-04
10.1600,8.25783205e-04
10.1800,8.54239616e-04
10.2000,8.82382900e-04
10.2200,9.10216904e-04
10.2400,9.37745410e-04
10.2600,9.64972135e-04
10.2800,9.91900730e-04
10.3000,1.01853479e-03
10.3200,1.04487783e-03
10.3400,1.07093334e-03
10.3600,1.09670471e-03
10.3800,1.12219530e-03
10.4000,1.14740841e-03
10.4200,1.17234726e-03
10.4400,1.19701504e-03
10.4600,1.22141488e-03
10.4800,1.24554985e-03
10.5000,1.26942298e-03
10.5200,1.29303723e-03
10.5400,1.31639552e-03
10.5600,1.33950072e-03
10.5800,1.36235566e-03
10.6000,1.38496311e-03
10.6200,1.40732579e-03
10.6400,1.42944639e-03
10.6600,1.45132754e-03
10.6800,1.47297184e-03
10.7000,1.49438182e-03
10.7200,1.51555999e-03
10.7400,1.53650883e-03
10.7600,1.55723074e-03
10.7800,1.57772811e-03
10.8000,1.59800329e-03
10.8200,1.61805857e-03
10.8400,1.63789623e-03
10.8600,1.65751848e-03
10.8800,1.67692752e-03
10.9000,1.69612551e-03
10.9200,1.71511456e-03
10.9400,1.73389676e-03
10.9600,1.75247417e-03
10.9800,1.77084880e-03
11.0000,1.78902263e-03
11.0200,1.80699763e-03
11.0400,1.82477571e-03
11.0600,1.84235876e-03
11.0800,1.85974866e-03
11.1000,1.87694723e-03
11.1200,1.89395627e-03
11.1400,1.91077757e-03
11.1600,1.92741286e-03
11.1800,1.94386388e-03
11.2000,1.96013232e-03
11.2200,1.97621984e-03
11.2400,1.99212808e-03
11.2600,2.00785868e-03
11.2800,2.02341321e-03
11.3000,2.03879325e-03
11.3200,2.05400035e-03
11.3400,2.06903603e-03
11.3600,2.08390178e-03
11.3800,2.09859910e-03
11.4000,2.11312944e-03
11.4200,2.12749422e-03
11.4400,2.14169488e-03
11.4600,2.15573280e-03
11.4800,2.16960936e-03
11.5000,2.18332591e-03
11.5200,2.19688380e-03
11.5400,2.21028434e-03
11.5600,2.22352883e-03
11.5800,2.23661856e-03
11.6000,2.24955478e-03
11.6200,2.26233876e-03
11.6400,2.27497171e-03
11.6600,2.28745486e-03
11.6800,2.29978940e-03
11.7000,2.31197652e-03
11.7200,2.32401739e-03
11.7400,2.33591315e-03
11.7600,2.34766496e-03
11.7800,2.35927392e-03
11.8000,2.37074116e-03
11.8200,2.38206777e-03
11.8400,2.39325483e-03
11.8600,2.40430341e-03
11.8800,2.41521457e-03
11.9000,2.42598936e-03
11.9200,2.43662881e-03
11.9400,2.44713393e-03
11.9600,2.45750573e-03
11.9800,2.46774522e-03
12.0000,2.47785338e-03
12.0200,2.48783118e-03
12.0400,2.49767959e-03
12.0600,2.50739956e-03
12.0800,2.51699203e-03
12.1000,2.52645794e-03
12.1200,2.53579821e-03
12.1400,2.54501375e-03
12.1600,2.55410547e-03
12.1800,2.56307427e-03
12.2000,2.57192102e-03
12.2200,2.58064660e-03
12.2400,2.58925189e-03
12.2600,2.59773774e-03
12.2800,2.60610500e-03
12.3000,2.61435452e-03
12.3200,2.62248713e-03
12.3400,2.63050367e-03
12.3600,2.63840494e-03
12.3800,2.64619177e-03
12.4000,2.65386495e-03
12.4200,2.66142529e-03
12.4400,2.66887358e-03
12.4600,2.67621060e-03
12.4800,2.68343713e-03
12.5000,2.69055393e-03
12.5200,2.69756178e-03
12.5400,2.70446144e-03
12.5600,2.71125365e-03
12.5800,2.71793916e-03
12.6000,2.72451871e-03
12.6200,2.73099304e-03
12.6400,2.73736287e-03
12.6600,2.74362893e-03
12.6800,2.74979194e-03
12.7000,2.75585260e-03
12.7200,2.76181163e-03
12.7400,2.76766972e-03
12.7600,2.77342758e-03
12.7800,2.77908589e-03
12.8000,2.78464535e-03
12.8200,2.79010664e-03
12.8400,2.79547042e-03
12.8600,2.80073739e-03
12.8800,2.80590820e-03
12.9000,2.81098352e-03
12.9200,2.81596401e-03
12.9400,2.82085032e-03
12.9600,2.82564312e-03
12.9800,2.83034304e-03
13.0000,2.83495072e-03
13.0200,2.83946682e-03
13.0400,2.84389196e-03
13.0600,2.84822678e-03
13.0800,2.85247190e-03
13.1000,2.85662795e-03
13.1200,2.86069554e-03
13.1400,2.86467531e-03
13.1600,2.86856785e-03
13.1800,2.87237379e-03
13.2000,2.87609373e-03
13.2200,2.87972826e-03
13.2400,2.88327800e-03
13.2600,2.88674353e-03
13.2800,2.89012546e-03
13.3000,2.89342437e-03
13.3200,2.89664086e-03
13.3400,2.89977549e-03
13.3600,2.90282887e-03
13.3800,2.90580155e-03
13.4000,2.90869413e-03
13.4200,2.91150717e-03
13.4400,2.91424125e-03
13.4600,2.91689692e-03
13.4800,2.91947476e-03
13.5000,2.92197533e-03
13.5200,2.92439917e-03
13.5400,2.92674686e-03
13.5600,2.92901894e-03
13.5800,2.93121596e-03
13.6000,2.93333848e-03
13.6200,2.93538703e-03
13.6400,2.93736216e-03
13.6600,2.93926441e-03
13.6800,2.94109432e-03
13.7000,2.94285242e-03
13.7200,2.94453925e-03
13.7400,2.94615533e-03
13.7600,2.94770120e-03
13.7800,2.94917737e-03
13.8000,2.95058438e-03
13.8200,2.95192274e-03
13.8400,2.95319298e-03
13.8600,2.95439560e-03
13.8800,2.95553113e-03
13.9000,2.95660006e-03
13.9200,2.95760292e-03
13.9400,2.95854021e-03
13.9600,2.95941244e-03
13.9800,2.96022010e-03
14.0000,2.96096370e-03
14.0200,2.96164373e-03
14.0400,2.96226070e-03
14.0600,2.96281509e-03
14.0800,2.96330739e-03
14.1000,2.96373810e-03
14.1200,2.96410771e-03
14.1400,2.96441669e-03
14.1600,2.96466553e-03
14.1800,2.96485472e-03
14.2000,2.96498472e-03
14.2200,2.96505603e-03
14.2400,2.96506910e-03
14.2600,2.96502442e-03
14.2800,2.96492245e-03
14.3000,2.96476366e-03
14.3200,2.96454853e-03
14.3400,2.96427750e-03
14.3600,2.96395105e-03
14.3800,2.96356964e-03
14.4000,2.96313372e-03
14.4200,2.96264375e-03
14.4400,2.96210018e-03
14.4600,2.96150347e-03
14.4800,2.96085406e-03
14.5000,2.96015240e-03
14.5200,2.95939894e-03
14.5400,2.95859413e-03
14.5600,2.95773840e-03
14.5800,2.95683219e-03
14.6000,2.95587594e-03
14.6200,2.95487009e-03
14.6400,2.95381508e-03
14.6600,2.95271132e-03
14.6800,2.95155926e-03
14.7000,2.95035933e-03
14.7200,2.94911193e-03
14.7400,2.94781751e-03
14.7600,2.94647649e-03
14.7800,2.94508927e-03
14.8000,2.94365629e-03
14.8200,2.94217795e-03
14.8400,2.94065468e-03
14.8600,2.93908688e-03
14.8800,2.93747496e-03
14.9000,2.93581933e-03
14.9200,2.93412041e-03
14.9400,2.93237858e-03
14.9600,2.93059426e-03
14.9800,2.92876785e-03
15.0000,2.92689973e-03
15.0200,2.92499032e-03
15.0400,2.92304001e-03
15.0600,2.92104918e-03
15.0800,2.91901823e-03
15.1000,2.91694754e-03
15.1200,2.91483751e-03
15.1400,2.91268852e-03
15.1600,2.91050095e-03
15.1800,2.90827518e-03
15.2000,2.90601159e-03
15.2200,2.90371056e-03
15.2400,2.90137246e-03
15.2600,2.89899768e-03
15.2800,2.89658657e-03
15.3000,2.89413950e-03
15.3200,2.89165686e-03
15.3400,2.88913899e-03
15.3600,2.88658627e-03
15.3800,2.88399905e-03
15.4000,2.88137770e-03
15.4200,2.87872257e-03
15.4400,2.87603403e-03
15.4600,2.87331241e-03
15.4800,2.87055808e-03
15.5000,2.86777139e-03
15.5200,2.86495269e-03
15.5400,2.86210231e-03
15.5600,2.85922061e-03
15.5800,2.85630792e-03
15.6000,2.85336460e-03
15.6200,2.85039097e-03
15.6400,2.84738738e-03
15.6600,2.84435416e-03
15.6800,2.84129163e-03
15.7000,2.83820015e-03
15.7200,2.83508002e-03
15.7400,2.83193159e-03
15.7600,2.82875517e-03
15.7800,2.82555109e-03
15.8000,2.82231967e-03
15.8200,2.81906124e-03
15.8400,2.81577610e-03
15.8600,2.81246458e-03
15.8800,2.80912699e-03
15.9000,2.80576365e-03
15.9200,2.80237485e-03
15.9400,2.79896092e-03
15.9600,2.79552216e-03
15.9800,2.79205887e-03
16.0000,2.78857135e-03
16.0200,2.78505992e-03
16.0400,2.78152486e-03
16.0600,2.77796648e-03
16.0800,2.77438507e-03
16.1000,2.77078093e-03
16.1200,2.76715434e-03
16.1400,2.76350561e-03
16.1600,2.75983501e-03
16.1800,2.75614283e-03
16.2000,2.75242936e-03
16.2200,2.74869488e-03
16.2400,2.74493967e-03
16.2600,2.74116402e-03
16.2800,2.73736819e-03
16.3000,2.73355247e-03
16.3200,2.72971713e-03
16.3400,2.72586244e-03
16.3600,2.72198867e-03
16.3800,2.71809610e-03
16.4000,2.71418498e-03
16.4200,2.71025559e-03
16.4400,2.70630818e-03
16.4600,2.70234302e-03
16.4800,2.69836037e-03
16.5000,2.69436048e-03
16.5200,2.69034362e-03
16.5400,2.68631003e-03
16.5600,2.68225998e-03
16.5800,2.67819370e-03
16.6000,2.67411146e-03
16.6200,2.67001349e-03
16.6400,2.66590005e-03
16.6600,2.66177138e-03
16.6800,2.65762772e-03
16.7000,2.65346932e-03
16.7200,2.64929640e-03
16.7400,2.64510921e-03
16.7600,2.64090799e-03
16.7800,2.63669297e-03
16.8000,2.63246437e-03
16.8200,2.62822244e-03
16.8400,2.62396740e-03
16.8600,2.61969948e-03
16.8800,2.61541891e-03
16.9000,2.61112590e-03
16.9200,2.60682068e-03
16.9400,2.60250348e-03
16.9600,2.59817450e-03
16.9800,2.59383398e-03
17.0000,2.58948212e-03
17.0200,2.58511914e-03
17.0400,2.58074525e-03
17.0600,2.57636066e-03
17.0800,2.57196559e-03
17.1000,2.56756023e-03
17.1200,2.56314480e-03
17.1400,2.55871951e-03
17.1600,2.55428454e-03
17.1800,2.54984012e-03
17.2000,2.54538643e-03
17.2200,2.54092367e-03
17.2400,2.53645205e-03
17.2600,2.53197176e-03
17.2800,2.52748298e-03
17.3000,2.52298592e-03
17.3200,2.51848076e-03
17.3400,2.51396770e-03
17.3600,2.50944691e-03
17.3800,2.50491860e-03
17.4000,2.50038294e-03
17.4200,2.49584011e-03
17.4400,2.49129030e-03
17.4600,2.48673368e-03
17.4800,2.48217045e-03
17.5000,2.47760077e-03
17.5200,2.47302481e-03
17.5400,2.46844276e-03
17.5600,2.46385479e-03
17.5800,2.45926107e-03
17.6000,2.45466177e-03
17.6200,2.45005705e-03
17.6400,2.44544709e-03
17.6600,2.44083205e-03
17.6800,2.43621209e-03
17.7000,2.43158738e-03
17.7200,2.42695809e-03
17.7400,2.42232436e-03
17.7600,2.41768636e-03
17.7800,2.41304425e-03
17.8000,2.40839818e-03
17.8200,2.40374831e-03
17.8400,2.39909479e-03
17.8600,2.39443777e-03
17.8800,2.38977740e-03
17.9000,2.38511384e-03
17.9200,2.38044723e-03
17.9400,2.37577772e-03
17.9600,2.37110545e-03
17.9800,2.36643057e-03
18.0000,2.36175322e-03
18.0200,2.35707354e-03
18.0400,2.35239167e-03
18.0600,2.34770775e-03
18.0800,2.34302192e-03
18.1000,2.33833432e-03
18.1200,2.33364508e-03
18.1400,2.32895433e-03
18.1600,2.32426221e-03
18.1800,2.31956884e-03
18.2000,2.31487437e-03
18.2200,2.31017891e-03
18.2400,2.30548260e-03
18.2600,2.30078556e-03
18.2800,2.29608791e-03
18.3000,2.29138979e-03
18.3200,2.28669131e-03
18.3400,2.28199260e-03
18.3600,2.27729377e-03
18.3800,2.27259495e-03
18.4000,2.26789626e-03
18.4200,2.26319780e-03
18.4400,2.25849970e-03
18.4600,2.25380208e-03
18.4800,2.24910504e-03
18.5000,2.24440870e-03
18.5200,2.23971316e-03
18.5400,2.23501855e-03
18.5600,2.23032496e-03
18.5800,2.22563252e-03
18.6000,2.22094131e-03
18.6200,2.21625146e-03
18.6400,2.21156306e-03
18.6600,2.20687622e-03
18.6800,2.20219104e-03
18.7000,2.19750762e-03
18.7200,2.19282607e-03
18.7400,2.18814648e-03
18.7600,2.18346895e-03
18.7800,2.17879358e-03
18.8000,2.17412046e-03
18.8200,2.16944969e-03
18.8400,2.16478137e-03
18.8600,2.16011558e-03
18.8800,2.15545243e-03
18.9000,2.15079199e-03
18.9200,2.14613437e-03
18.9400,2.14147965e-03
18.9600,2.13682792e-03
18.9800,2.13217927e-03
19.0000,2.12753377e-03
19.0200,2.12289153e-03
19.0400,2.11825262e-03
19.0600,2.11361713e-03
19.0800,2.10898513e-03
19.1000,2.10435672e-03
19.1200,2.09973197e-03
19.1400,2.09511096e-03
19.1600,2.09049377e-03
19.1800,2.08588048e-03
19.2000,2.08127117e-03
19.2200,2.07666590e-03
19.2400,2.07206477e-03
19.2600,2.06746784e-03
19.2800,2.06287518e-03
19.3000,2.05828687e-03
19.3200,2.05370297e-03
19.3400,2.04912357e-03
19.3600,2.04454873e-03
19.3800,2.03997853e-03
