r_bohr,u_c
0.48000,-1.19836061e+00
0.48200,-1.20015533e+00
0.48400,-1.20188977e+00
0.48600,-1.20356449e+00
0.48800,-1.20518008e+00
0.49000,-1.20673709e+00
0.49200,-1.20823610e+00
0.49400,-1.20967765e+00
0.49600,-1.21106232e+00
0.49800,-1.21239066e+00
0.50000,-1.21366323e+00
0.50200,-1.21488057e+00
0.50400,-1.21604324e+00
0.50600,-1.21715179e+00
0.50800,-1.21820676e+00
0.51000,-1.21920869e+00
0.51200,-1.22015812e+00
0.51400,-1.22105559e+00
0.51600,-1.22190163e+00
0.51800,-1.22269678e+00
0.52000,-1.22344156e+00
0.52200,-1.22413650e+00
0.52400,-1.22478212e+00
0.52600,-1.22537894e+00
0.52800,-1.22592747e+00
0.53000,-1.22642824e+00
0.53200,-1.22688175e+00
0.53400,-1.22728852e+00
0.53600,-1.22764903e+00
0.53800,-1.22796380e+00
0.54000,-1.22823333e+00
0.54200,-1.22845811e+00
0.54400,-1.22863863e+00
0.54600,-1.22877538e+00
0.54800,-1.22886886e+00
0.55000,-1.22891953e+00
0.55200,-1.22892789e+00
0.55400,-1.22889440e+00
0.55600,-1.22881955e+00
0.55800,-1.22870379e+00
0.56000,-1.22854761e+00
0.56200,-1.22835146e+00
0.56400,-1.22811580e+00
0.56600,-1.22784110e+00
0.56800,-1.22752780e+00
0.57000,-1.22717635e+00
0.57200,-1.22678722e+00
0.57400,-1.22636082e+00
0.57600,-1.22589763e+00
0.57800,-1.22539805e+00
0.58000,-1.22486254e+00
0.58200,-1.22429153e+00
0.58400,-1.22368544e+00
0.58600,-1.22304470e+00
0.58800,-1.22236973e+00
0.59000,-1.22166095e+00
0.59200,-1.22091877e+00
0.59400,-1.22014361e+00
0.59600,-1.21933587e+00
0.59800,-1.21849597e+00
0.60000,-1.21762430e+00
0.60200,-1.21672127e+00
0.60400,-1.21578727e+00
0.60600,-1.21482269e+00
0.60800,-1.21382793e+00
0.61000,-1.21280337e+00
0.61200,-1.21174939e+00
0.61400,-1.21066638e+00
0.61600,-1.20955471e+00
0.61800,-1.20841475e+00
0.62000,-1.20724689e+00
0.62200,-1.20605148e+00
0.62400,-1.20482890e+00
0.62600,-1.20357950e+00
0.62800,-1.20230364e+00
0.63000,-1.20100168e+00
0.63200,-1.19967397e+00
0.63400,-1.19832087e+00
0.63600,-1.19694271e+00
0.63800,-1.19553985e+00
0.64000,-1.19411262e+00
0.64200,-1.19266136e+00
0.64400,-1.19118640e+00
0.64600,-1.18968809e+00
0.64800,-1.18816674e+00
0.65000,-1.18662269e+00
0.65200,-1.18505625e+00
0.65400,-1.18346775e+00
0.65600,-1.18185751e+00
0.65800,-1.18022583e+00
0.66000,-1.17857304e+00
0.66200,-1.17689944e+00
0.66400,-1.17520534e+00
0.66600,-1.17349104e+00
0.66800,-1.17175684e+00
0.67000,-1.17000303e+00
0.67200,-1.16822993e+00
0.67400,-1.16643781e+00
0.67600,-1.16462697e+00
0.67800,-1.16279769e+00
0.68000,-1.16095026e+00
0.68200,-1.15908496e+00
0.68400,-1.15720207e+00
0.68600,-1.15530187e+00
0.68800,-1.15338463e+00
0.69000,-1.15145062e+00
0.69200,-1.14950011e+00
0.69400,-1.14753336e+00
0.69600,-1.14555065e+00
0.69800,-1.14355222e+00
0.70000,-1.14153835e+00
0.70200,-1.13950929e+00
0.70400,-1.13746528e+00
0.70600,-1.13540658e+00
0.70800,-1.13333345e+00
0.71000,-1.13124612e+00
0.71200,-1.12914484e+00
0.71400,-1.12702985e+00
0.71600,-1.12490140e+00
0.71800,-1.12275971e+00
0.72000,-1.12060502e+00
0.72200,-1.11843757e+00
0.72400,-1.11625758e+00
0.72600,-1.11406529e+00
0.72800,-1.11186091e+00
0.73000,-1.10964468e+00
0.73200,-1.10741680e+00
0.73400,-1.10517750e+00
0.73600,-1.10292701e+00
0.73800,-1.10066552e+00
0.74000,-1.09839325e+00
0.74200,-1.09611042e+00
0.74400,-1.09381723e+00
0.74600,-1.09151388e+00
0.74800,-1.08920059e+00
0.75000,-1.08687754e+00
0.75200,-1.08454495e+00
0.75400,-1.08220300e+00
0.75600,-1.07985190e+00
0.75800,-1.07749183e+00
0.76000,-1.07512299e+00
0.76200,-1.07274557e+00
0.76400,-1.07035976e+00
0.76600,-1.06796573e+00
0.76800,-1.06556368e+00
0.77000,-1.06315378e+00
0.77200,-1.06073622e+00
0.77400,-1.05831116e+00
0.77600,-1.05587880e+00
0.77800,-1.05343930e+00
0.78000,-1.05099283e+00
0.78200,-1.04853957e+00
0.78400,-1.04607967e+00
0.78600,-1.04361332e+00
0.78800,-1.04114067e+00
0.79000,-1.03866189e+00
0.79200,-1.03617714e+00
0.79400,-1.03368658e+00
0.79600,-1.03119036e+00
0.79800,-1.02868865e+00
0.80000,-1.02618159e+00
0.80200,-1.02366934e+00
0.80400,-1.02115205e+00
0.80600,-1.01862987e+00
0.80800,-1.01610294e+00
0.81000,-1.01357143e+00
0.81200,-1.01103546e+00
0.81400,-1.00849518e+00
0.81600,-1.00595073e+00
0.81800,-1.00340225e+00
0.82000,-1.00084989e+00
0.82200,-9.98293773e-01
0.82400,-9.95734038e-01
0.82600,-9.93170819e-01
0.82800,-9.90604248e-01
0.83000,-9.88034455e-01
0.83200,-9.85461570e-01
0.83400,-9.82885720e-01
0.83600,-9.80307032e-01
0.83800,-9.77725630e-01
0.84000,-9.75141638e-01
0.84200,-9.72555177e-01
0.84400,-9.69966369e-01
0.84600,-9.67375332e-01
0.84800,-9.64782183e-01
0.85000,-9.62187040e-01
0.85200,-9.59590018e-01
0.85400,-9.56991230e-01
0.85600,-9.54390788e-01
0.85800,-9.51788804e-01
0.86000,-9.49185388e-01
0.86200,-9.46580647e-01
0.86400,-9.43974689e-01
0.86600,-9.41367620e-01
0.86800,-9.38759545e-01
0.87000,-9.36150566e-01
0.87200,-9.33540787e-01
0.87400,-9.30930308e-01
0.87600,-9.28319229e-01
0.87800,-9.25707649e-01
0.88000,-9.23095664e-01
0.88200,-9.20483371e-01
0.88400,-9.17870865e-01
0.88600,-9.15258240e-01
0.88800,-9.12645589e-01
0.89000,-9.10033003e-01
0.89200,-9.07420572e-01
0.89400,-9.04808386e-01
0.89600,-9.02196533e-01
0.89800,-8.99585101e-01
0.90000,-8.96974175e-01
0.90200,-8.94363841e-01
0.90400,-8.91754181e-01
0.90600,-8.89145280e-01
0.90800,-8.86537219e-01
0.91000,-8.83930078e-01
0.91200,-8.81323938e-01
0.91400,-8.78718878e-01
0.91600,-8.76114974e-01
0.91800,-8.73512304e-01
0.92000,-8.70910944e-01
0.92200,-8.68310968e-01
0.92400,-8.65712450e-01
0.92600,-8.63115464e-01
0.92800,-8.60520080e-01
0.93000,-8.57926371e-01
0.93200,-8.55334405e-01
0.93400,-8.52744253e-01
0.93600,-8.50155982e-01
0.93800,-8.47569660e-01
0.94000,-8.44985354e-01
0.94200,-8.42403128e-01
0.94400,-8.39823047e-01
0.94600,-8.37245176e-01
0.94800,-8.34669577e-01
0.95000,-8.32096312e-01
0.95200,-8.29525443e-01
0.95400,-8.26957030e-01
0.95600,-8.24391132e-01
0.95800,-8.21827809e-01
0.96000,-8.19267118e-01
0.96200,-8.16709116e-01
0.96400,-8.14153860e-01
0.96600,-8.11601406e-01
0.96800,-8.09051807e-01
0.97000,-8.06505119e-01
0.97200,-8.03961394e-01
0.97400,-8.01420686e-01
0.97600,-7.98883045e-01
0.97800,-7.96348522e-01
0.98000,-7.93817169e-01
0.98200,-7.91289034e-01
0.98400,-7.88764166e-01
0.98600,-7.86242614e-01
0.98800,-7.83724424e-01
0.99000,-7.81209645e-01
0.99200,-7.78698321e-01
0.99400,-7.76190497e-01
0.99600,-7.73686220e-01
0.99800,-7.71185532e-01
1.00000,-7.68688477e-01
1.00200,-7.66195097e-01
1.00400,-7.63705435e-01
1.00600,-7.61219532e-01
1.00800,-7.58737429e-01
1.01000,-7.56259165e-01
1.01200,-7.53784781e-01
1.01400,-7.51314314e-01
1.01600,-7.48847804e-01
1.01800,-7.46385288e-01
1.02000,-7.43926803e-01
1.02200,-7.41472386e-01
1.02400,-7.39022072e-01
1.02600,-7.36575896e-01
1.02800,-7.34133894e-01
1.03000,-7.31696098e-01
1.03200,-7.29262544e-01
1.03400,-7.26833264e-01
1.03600,-7.24408290e-01
1.03800,-7.21987655e-01
1.04000,-7.19571389e-01
1.04200,-7.17159524e-01
1.04400,-7.14752089e-01
1.04600,-7.12349115e-01
1.04800,-7.09950631e-01
1.05000,-7.07556665e-01
1.05200,-7.05167246e-01
1.05400,-7.02782402e-01
1.05600,-7.00402159e-01
1.05800,-6.98026544e-01
1.06000,-6.95655584e-01
1.06200,-6.93289305e-01
1.06400,-6.90927731e-01
1.06600,-6.88570888e-01
1.06800,-6.86218799e-01
1.07000,-6.83871490e-01
1.07200,-6.81528982e-01
1.07400,-6.79191299e-01
1.07600,-6.76858464e-01
1.07800,-6.74530499e-01
1.08000,-6.72207425e-01
1.08200,-6.69889264e-01
1.08400,-6.67576035e-01
1.08600,-6.65267761e-01
1.08800,-6.62964460e-01
1.09000,-6.60666152e-01
1.09200,-6.58372856e-01
1.09400,-6.56084591e-01
1.09600,-6.53801375e-01
1.09800,-6.51523226e-01
1.10000,-6.49250161e-01
1.10200,-6.46982198e-01
1.10400,-6.44719354e-01
1.10600,-6.42461644e-01
1.10800,-6.40209084e-01
1.11000,-6.37961691e-01
1.11200,-6.35719479e-01
1.11400,-6.33482463e-01
1.11600,-6.31250658e-01
1.11800,-6.29024078e-01
1.12000,-6.26802736e-01
1.12200,-6.24586647e-01
1.12400,-6.22375822e-01
1.12600,-6.20170275e-01
1.12800,-6.17970019e-01
1.13000,-6.15775065e-01
1.13200,-6.13585424e-01
1.13400,-6.11401109e-01
1.13600,-6.09222131e-01
1.13800,-6.07048500e-01
1.14000,-6.04880226e-01
1.14200,-6.02717320e-01
1.14400,-6.00559792e-01
1.14600,-5.98407651e-01
1.14800,-5.96260907e-01
1.15000,-5.94119567e-01
1.15200,-5.91983641e-01
1.15400,-5.89853138e-01
1.15600,-5.87728065e-01
1.15800,-5.85608429e-01
1.16000,-5.83494239e-01
1.16200,-5.81385502e-01
1.16400,-5.79282224e-01
1.16600,-5.77184412e-01
1.16800,-5.75092073e-01
1.17000,-5.73005212e-01
1.17200,-5.70923835e-01
1.17400,-5.68847949e-01
1.17600,-5.66777558e-01
1.17800,-5.64712667e-01
1.18000,-5.62653281e-01
1.18200,-5.60599405e-01
1.18400,-5.58551042e-01
1.18600,-5.56508198e-01
1.18800,-5.54470876e-01
1.19000,-5.52439079e-01
1.19200,-5.50412810e-01
1.19400,-5.48392074e-01
1.19600,-5.46376872e-01
1.19800,-5.44367208e-01
1.20000,-5.42363084e-01
1.20200,-5.40364502e-01
1.20400,-5.38371463e-01
1.20600,-5.36383971e-01
1.20800,-5.34402026e-01
1.21000,-5.32425630e-01
1.21200,-5.30454784e-01
1.21400,-5.28489488e-01
1.21600,-5.26529744e-01
1.21800,-5.24575552e-01
1.22000,-5.22626913e-01
1.22200,-5.20683826e-01
1.22400,-5.18746291e-01
1.22600,-5.16814309e-01
1.22800,-5.14887879e-01
1.23000,-5.12966999e-01
1.23200,-5.11051671e-01
1.23400,-5.09141891e-01
1.23600,-5.07237660e-01
1.23800,-5.05338975e-01
1.24000,-5.03445836e-01
1.24200,-5.01558240e-01
1.24400,-4.99676186e-01
1.24600,-4.97799672e-01
1.24800,-4.95928695e-01
1.25000,-4.94063254e-01
1.25200,-4.92203345e-01
1.25400,-4.90348965e-01
1.25600,-4.88500113e-01
1.25800,-4.86656785e-01
1.26000,-4.84818977e-01
1.26200,-4.82986687e-01
1.26400,-4.81159911e-01
1.26600,-4.79338646e-01
1.26800,-4.77522887e-01
1.27000,-4.75712631e-01
1.27200,-4.73907873e-01
1.27400,-4.72108610e-01
1.27600,-4.70314837e-01
1.27800,-4.68526549e-01
1.28000,-4.66743743e-01
1.28200,-4.64966413e-01
1.28400,-4.63194554e-01
1.28600,-4.61428161e-01
1.28800,-4.59667230e-01
1.29000,-4.57911755e-01
1.29200,-4.56161730e-01
1.29400,-4.54417151e-01
1.29600,-4.52678011e-01
1.29800,-4.50944304e-01
1.30000,-4.49216025e-01
1.30200,-4.47493169e-01
1.30400,-4.45775727e-01
1.30600,-4.44063696e-01
1.30800,-4.42357067e-01
1.31000,-4.40655836e-01
1.31200,-4.38959994e-01
1.31400,-4.37269536e-01
1.31600,-4.35584454e-01
1.31800,-4.33904743e-01
1.32000,-4.32230394e-01
1.32200,-4.30561401e-01
1.32400,-4.28897757e-01
1.32600,-4.27239454e-01
1.32800,-4.25586486e-01
1.33000,-4.23938843e-01
1.33200,-4.22296520e-01
1.33400,-4.20659508e-01
1.33600,-4.19027800e-01
1.33800,-4.17401387e-01
1.34000,-4.15780263e-01
1.34200,-4.14164418e-01
1.34400,-4.12553845e-01
1.34600,-4.10948535e-01
1.34800,-4.09348481e-01
1.35000,-4.07753673e-01
1.35200,-4.06164105e-01
1.35400,-4.04579766e-01
1.35600,-4.03000649e-01
1.35800,-4.01426744e-01
1.36000,-3.99858043e-01
1.36200,-3.98294538e-01
1.36400,-3.96736219e-01
1.36600,-3.95183078e-01
1.36800,-3.93635105e-01
1.37000,-3.92092291e-01
1.37200,-3.90554627e-01
1.37400,-3.89022104e-01
1.37600,-3.87494713e-01
1.37800,-3.85972444e-01
1.38000,-3.84455287e-01
1.38200,-3.82943234e-01
1.38400,-3.81436275e-01
1.38600,-3.79934400e-01
1.38800,-3.78437599e-01
1.39000,-3.76945864e-01
1.39200,-3.75459183e-01
1.39400,-3.73977547e-01
1.39600,-3.72500946e-01
1.39800,-3.71029370e-01
1.40000,-3.69562810e-01
1.40200,-3.68101255e-01
1.40400,-3.66644695e-01
1.40600,-3.65193120e-01
1.40800,-3.63746519e-01
1.41000,-3.62304883e-01
1.41200,-3.60868201e-01
1.41400,-3.59436462e-01
1.41600,-3.58009657e-01
1.41800,-3.56587775e-01
1.42000,-3.55170805e-01
1.42200,-3.53758738e-01
1.42400,-3.52351561e-01
1.42600,-3.50949265e-01
1.42800,-3.49551839e-01
1.43000,-3.48159272e-01
1.43200,-3.46771554e-01
1.43400,-3.45388673e-01
1.43600,-3.44010619e-01
1.43800,-3.42637382e-01
1.44000,-3.41268950e-01
1.44200,-3.39905312e-01
1.44400,-3.38546457e-01
1.44600,-3.37192374e-01
1.44800,-3.35843053e-01
1.45000,-3.34498483e-01
1.45200,-3.33158651e-01
1.45400,-3.31823547e-01
1.45600,-3.30493161e-01
1.45800,-3.29167480e-01
1.46000,-3.27846493e-01
1.46200,-3.26530190e-01
1.46400,-3.25218559e-01
1.46600,-3.23911589e-01
1.46800,-3.22609268e-01
1.47000,-3.21311585e-01
1.47200,-3.20018529e-01
1.47400,-3.18730089e-01
1.47600,-3.17446252e-01
1.47800,-3.16167009e-01
1.48000,-3.14892346e-01
1.48200,-3.13622253e-01
1.48400,-3.12356718e-01
1.48600,-3.11095730e-01
1.48800,-3.09839277e-01
1.49000,-3.08587348e-01
1.49200,-3.07339930e-01
1.49400,-3.06097014e-01
1.49600,-3.04858586e-01
1.49800,-3.03624635e-01
1.50000,-3.02395151e-01
1.50200,-3.01170120e-01
1.50400,-2.99949532e-01
1.50600,-2.98733375e-01
1.50800,-2.97521636e-01
1.51000,-2.96314306e-01
1.51200,-2.95111370e-01
1.51400,-2.93912819e-01
1.51600,-2.92718641e-01
1.51800,-2.91528823e-01
1.52000,-2.90343353e-01
1.52200,-2.89162221e-01
1.52400,-2.87985414e-01
1.52600,-2.86812921e-01
1.52800,-2.85644730e-01
1.53000,-2.84480828e-01
1.53200,-2.83321206e-01
1.53400,-2.82165849e-01
1.53600,-2.81014747e-01
1.53800,-2.79867888e-01
1.54000,-2.78725261e-01
1.54200,-2.77586852e-01
1.54400,-2.76452651e-01
1.54600,-2.75322646e-01
1.54800,-2.74196825e-01
1.55000,-2.73075176e-01
1.55200,-2.71957687e-01
1.55400,-2.70844346e-01
1.55600,-2.69735143e-01
1.55800,-2.68630064e-01
1.56000,-2.67529098e-01
1.56200,-2.66432233e-01
1.56400,-2.65339457e-01
1.56600,-2.64250759e-01
1.56800,-2.63166127e-01
1.57000,-2.62085549e-01
1.57200,-2.61009013e-01
1.57400,-2.59936507e-01
1.57600,-2.58868019e-01
1.57800,-2.57803539e-01
1.58000,-2.56743053e-01
1.58200,-2.55686550e-01
1.58400,-2.54634019e-01
1.58600,-2.53585447e-01
1.58800,-2.52540823e-01
1.59000,-2.51500135e-01
1.59200,-2.50463372e-01
1.59400,-2.49430520e-01
1.59600,-2.48401570e-01
1.59800,-2.47376508e-01
1.60000,-2.46355324e-01
1.60200,-2.45338006e-01
1.60400,-2.44324541e-01
1.60600,-2.43314918e-01
1.60800,-2.42309125e-01
1.61000,-2.41307152e-01
1.61200,-2.40308985e-01
1.61400,-2.39314614e-01
1.61600,-2.38324026e-01
1.61800,-2.37337210e-01
1.62000,-2.36354155e-01
1.62200,-2.35374849e-01
1.62400,-2.34399279e-01
1.62600,-2.33427435e-01
1.62800,-2.32459305e-01
1.63000,-2.31494877e-01
1.63200,-2.30534141e-01
1.63400,-2.29577083e-01
1.63600,-2.28623693e-01
1.63800,-2.27673958e-01
1.64000,-2.26727869e-01
1.64200,-2.25785412e-01
1.64400,-2.24846577e-01
1.64600,-2.23911353e-01
1.64800,-2.22979726e-01
1.65000,-2.22051687e-01
1.65200,-2.21127224e-01
1.65400,-2.20206325e-01
1.65600,-2.19288978e-01
1.65800,-2.18375173e-01
1.66000,-2.17464899e-01
1.66200,-2.16558143e-01
1.66400,-2.15654894e-01
1.66600,-2.14755141e-01
1.66800,-2.13858873e-01
1.67000,-2.12966079e-01
1.67200,-2.12076746e-01
1.67400,-2.11190864e-01
1.67600,-2.10308422e-01
1.67800,-2.09429409e-01
1.68000,-2.08553812e-01
1.68200,-2.07681622e-01
1.68400,-2.06812826e-01
1.68600,-2.05947414e-01
1.68800,-2.05085374e-01
1.69000,-2.04226696e-01
1.69200,-2.03371368e-01
1.69400,-2.02519379e-01
1.69600,-2.01670718e-01
1.69800,-2.00825374e-01
1.70000,-1.99983336e-01
1.70200,-1.99144593e-01
1.70400,-1.98309134e-01
1.70600,-1.97476948e-01
1.70800,-1.96648024e-01
1.71000,-1.95822352e-01
1.71200,-1.94999919e-01
1.71400,-1.94180716e-01
1.71600,-1.93364731e-01
1.71800,-1.92551954e-01
1.72000,-1.91742373e-01
1.72200,-1.90935978e-01
1.72400,-1.90132759e-01
1.72600,-1.89332704e-01
1.72800,-1.88535802e-01
1.73000,-1.87742044e-01
1.73200,-1.86951417e-01
1.73400,-1.86163912e-01
1.73600,-1.85379518e-01
1.73800,-1.84598224e-01
1.74000,-1.83820020e-01
1.74200,-1.83044894e-01
1.74400,-1.82272837e-01
1.74600,-1.81503838e-01
1.74800,-1.80737886e-01
1.75000,-1.79974971e-01
1.75200,-1.79215082e-01
1.75400,-1.78458209e-01
1.75600,-1.77704342e-01
1.75800,-1.76953469e-01
1.76000,-1.76205581e-01
1.76200,-1.75460667e-01
1.76400,-1.74718717e-01
1.76600,-1.73979721e-01
1.76800,-1.73243667e-01
1.77000,-1.72510547e-01
1.77200,-1.71780349e-01
1.77400,-1.71053064e-01
1.77600,-1.70328681e-01
1.77800,-1.69607190e-01
1.78000,-1.68888581e-01
1.78200,-1.68172843e-01
1.78400,-1.67459967e-01
1.78600,-1.66749943e-01
1.78800,-1.66042760e-01
1.79000,-1.65338408e-01
1.79200,-1.64636878e-01
1.79400,-1.63938159e-01
1.79600,-1.63242242e-01
1.79800,-1.62549116e-01
1.80000,-1.61858771e-01
1.80200,-1.61171199e-01
1.80400,-1.60486387e-01
1.80600,-1.59804328e-01
1.80800,-1.59125011e-01
1.81000,-1.58448426e-01
1.81200,-1.57774563e-01
1.81400,-1.57103414e-01
1.81600,-1.56434967e-01
1.81800,-1.55769213e-01
1.82000,-1.55106143e-01
1.82200,-1.54445747e-01
1.82400,-1.53788015e-01
1.82600,-1.53132938e-01
1.82800,-1.52480506e-01
1.83000,-1.51830710e-01
1.83200,-1.51183539e-01
1.83400,-1.50538986e-01
1.83600,-1.49897039e-01
1.83800,-1.49257689e-01
1.84000,-1.48620928e-01
1.84200,-1.47986746e-01
1.84400,-1.47355133e-01
1.84600,-1.46726079e-01
1.84800,-1.46099577e-01
1.85000,-1.45475616e-01
1.85200,-1.44854187e-01
1.85400,-1.44235280e-01
1.85600,-1.43618888e-01
1.85800,-1.43004999e-01
1.86000,-1.42393606e-01
1.86200,-1.41784699e-01
1.86400,-1.41178269e-01
1.86600,-1.40574306e-01
1.86800,-1.39972802e-01
1.87000,-1.39373748e-01
1.87200,-1.38777135e-01
1.87400,-1.38182953e-01
1.87600,-1.37591193e-01
