r_bohr,u_c
0.98000,-8.72852844e-01
0.98200,-8.70714134e-01
0.98400,-8.68575275e-01
0.98600,-8.66436329e-01
0.98800,-8.64297354e-01
0.99000,-8.62158409e-01
0.99200,-8.60019552e-01
0.99400,-8.57880841e-01
0.99600,-8.55742333e-01
0.99800,-8.53604083e-01
1.00000,-8.51466148e-01
1.00200,-8.49328582e-01
1.00400,-8.47191440e-01
1.00600,-8.45054775e-01
1.00800,-8.42918641e-01
1.01000,-8.40783089e-01
1.01200,-8.38648172e-01
1.01400,-8.36513941e-01
1.01600,-8.34380446e-01
1.01800,-8.32247739e-01
1.02000,-8.30115867e-01
1.02200,-8.27984880e-01
1.02400,-8.25854827e-01
1.02600,-8.23725755e-01
1.02800,-8.21597712e-01
1.03000,-8.19470743e-01
1.03200,-8.17344896e-01
1.03400,-8.15220216e-01
1.03600,-8.13096747e-01
1.03800,-8.10974534e-01
1.04000,-8.08853622e-01
1.04200,-8.06734053e-01
1.04400,-8.04615870e-01
1.04600,-8.02499117e-01
1.04800,-8.00383834e-01
1.05000,-7.98270063e-01
1.05200,-7.96157845e-01
1.05400,-7.94047221e-01
1.05600,-7.91938229e-01
1.05800,-7.89830910e-01
1.06000,-7.87725302e-01
1.06200,-7.85621444e-01
1.06400,-7.83519373e-01
1.06600,-7.81419128e-01
1.06800,-7.79320744e-01
1.07000,-7.77224259e-01
1.07200,-7.75129709e-01
1.07400,-7.73037129e-01
1.07600,-7.70946554e-01
1.07800,-7.68858019e-01
1.08000,-7.66771558e-01
1.08200,-7.64687205e-01
1.08400,-7.62604994e-01
1.08600,-7.60524957e-01
1.08800,-7.58447127e-01
1.09000,-7.56371535e-01
1.09200,-7.54298214e-01
1.09400,-7.52227195e-01
1.09600,-7.50158509e-01
1.09800,-7.48092186e-01
1.10000,-7.46028255e-01
1.10200,-7.43966748e-01
1.10400,-7.41907692e-01
1.10600,-7.39851117e-01
1.10800,-7.37797052e-01
1.11000,-7.35745523e-01
1.11200,-7.33696560e-01
1.11400,-7.31650188e-01
1.11600,-7.29606436e-01
1.11800,-7.27565329e-01
1.12000,-7.25526894e-01
1.12200,-7.23491157e-01
1.12400,-7.21458143e-01
1.12600,-7.19427877e-01
1.12800,-7.17400384e-01
1.13000,-7.15375688e-01
1.13200,-7.13353813e-01
1.13400,-7.11334783e-01
1.13600,-7.09318622e-01
1.13800,-7.07305352e-01
1.14000,-7.05294996e-01
1.14200,-7.03287576e-01
1.14400,-7.01283115e-01
1.14600,-6.99281633e-01
1.14800,-6.97283153e-01
1.15000,-6.95287696e-01
1.15200,-6.93295281e-01
1.15400,-6.91305930e-01
1.15600,-6.89319663e-01
1.15800,-6.87336499e-01
1.16000,-6.85356458e-01
1.16200,-6.83379559e-01
1.16400,-6.81405821e-01
1.16600,-6.79435263e-01
1.16800,-6.77467903e-01
1.17000,-6.75503758e-01
1.17200,-6.73542847e-01
1.17400,-6.71585187e-01
1.17600,-6.69630795e-01
1.17800,-6.67679688e-01
1.18000,-6.65731883e-01
1.18200,-6.63787396e-01
1.18400,-6.61846243e-01
1.18600,-6.59908439e-01
1.18800,-6.57974001e-01
1.19000,-6.56042943e-01
1.19200,-6.54115281e-01
1.19400,-6.52191029e-01
1.19600,-6.50270202e-01
1.19800,-6.48352813e-01
1.20000,-6.46438878e-01
1.20200,-6.44528409e-01
1.20400,-6.42621420e-01
1.20600,-6.40717925e-01
1.20800,-6.38817935e-01
1.21000,-6.36921465e-01
1.21200,-6.35028527e-01
1.21400,-6.33139132e-01
1.21600,-6.31253293e-01
1.21800,-6.29371022e-01
1.22000,-6.27492329e-01
1.22200,-6.25617228e-01
1.22400,-6.23745728e-01
1.22600,-6.21877841e-01
1.22800,-6.20013578e-01
1.23000,-6.18152948e-01
1.23200,-6.16295962e-01
1.23400,-6.14442631e-01
1.23600,-6.12592964e-01
1.23800,-6.10746970e-01
1.24000,-6.08904659e-01
1.24200,-6.07066041e-01
1.24400,-6.05231124e-01
1.24600,-6.03399917e-01
1.24800,-6.01572429e-01
1.25000,-5.99748668e-01
1.25200,-5.97928643e-01
1.25400,-5.96112361e-01
1.25600,-5.94299830e-01
1.25800,-5.92491059e-01
1.26000,-5.90686054e-01
1.26200,-5.88884823e-01
1.26400,-5.87087373e-01
1.26600,-5.85293711e-01
1.26800,-5.83503843e-01
1.27000,-5.81717777e-01
1.27200,-5.79935518e-01
1.27400,-5.78157073e-01
1.27600,-5.76382448e-01
1.27800,-5.74611649e-01
1.28000,-5.72844681e-01
1.28200,-5.71081550e-01
1.28400,-5.69322262e-01
1.28600,-5.67566822e-01
1.28800,-5.65815234e-01
1.29000,-5.64067504e-01
1.29200,-5.62323636e-01
1.29400,-5.60583636e-01
1.29600,-5.58847507e-01
1.29800,-5.57115253e-01
1.30000,-5.55386880e-01
1.30200,-5.53662390e-01
1.30400,-5.51941788e-01
1.30600,-5.50225078e-01
1.30800,-5.48512262e-01
1.31000,-5.46803345e-01
1.31200,-5.45098330e-01
1.31400,-5.43397219e-01
1.31600,-5.41700016e-01
1.31800,-5.40006723e-01
1.32000,-5.38317344e-01
1.32200,-5.36631881e-01
1.32400,-5.34950335e-01
1.32600,-5.33272711e-01
1.32800,-5.31599009e-01
1.33000,-5.29929232e-01
1.33200,-5.28263382e-01
1.33400,-5.26601460e-01
1.33600,-5.24943469e-01
1.33800,-5.23289409e-01
1.34000,-5.21639282e-01
1.34200,-5.19993090e-01
1.34400,-5.18350834e-01
1.34600,-5.16712514e-01
1.34800,-5.15078132e-01
1.35000,-5.13447688e-01
1.35200,-5.11821184e-01
1.35400,-5.10198620e-01
1.35600,-5.08579996e-01
1.35800,-5.06965312e-01
1.36000,-5.05354570e-01
1.36200,-5.03747768e-01
1.36400,-5.02144908e-01
1.36600,-5.00545989e-01
1.36800,-4.98951011e-01
1.37000,-4.97359974e-01
1.37200,-4.95772878e-01
1.37400,-4.94189721e-01
1.37600,-4.92610503e-01
1.37800,-4.91035224e-01
1.38000,-4.89463884e-01
1.38200,-4.87896480e-01
1.38400,-4.86333012e-01
1.38600,-4.84773480e-01
1.38800,-4.83217882e-01
1.39000,-4.81666216e-01
1.39200,-4.80118482e-01
1.39400,-4.78574678e-01
1.39600,-4.77034802e-01
1.39800,-4.75498853e-01
1.40000,-4.73966830e-01
1.40200,-4.72438729e-01
1.40400,-4.70914551e-01
1.40600,-4.69394292e-01
1.40800,-4.67877951e-01
1.41000,-4.66365526e-01
1.41200,-4.64857014e-01
1.41400,-4.63352413e-01
1.41600,-4.61851722e-01
1.41800,-4.60354936e-01
1.42000,-4.58862054e-01
1.42200,-4.57373074e-01
1.42400,-4.55887993e-01
1.42600,-4.54406807e-01
1.42800,-4.52929515e-01
1.43000,-4.51456113e-01
1.43200,-4.49986598e-01
1.43400,-4.48520968e-01
1.43600,-4.47059219e-01
1.43800,-4.45601348e-01
1.44000,-4.44147352e-01
1.44200,-4.42697228e-01
1.44400,-4.41250972e-01
1.44600,-4.39808581e-01
1.44800,-4.38370051e-01
1.45000,-4.36935379e-01
1.45200,-4.35504562e-01
1.45400,-4.34077595e-01
1.45600,-4.32654474e-01
1.45800,-4.31235197e-01
1.46000,-4.29819759e-01
1.46200,-4.28408156e-01
1.46400,-4.27000384e-01
1.46600,-4.25596440e-01
1.46800,-4.24196318e-01
1.47000,-4.22800016e-01
1.47200,-4.21407528e-01
1.47400,-4.20018851e-01
1.47600,-4.18633980e-01
1.47800,-4.17252911e-01
1.48000,-4.15875639e-01
1.48200,-4.14502160e-01
1.48400,-4.13132470e-01
1.48600,-4.11766563e-01
1.48800,-4.10404435e-01
1.49000,-4.09046082e-01
1.49200,-4.07691499e-01
1.49400,-4.06340680e-01
1.49600,-4.04993622e-01
1.49800,-4.03650319e-01
1.50000,-4.02310767e-01
1.50200,-4.00974959e-01
1.50400,-3.99642892e-01
1.50600,-3.98314561e-01
1.50800,-3.96989960e-01
1.51000,-3.95669083e-01
1.51200,-3.94351927e-01
1.51400,-3.93038486e-01
1.51600,-3.91728753e-01
1.51800,-3.90422725e-01
1.52000,-3.89120396e-01
1.52200,-3.87821760e-01
1.52400,-3.86526812e-01
1.52600,-3.85235546e-01
1.52800,-3.83947958e-01
1.53000,-3.82664040e-01
1.53200,-3.81383789e-01
1.53400,-3.80107198e-01
1.53600,-3.78834261e-01
1.53800,-3.77564973e-01
1.54000,-3.76299329e-01
1.54200,-3.75037322e-01
1.54400,-3.73778946e-01
1.54600,-3.72524196e-01
1.54800,-3.71273067e-01
1.55000,-3.70025551e-01
1.55200,-3.68781643e-01
1.55400,-3.67541338e-01
1.55600,-3.66304629e-01
1.55800,-3.65071510e-01
1.56000,-3.63841975e-01
1.56200,-3.62616018e-01
1.56400,-3.61393633e-01
1.56600,-3.60174814e-01
1.56800,-3.58959555e-01
1.57000,-3.57747849e-01
1.57200,-3.56539691e-01
1.57400,-3.55335073e-01
1.57600,-3.54133991e-01
1.57800,-3.52936437e-01
1.58000,-3.51742405e-01
1.58200,-3.50551889e-01
1.58400,-3.49364883e-01
1.58600,-3.48181379e-01
1.58800,-3.47001373e-01
1.59000,-3.45824856e-01
1.59200,-3.44651824e-01
1.59400,-3.43482269e-01
1.59600,-3.42316185e-01
1.59800,-3.41153565e-01
1.60000,-3.39994403e-01
1.60200,-3.38838692e-01
1.60400,-3.37686426e-01
1.60600,-3.36537598e-01
1.60800,-3.35392201e-01
1.61000,-3.34250229e-01
1.61200,-3.33111676e-01
1.61400,-3.31976534e-01
1.61600,-3.30844796e-01
1.61800,-3.29716457e-01
1.62000,-3.28591509e-01
1.62200,-3.27469946e-01
1.62400,-3.26351760e-01
1.62600,-3.25236946e-01
1.62800,-3.24125496e-01
1.63000,-3.23017403e-01
1.63200,-3.21912661e-01
1.63400,-3.20811263e-01
1.63600,-3.19713202e-01
1.63800,-3.18618471e-01
1.64000,-3.17527063e-01
1.64200,-3.16438971e-01
1.64400,-3.15354189e-01
1.64600,-3.14272710e-01
1.64800,-3.13194526e-01
1.65000,-3.12119630e-01
1.65200,-3.11048016e-01
1.65400,-3.09979678e-01
1.65600,-3.08914606e-01
1.65800,-3.07852796e-01
1.66000,-3.06794239e-01
1.66200,-3.05738929e-01
1.66400,-3.04686859e-01
1.66600,-3.03638022e-01
1.66800,-3.02592410e-01
1.67000,-3.01550017e-01
1.67200,-3.00510835e-01
1.67400,-2.99474858e-01
1.67600,-2.98442078e-01
1.67800,-2.97412489e-01
1.68000,-2.96386083e-01
1.68200,-2.95362853e-01
1.68400,-2.94342793e-01
1.68600,-2.93325894e-01
1.68800,-2.92312150e-01
1.69000,-2.91301554e-01
1.69200,-2.90294098e-01
1.69400,-2.89289776e-01
1.69600,-2.88288581e-01
1.69800,-2.87290504e-01
1.70000,-2.86295540e-01
1.70200,-2.85303680e-01
1.70400,-2.84314918e-01
1.70600,-2.83329247e-01
1.70800,-2.82346659e-01
1.71000,-2.81367148e-01
1.71200,-2.80390705e-01
1.71400,-2.79417325e-01
1.71600,-2.78446999e-01
1.71800,-2.77479720e-01
1.72000,-2.76515482e-01
1.72200,-2.75554277e-01
1.72400,-2.74596098e-01
1.72600,-2.73640938e-01
1.72800,-2.72688789e-01
1.73000,-2.71739645e-01
1.73200,-2.70793498e-01
1.73400,-2.69850340e-01
1.73600,-2.68910166e-01
1.73800,-2.67972967e-01
1.74000,-2.67038736e-01
1.74200,-2.66107467e-01
1.74400,-2.65179151e-01
1.74600,-2.64253783e-01
1.74800,-2.63331353e-01
1.75000,-2.62411856e-01
1.75200,-2.61495285e-01
1.75400,-2.60581631e-01
1.75600,-2.59670887e-01
1.75800,-2.58763048e-01
1.76000,-2.57858104e-01
1.76200,-2.56956050e-01
1.76400,-2.56056878e-01
1.76600,-2.55160580e-01
1.76800,-2.54267150e-01
1.77000,-2.53376580e-01
1.77200,-2.52488863e-01
1.77400,-2.51603992e-01
1.77600,-2.50721960e-01
1.77800,-2.49842759e-01
1.78000,-2.48966383e-01
1.78200,-2.48092824e-01
1.78400,-2.47222075e-01
1.78600,-2.46354129e-01
1.78800,-2.45488979e-01
1.79000,-2.44626617e-01
1.79200,-2.43767037e-01
1.79400,-2.42910230e-01
1.79600,-2.42056191e-01
1.79800,-2.41204912e-01
1.80000,-2.40356385e-01
1.80200,-2.39510604e-01
1.80400,-2.38667561e-01
1.80600,-2.37827250e-01
1.80800,-2.36989663e-01
1.81000,-2.36154793e-01
1.81200,-2.35322633e-01
1.81400,-2.34493176e-01
1.81600,-2.33666415e-01
1.81800,-2.32842342e-01
1.82000,-2.32020951e-01
1.82200,-2.31202235e-01
1.82400,-2.30386185e-01
1.82600,-2.29572796e-01
1.82800,-2.28762061e-01
1.83000,-2.27953971e-01
1.83200,-2.27148521e-01
1.83400,-2.26345702e-01
1.83600,-2.25545509e-01
1.83800,-2.24747933e-01
1.84000,-2.23952969e-01
1.84200,-2.23160608e-01
1.84400,-2.22370845e-01
1.84600,-2.21583671e-01
1.84800,-2.20799080e-01
1.85000,-2.20017065e-01
1.85200,-2.19237618e-01
1.85400,-2.18460734e-01
1.85600,-2.17686405e-01
1.85800,-2.16914623e-01
1.86000,-2.16145382e-01
1.86200,-2.15378676e-01
1.86400,-2.14614497e-01
1.86600,-2.13852837e-01
1.86800,-2.13093691e-01
1.87000,-2.12337052e-01
1.87200,-2.11582911e-01
1.87400,-2.10831263e-01
1.87600,-2.10082101e-01
