r_bohr,u_c,V_H_c
0.47400,2.46566320e-01,2.10910820e+00
0.47600,2.42750298e-01,2.10026833e+00
0.47800,2.38990257e-01,2.09150162e+00
0.48000,2.35285456e-01,2.08280721e+00
0.48200,2.31635162e-01,2.07418420e+00
0.48400,2.28038652e-01,2.06563176e+00
0.48600,2.24495207e-01,2.05714902e+00
0.48800,2.21004118e-01,2.04873516e+00
0.49000,2.17564682e-01,2.04038937e+00
0.49200,2.14176204e-01,2.03211082e+00
0.49400,2.10837997e-01,2.02389873e+00
0.49600,2.07549380e-01,2.01575231e+00
0.49800,2.04309681e-01,2.00767080e+00
0.50000,2.01118234e-01,1.99965343e+00
0.50200,1.97974381e-01,1.99169945e+00
0.50400,1.94877471e-01,1.98380813e+00
0.50600,1.91826862e-01,1.97597875e+00
0.50800,1.88821916e-01,1.96821058e+00
0.51000,1.85862004e-01,1.96050293e+00
0.51200,1.82946506e-01,1.95285509e+00
0.51400,1.80074805e-01,1.94526639e+00
0.51600,1.77246294e-01,1.93773615e+00
0.51800,1.74460374e-01,1.93026371e+00
0.52000,1.71716450e-01,1.92284841e+00
0.52200,1.69013935e-01,1.91548961e+00
0.52400,1.66352250e-01,1.90818667e+00
0.52600,1.63730823e-01,1.90093897e+00
0.52800,1.61149087e-01,1.89374590e+00
0.53000,1.58606483e-01,1.88660683e+00
0.53200,1.56102459e-01,1.87952118e+00
0.53400,1.53636469e-01,1.87248836e+00
0.53600,1.51207974e-01,1.86550777e+00
0.53800,1.48816442e-01,1.85857886e+00
0.54000,1.46461346e-01,1.85170104e+00
0.54200,1.44142168e-01,1.84487377e+00
0.54400,1.41858394e-01,1.83809650e+00
0.54600,1.39609518e-01,1.83136868e+00
0.54800,1.37395039e-01,1.82468978e+00
0.55000,1.35214465e-01,1.81805927e+00
0.55200,1.33067306e-01,1.81147663e+00
0.55400,1.30953081e-01,1.80494136e+00
0.55600,1.28871316e-01,1.79845294e+00
0.55800,1.26821540e-01,1.79201087e+00
0.56000,1.24803290e-01,1.78561468e+00
0.56200,1.22816110e-01,1.77926387e+00
0.56400,1.20859547e-01,1.77295796e+00
0.56600,1.18933156e-01,1.76669649e+00
0.56800,1.17036497e-01,1.76047898e+00
0.57000,1.15169136e-01,1.75430499e+00
0.57200,1.13330644e-01,1.74817406e+00
0.57400,1.11520600e-01,1.74208574e+00
0.57600,1.09738585e-01,1.73603959e+00
0.57800,1.07984187e-01,1.73003519e+00
0.58000,1.06257002e-01,1.72407209e+00
0.58200,1.04556627e-01,1.71814989e+00
0.58400,1.02882668e-01,1.71226816e+00
0.58600,1.01234734e-01,1.70642649e+00
0.58800,9.96124399e-02,1.70062447e+00
0.59000,9.80154064e-02,1.69486171e+00
0.59200,9.64432585e-02,1.68913782e+00
0.59400,9.48956268e-02,1.68345239e+00
0.59600,9.33721466e-02,1.67780505e+00
0.59800,9.18724582e-02,1.67219542e+00
0.60000,9.03962071e-02,1.66662312e+00
0.60200,8.89430433e-02,1.66108778e+00
0.60400,8.75126217e-02,1.65558905e+00
0.60600,8.61046020e-02,1.65012654e+00
0.60800,8.47186485e-02,1.64469993e+00
0.61000,8.33544302e-02,1.63930884e+00
0.61200,8.20116208e-02,1.63395294e+00
0.61400,8.06898981e-02,1.62863188e+00
0.61600,7.93889449e-02,1.62334533e+00
0.61800,7.81084482e-02,1.61809294e+00
0.62000,7.68480992e-02,1.61287441e+00
0.62200,7.56075936e-02,1.60768939e+00
0.62400,7.43866315e-02,1.60253756e+00
0.62600,7.31849169e-02,1.59741862e+00
0.62800,7.20021583e-02,1.59233225e+00
0.63000,7.08380679e-02,1.58727814e+00
0.63200,6.96923624e-02,1.58225598e+00
0.63400,6.85647623e-02,1.57726547e+00
0.63600,6.74549921e-02,1.57230632e+00
0.63800,6.63627801e-02,1.56737823e+00
0.64000,6.52878587e-02,1.56248092e+00
0.64200,6.42299640e-02,1.55761409e+00
0.64400,6.31888359e-02,1.55277746e+00
0.64600,6.21642179e-02,1.54797075e+00
0.64800,6.11558574e-02,1.54319369e+00
0.65000,6.01635053e-02,1.53844601e+00
0.65200,5.91869161e-02,1.53372743e+00
0.65400,5.82258479e-02,1.52903768e+00
0.65600,5.72800621e-02,1.52437652e+00
0.65800,5.63493239e-02,1.51974366e+00
0.66000,5.54334016e-02,1.51513887e+00
0.66200,5.45320671e-02,1.51056188e+00
0.66400,5.36450953e-02,1.50601245e+00
0.66600,5.27722648e-02,1.50149033e+00
0.66800,5.19133570e-02,1.49699526e+00
0.67000,5.10681569e-02,1.49252702e+00
0.67200,5.02364523e-02,1.48808536e+00
0.67400,4.94180344e-02,1.48367005e+00
0.67600,4.86126972e-02,1.47928084e+00
0.67800,4.78202380e-02,1.47491752e+00
0.68000,4.70404568e-02,1.47057986e+00
0.68200,4.62731568e-02,1.46626762e+00
0.68400,4.55181439e-02,1.46198059e+00
0.68600,4.47752271e-02,1.45771854e+00
0.68800,4.40442181e-02,1.45348126e+00
0.69000,4.33249312e-02,1.44926854e+00
0.69200,4.26171839e-02,1.44508016e+00
0.69400,4.19207960e-02,1.44091591e+00
0.69600,4.12355902e-02,1.43677558e+00
0.69800,4.05613918e-02,1.43265897e+00
0.70000,3.98980287e-02,1.42856587e+00
0.70200,3.92453313e-02,1.42449609e+00
0.70400,3.86031327e-02,1.42044943e+00
0.70600,3.79712684e-02,1.41642568e+00
0.70800,3.73495763e-02,1.41242466e+00
0.71000,3.67378968e-02,1.40844618e+00
0.71200,3.61360728e-02,1.40449004e+00
0.71400,3.55439495e-02,1.40055606e+00
0.71600,3.49613742e-02,1.39664404e+00
0.71800,3.43881969e-02,1.39275382e+00
0.72000,3.38242696e-02,1.38888520e+00
0.72200,3.32694466e-02,1.38503801e+00
0.72400,3.27235844e-02,1.38121207e+00
0.72600,3.21865417e-02,1.37740721e+00
0.72800,3.16581794e-02,1.37362325e+00
0.73000,3.11383604e-02,1.36986001e+00
0.73200,3.06269497e-02,1.36611734e+00
0.73400,3.01238144e-02,1.36239506e+00
0.73600,2.96288236e-02,1.35869300e+00
0.73800,2.91418484e-02,1.35501100e+00
0.74000,2.86627619e-02,1.35134891e+00
0.74200,2.81914390e-02,1.34770655e+00
0.74400,2.77277568e-02,1.34408377e+00
0.74600,2.72715939e-02,1.34048041e+00
0.74800,2.68228310e-02,1.33689632e+00
0.75000,2.63813507e-02,1.33333134e+00
0.75200,2.59470372e-02,1.32978532e+00
0.75400,2.55197766e-02,1.32625811e+00
0.75600,2.50994567e-02,1.32274956e+00
0.75800,2.46859670e-02,1.31925952e+00
0.76000,2.42791989e-02,1.31578785e+00
0.76200,2.38790451e-02,1.31233440e+00
0.76400,2.34854003e-02,1.30889903e+00
0.76600,2.30981607e-02,1.30548159e+00
0.76800,2.27172241e-02,1.30208196e+00
0.77000,2.23424898e-02,1.29869998e+00
0.77200,2.19738589e-02,1.29533552e+00
0.77400,2.16112337e-02,1.29198845e+00
0.77600,2.12545184e-02,1.28865863e+00
0.77800,2.09036183e-02,1.28534592e+00
0.78000,2.05584404e-02,1.28205021e+00
0.78200,2.02188931e-02,1.27877135e+00
0.78400,1.98848862e-02,1.27550921e+00
0.78600,1.95563309e-02,1.27226368e+00
0.78800,1.92331399e-02,1.26903462e+00
0.79000,1.89152270e-02,1.26582191e+00
0.79200,1.86025077e-02,1.26262542e+00
0.79400,1.82948985e-02,1.25944504e+00
0.79600,1.79923174e-02,1.25628063e+00
0.79800,1.76946835e-02,1.25313209e+00
0.80000,1.74019174e-02,1.24999929e+00
0.80200,1.71139408e-02,1.24688211e+00
0.80400,1.68306766e-02,1.24378044e+00
0.80600,1.65520490e-02,1.24069416e+00
0.80800,1.62779833e-02,1.23762316e+00
0.81000,1.60084061e-02,1.23456732e+00
0.81200,1.57432449e-02,1.23152653e+00
0.81400,1.54824287e-02,1.22850069e+00
0.81600,1.52258874e-02,1.22548968e+00
0.81800,1.49735519e-02,1.22249339e+00
0.82000,1.47253545e-02,1.21951172e+00
0.82200,1.44812282e-02,1.21654456e+00
0.82400,1.42411074e-02,1.21359180e+00
0.82600,1.40049272e-02,1.21065333e+00
0.82800,1.37726241e-02,1.20772907e+00
0.83000,1.35441352e-02,1.20481889e+00
0.83200,1.33193990e-02,1.20192271e+00
0.83400,1.30983546e-02,1.19904041e+00
0.83600,1.28809424e-02,1.19617191e+00
0.83800,1.26671034e-02,1.19331709e+00
0.84000,1.24567798e-02,1.19047588e+00
0.84200,1.22499146e-02,1.18764815e+00
0.84400,1.20464518e-02,1.18483383e+00
0.84600,1.18463362e-02,1.18203282e+00
0.84800,1.16495134e-02,1.17924502e+00
0.85000,1.14559301e-02,1.17647033e+00
0.85200,1.12655336e-02,1.17370867e+00
0.85400,1.10782722e-02,1.17095995e+00
0.85600,1.08940949e-02,1.16822407e+00
0.85800,1.07129517e-02,1.16550095e+00
0.86000,1.05347931e-02,1.16279049e+00
0.86200,1.03595708e-02,1.16009261e+00
0.86400,1.01872368e-02,1.15740721e+00
0.86600,1.00177443e-02,1.15473423e+00
0.86800,9.85104692e-03,1.15207356e+00
0.87000,9.68709918e-03,1.14942512e+00
0.87200,9.52585629e-03,1.14678883e+00
0.87400,9.36727420e-03,1.14416460e+00
0.87600,9.21130953e-03,1.14155236e+00
0.87800,9.05791962e-03,1.13895202e+00
0.88000,8.90706247e-03,1.13636350e+00
0.88200,8.75869677e-03,1.13378671e+00
0.88400,8.61278186e-03,1.13122159e+00
0.88600,8.46927774e-03,1.12866805e+00
0.88800,8.32814506e-03,1.12612601e+00
0.89000,8.18934508e-03,1.12359539e+00
0.89200,8.05283969e-03,1.12107612e+00
0.89400,7.91859139e-03,1.11856813e+00
0.89600,7.78656330e-03,1.11607133e+00
0.89800,7.65671912e-03,1.11358565e+00
0.90000,7.52902311e-03,1.11111102e+00
0.90200,7.40344015e-03,1.10864736e+00
0.90400,7.27993565e-03,1.10619461e+00
0.90600,7.15847559e-03,1.10375268e+00
0.90800,7.03902650e-03,1.10132151e+00
0.91000,6.92155544e-03,1.09890102e+00
0.91200,6.80603002e-03,1.09649116e+00
0.91400,6.69241835e-03,1.09409183e+00
0.91600,6.58068906e-03,1.09170299e+00
0.91800,6.47081130e-03,1.08932456e+00
0.92000,6.36275470e-03,1.08695646e+00
0.92200,6.25648938e-03,1.08459864e+00
0.92400,6.15198597e-03,1.08225103e+00
0.92600,6.04921555e-03,1.07991355e+00
0.92800,5.94814966e-03,1.07758616e+00
0.93000,5.84876032e-03,1.07526877e+00
0.93200,5.75102000e-03,1.07296133e+00
0.93400,5.65490161e-03,1.07066377e+00
0.93600,5.56037850e-03,1.06837602e+00
0.93800,5.46742445e-03,1.06609804e+00
0.94000,5.37601367e-03,1.06382975e+00
0.94200,5.28612078e-03,1.06157109e+00
0.94400,5.19772081e-03,1.05932200e+00
0.94600,5.11078921e-03,1.05708242e+00
0.94800,5.02530182e-03,1.05485229e+00
0.95000,4.94123487e-03,1.05263155e+00
0.95200,4.85856498e-03,1.05042014e+00
0.95400,4.77726914e-03,1.04821800e+00
0.95600,4.69732472e-03,1.04602508e+00
0.95800,4.61870946e-03,1.04384131e+00
0.96000,4.54140147e-03,1.04166664e+00
0.96200,4.46537919e-03,1.03950101e+00
0.96400,4.39062144e-03,1.03734437e+00
0.96600,4.31710737e-03,1.03519666e+00
0.96800,4.24481647e-03,1.03305783e+00
0.97000,4.17372857e-03,1.03092781e+00
0.97200,4.10382381e-03,1.02880656e+00
0.97400,4.03508268e-03,1.02669403e+00
0.97600,3.96748597e-03,1.02459014e+00
0.97800,3.90101478e-03,1.02249487e+00
0.98000,3.83565055e-03,1.02040815e+00
0.98200,3.77137498e-03,1.01832992e+00
0.98400,3.70817009e-03,1.01626015e+00
0.98600,3.64601820e-03,1.01419877e+00
0.98800,3.58490190e-03,1.01214573e+00
0.99000,3.52480409e-03,1.01010100e+00
0.99200,3.46570791e-03,1.00806450e+00
0.99400,3.40759682e-03,1.00603620e+00
0.99600,3.35045453e-03,1.00401605e+00
0.99800,3.29426500e-03,1.00200400e+00
1.00000,3.23901248e-03,9.99999988e-01
1.00200,3.18468146e-03,9.98003981e-01
1.00400,3.13125670e-03,9.96015925e-01
1.00600,3.07872319e-03,9.94035775e-01
1.00800,3.02706617e-03,9.92063482e-01
1.01000,2.97627115e-03,9.90099000e-01
1.01200,2.92632383e-03,9.88142283e-01
1.01400,2.87721017e-03,9.86193285e-01
1.01600,2.82891638e-03,9.84251960e-01
1.01800,2.78142885e-03,9.82318263e-01
1.02000,2.73473424e-03,9.80392149e-01
1.02200,2.68881939e-03,9.78473574e-01
1.02400,2.64367137e-03,9.76562493e-01
1.02600,2.59927748e-03,9.74658863e-01
1.02800,2.55562521e-03,9.72762639e-01
1.03000,2.51270225e-03,9.70873780e-01
1.03200,2.47049650e-03,9.68992242e-01
1.03400,2.42899607e-03,9.67117983e-01
1.03600,2.38818925e-03,9.65250960e-01
1.03800,2.34806453e-03,9.63391131e-01
1.04000,2.30861058e-03,9.61538456e-01
1.04200,2.26981627e-03,9.59692893e-01
1.04400,2.23167063e-03,9.57854401e-01
1.04600,2.19416291e-03,9.56022940e-01
1.04800,2.15728250e-03,9.54198469e-01
1.05000,2.12101898e-03,9.52380948e-01
1.05200,2.08536210e-03,9.50570338e-01
1.05400,2.05030177e-03,9.48766600e-01
1.05600,2.01582809e-03,9.46969693e-01
1.05800,1.98193129e-03,9.45179581e-01
1.06000,1.94860179e-03,9.43396223e-01
1.06200,1.91583016e-03,9.41619582e-01
1.06400,1.88360711e-03,9.39849621e-01
1.06600,1.85192352e-03,9.38086301e-01
1.06800,1.82077041e-03,9.36329585e-01
1.07000,1.79013896e-03,9.34579436e-01
1.07200,1.76002049e-03,9.32835818e-01
1.07400,1.73040645e-03,9.31098694e-01
1.07600,1.70128846e-03,9.29368027e-01
1.07800,1.67265825e-03,9.27643782e-01
1.08000,1.64450770e-03,9.25925924e-01
1.08200,1.61682882e-03,9.24214416e-01
1.08400,1.58961376e-03,9.22509223e-01
1.08600,1.56285479e-03,9.20810311e-01
1.08800,1.53654431e-03,9.19117645e-01
1.09000,1.51067485e-03,9.17431191e-01
1.09200,1.48523906e-03,9.15750914e-01
1.09400,1.46022970e-03,9.14076781e-01
1.09600,1.43563968e-03,9.12408758e-01
1.09800,1.41146201e-03,9.10746811e-01
1.10000,1.38768979e-03,9.09090908e-01
1.10200,1.36431628e-03,9.07441015e-01
1.10400,1.34133483e-03,9.05797100e-01
1.10600,1.31873889e-03,9.04159131e-01
1.10800,1.29652204e-03,9.02527075e-01
1.11000,1.27467794e-03,9.00900900e-01
1.11200,1.25320038e-03,8.99280574e-01
1.11400,1.23208325e-03,8.97666067e-01
1.11600,1.21132051e-03,8.96057347e-01
1.11800,1.19090627e-03,8.94454382e-01
1.12000,1.17083470e-03,8.92857142e-01
1.12200,1.15110008e-03,8.91265596e-01
1.12400,1.13169678e-03,8.89679714e-01
1.12600,1.11261927e-03,8.88099466e-01
1.12800,1.09386211e-03,8.86524822e-01
1.13000,1.07541995e-03,8.84955751e-01
1.13200,1.05728751e-03,8.83392225e-01
1.13400,1.03945964e-03,8.81834214e-01
1.13600,1.02193123e-03,8.80281689e-01
1.13800,1.00469729e-03,8.78734621e-01
1.14000,9.87752887e-04,8.77192982e-01
1.14200,9.71093186e-04,8.75656742e-01
1.14400,9.54713426e-04,8.74125874e-01
1.14600,9.38608926e-04,8.72600348e-01
1.14800,9.22775083e-04,8.71080139e-01
1.15000,9.07207371e-04,8.69565217e-01
1.15200,8.91901337e-04,8.68055555e-01
1.15400,8.76852605e-04,8.66551126e-01
1.15600,8.62056870e-04,8.65051903e-01
1.15800,8.47509898e-04,8.63557858e-01
1.16000,8.33207528e-04,8.62068965e-01
1.16200,8.19145664e-04,8.60585198e-01
1.16400,8.05320282e-04,8.59106529e-01
1.16600,7.91727424e-04,8.57632933e-01
1.16800,7.78363196e-04,8.56164383e-01
1.17000,7.65223770e-04,8.54700854e-01
1.17200,7.52305383e-04,8.53242320e-01
1.17400,7.39604333e-04,8.51788756e-01
1.17600,7.27116980e-04,8.50340136e-01
1.17800,7.14839744e-04,8.48896434e-01
1.18000,7.02769105e-04,8.47457627e-01
1.18200,6.90901604e-04,8.46023688e-01
1.18400,6.79233835e-04,8.44594594e-01
1.18600,6.67762452e-04,8.43170320e-01
1.18800,6.56484164e-04,8.41750842e-01
1.19000,6.45395736e-04,8.40336134e-01
1.19200,6.34493983e-04,8.38926174e-01
1.19400,6.23775778e-04,8.37520938e-01
1.19600,6.13238043e-04,8.36120401e-01
1.19800,6.02877752e-04,8.34724541e-01
1.20000,5.92691929e-04,8.33333333e-01
1.20200,5.82677650e-04,8.31946755e-01
1.20400,5.72832037e-04,8.30564784e-01
1.20600,5.63152261e-04,8.29187396e-01
1.20800,5.53635539e-04,8.27814569e-01
1.21000,5.44279138e-04,8.26446281e-01
1.21200,5.35080367e-04,8.25082508e-01
1.21400,5.26036580e-04,8.23723229e-01
