r_bohr,u_c,V_H_c
0.21800,-1.13645161e-01,1.54288954e+00
0.22000,-1.25089413e-01,1.54178380e+00
0.22200,-1.36505510e-01,1.54069900e+00
0.22400,-1.47891310e-01,1.53963432e+00
0.22600,-1.59244737e-01,1.53858896e+00
0.22800,-1.70563786e-01,1.53756212e+00
0.23000,-1.81846516e-01,1.53655304e+00
0.23200,-1.93091048e-01,1.53556095e+00
0.23400,-2.04295569e-01,1.53458509e+00
0.23600,-2.15458326e-01,1.53362472e+00
0.23800,-2.26577623e-01,1.53267912e+00
0.24000,-2.37651826e-01,1.53174756e+00
0.24200,-2.48679355e-01,1.53082934e+00
0.24400,-2.59658685e-01,1.52992378e+00
0.24600,-2.70588348e-01,1.52903019e+00
0.24800,-2.81466924e-01,1.52814791e+00
0.25000,-2.92293050e-01,1.52727628e+00
0.25200,-3.03065408e-01,1.52641466e+00
0.25400,-3.13782731e-01,1.52556243e+00
0.25600,-3.24443800e-01,1.52471896e+00
0.25800,-3.35047442e-01,1.52388367e+00
0.26000,-3.45592529e-01,1.52305594e+00
0.26200,-3.56077978e-01,1.52223522e+00
0.26400,-3.66502748e-01,1.52142092e+00
0.26600,-3.76865842e-01,1.52061251e+00
0.26800,-3.87166301e-01,1.51980943e+00
0.27000,-3.97403210e-01,1.51901116e+00
0.27200,-4.07575690e-01,1.51821719e+00
0.27400,-4.17682900e-01,1.51742700e+00
0.27600,-4.27724038e-01,1.51664010e+00
0.27800,-4.37698336e-01,1.51585603e+00
0.28000,-4.47605064e-01,1.51507429e+00
0.28200,-4.57443523e-01,1.51429445e+00
0.28400,-4.67213051e-01,1.51351604e+00
0.28600,-4.76913016e-01,1.51273865e+00
0.28800,-4.86542818e-01,1.51196184e+00
0.29000,-4.96101891e-01,1.51118520e+00
0.29200,-5.05589695e-01,1.51040833e+00
0.29400,-5.15005722e-01,1.50963084e+00
0.29600,-5.24349493e-01,1.50885236e+00
0.29800,-5.33620557e-01,1.50807251e+00
0.30000,-5.42818487e-01,1.50729093e+00
0.30200,-5.51942888e-01,1.50650728e+00
0.30400,-5.60993386e-01,1.50572121e+00
0.30600,-5.69969636e-01,1.50493241e+00
0.30800,-5.78871314e-01,1.50414055e+00
0.31000,-5.87698124e-01,1.50334532e+00
0.31200,-5.96449789e-01,1.50254643e+00
0.31400,-6.05126058e-01,1.50174358e+00
0.31600,-6.13726701e-01,1.50093650e+00
0.31800,-6.22251509e-01,1.50012492e+00
0.32000,-6.30700295e-01,1.49930857e+00
0.32200,-6.39072892e-01,1.49848720e+00
0.32400,-6.47369151e-01,1.49766057e+00
0.32600,-6.55588946e-01,1.49682844e+00
0.32800,-6.63732168e-01,1.49599058e+00
0.33000,-6.71798725e-01,1.49514678e+00
0.33200,-6.79788544e-01,1.49429682e+00
0.33400,-6.87701569e-01,1.49344051e+00
0.33600,-6.95537763e-01,1.49257764e+00
0.33800,-7.03297101e-01,1.49170803e+00
0.34000,-7.10979579e-01,1.49083150e+00
0.34200,-7.18585204e-01,1.48994787e+00
0.34400,-7.26114000e-01,1.48905699e+00
0.34600,-7.33566007e-01,1.48815870e+00
0.34800,-7.40941277e-01,1.48725284e+00
0.35000,-7.48239877e-01,1.48633926e+00
0.35200,-7.55461887e-01,1.48541784e+00
0.35400,-7.62607399e-01,1.48448844e+00
0.35600,-7.69676521e-01,1.48355094e+00
0.35800,-7.76669369e-01,1.48260521e+00
0.36000,-7.83586073e-01,1.48165115e+00
0.36200,-7.90426776e-01,1.48068866e+00
0.36400,-7.97191629e-01,1.47971762e+00
0.36600,-8.03880797e-01,1.47873795e+00
0.36800,-8.10494454e-01,1.47774956e+00
0.37000,-8.17032784e-01,1.47675236e+00
0.37200,-8.23495981e-01,1.47574628e+00
0.37400,-8.29884249e-01,1.47473125e+00
0.37600,-8.36197802e-01,1.47370719e+00
0.37800,-8.42436861e-01,1.47267405e+00
0.38000,-8.48601658e-01,1.47163176e+00
0.38200,-8.54692431e-01,1.47058028e+00
0.38400,-8.60709429e-01,1.46951956e+00
0.38600,-8.66652906e-01,1.46844956e+00
0.38800,-8.72523127e-01,1.46737023e+00
0.39000,-8.78320360e-01,1.46628154e+00
0.39200,-8.84044884e-01,1.46518347e+00
0.39400,-8.89696982e-01,1.46407598e+00
0.39600,-8.95276947e-01,1.46295905e+00
0.39800,-9.00785074e-01,1.46183267e+00
0.40000,-9.06221669e-01,1.46069682e+00
0.40200,-9.11587039e-01,1.45955150e+00
0.40400,-9.16881501e-01,1.45839668e+00
0.40600,-9.22105374e-01,1.45723238e+00
0.40800,-9.27258986e-01,1.45605859e+00
0.41000,-9.32342666e-01,1.45487531e+00
0.41200,-9.37356751e-01,1.45368256e+00
0.41400,-9.42301582e-01,1.45248034e+00
0.41600,-9.47177503e-01,1.45126866e+00
0.41800,-9.51984864e-01,1.45004754e+00
0.42000,-9.56724018e-01,1.44881701e+00
0.42200,-9.61395324e-01,1.44757707e+00
0.42400,-9.65999141e-01,1.44632776e+00
0.42600,-9.70535836e-01,1.44506910e+00
0.42800,-9.75005775e-01,1.44380113e+00
0.43000,-9.79409332e-01,1.44252386e+00
0.43200,-9.83746880e-01,1.44123735e+00
0.43400,-9.88018798e-01,1.43994163e+00
0.43600,-9.92225465e-01,1.43863673e+00
0.43800,-9.96367265e-01,1.43732269e+00
0.44000,-1.00044458e+00,1.43599957e+00
0.44200,-1.00445781e+00,1.43466740e+00
0.44400,-1.00840733e+00,1.43332624e+00
0.44600,-1.01229354e+00,1.43197613e+00
0.44800,-1.01611684e+00,1.43061712e+00
0.45000,-1.01987761e+00,1.42924927e+00
0.45200,-1.02357627e+00,1.42787263e+00
0.45400,-1.02721320e+00,1.42648727e+00
0.45600,-1.03078880e+00,1.42509322e+00
0.45800,-1.03430349e+00,1.42369057e+00
0.46000,-1.03775767e+00,1.42227936e+00
0.46200,-1.04115173e+00,1.42085966e+00
0.46400,-1.04448609e+00,1.41943153e+00
0.46600,-1.04776116e+00,1.41799504e+00
0.46800,-1.05097733e+00,1.41655026e+00
0.47000,-1.05413502e+00,1.41509725e+00
0.47200,-1.05723464e+00,1.41363609e+00
0.47400,-1.06027660e+00,1.41216683e+00
0.47600,-1.06326131e+00,1.41068956e+00
0.47800,-1.06618917e+00,1.40920434e+00
0.48000,-1.06906061e+00,1.40771125e+00
0.48200,-1.07187602e+00,1.40621036e+00
0.48400,-1.07463583e+00,1.40470175e+00
0.48600,-1.07734043e+00,1.40318549e+00
0.48800,-1.07999026e+00,1.40166165e+00
0.49000,-1.08258571e+00,1.40013033e+00
0.49200,-1.08512719e+00,1.39859158e+00
0.49400,-1.08761512e+00,1.39704550e+00
0.49600,-1.09004991e+00,1.39549215e+00
0.49800,-1.09243197e+00,1.39393163e+00
0.50000,-1.09476170e+00,1.39236400e+00
0.50200,-1.09703952e+00,1.39078936e+00
0.50400,-1.09926584e+00,1.38920778e+00
0.50600,-1.10144106e+00,1.38761934e+00
0.50800,-1.10356558e+00,1.38602413e+00
0.51000,-1.10563983e+00,1.38442223e+00
0.51200,-1.10766419e+00,1.38281371e+00
0.51400,-1.10963909e+00,1.38119867e+00
0.51600,-1.11156491e+00,1.37957719e+00
0.51800,-1.11344207e+00,1.37794935e+00
0.52000,-1.11527096e+00,1.37631523e+00
0.52200,-1.11705199e+00,1.37467492e+00
0.52400,-1.11878556e+00,1.37302851e+00
0.52600,-1.12047206e+00,1.37137607e+00
0.52800,-1.12211190e+00,1.36971769e+00
0.53000,-1.12370546e+00,1.36805346e+00
0.53200,-1.12525315e+00,1.36638346e+00
0.53400,-1.12675535e+00,1.36470777e+00
0.53600,-1.12821247e+00,1.36302649e+00
0.53800,-1.12962489e+00,1.36133969e+00
0.54000,-1.13099300e+00,1.35964746e+00
0.54200,-1.13231719e+00,1.35794988e+00
0.54400,-1.13359785e+00,1.35624704e+00
0.54600,-1.13483535e+00,1.35453902e+00
0.54800,-1.13603010e+00,1.35282591e+00
0.55000,-1.13718246e+00,1.35110779e+00
0.55200,-1.13829282e+00,1.34938475e+00
0.55400,-1.13936155e+00,1.34765687e+00
0.55600,-1.14038905e+00,1.34592422e+00
0.55800,-1.14137567e+00,1.34418691e+00
0.56000,-1.14232179e+00,1.34244500e+00
0.56200,-1.14322780e+00,1.34069859e+00
0.56400,-1.14409405e+00,1.33894776e+00
0.56600,-1.14492092e+00,1.33719258e+00
0.56800,-1.14570877e+00,1.33543314e+00
0.57000,-1.14645797e+00,1.33366953e+00
0.57200,-1.14716888e+00,1.33190182e+00
0.57400,-1.14784187e+00,1.33013009e+00
0.57600,-1.14847729e+00,1.32835443e+00
0.57800,-1.14907550e+00,1.32657493e+00
0.58000,-1.14963686e+00,1.32479164e+00
0.58200,-1.15016172e+00,1.32300467e+00
0.58400,-1.15065044e+00,1.32121409e+00
0.58600,-1.15110337e+00,1.31941997e+00
0.58800,-1.15152084e+00,1.31762240e+00
0.59000,-1.15190322e+00,1.31582146e+00
0.59200,-1.15225084e+00,1.31401722e+00
0.59400,-1.15256405e+00,1.31220976e+00
0.59600,-1.15284319e+00,1.31039915e+00
0.59800,-1.15308860e+00,1.30858549e+00
0.60000,-1.15330061e+00,1.30676883e+00
0.60200,-1.15347956e+00,1.30494927e+00
0.60400,-1.15362578e+00,1.30312686e+00
0.60600,-1.15373961e+00,1.30130170e+00
0.60800,-1.15382136e+00,1.29947385e+00
0.61000,-1.15387138e+00,1.29764338e+00
0.61200,-1.15388998e+00,1.29581038e+00
0.61400,-1.15387748e+00,1.29397491e+00
0.61600,-1.15383421e+00,1.29213705e+00
0.61800,-1.15376048e+00,1.29029687e+00
0.62000,-1.15365662e+00,1.28845444e+00
0.62200,-1.15352294e+00,1.28660983e+00
0.62400,-1.15335974e+00,1.28476312e+00
0.62600,-1.15316734e+00,1.28291437e+00
0.62800,-1.15294606e+00,1.28106365e+00
0.63000,-1.15269618e+00,1.27921103e+00
0.63200,-1.15241803e+00,1.27735659e+00
0.63400,-1.15211190e+00,1.27550038e+00
0.63600,-1.15177809e+00,1.27364248e+00
0.63800,-1.15141690e+00,1.27178296e+00
0.64000,-1.15102863e+00,1.26992187e+00
0.64200,-1.15061357e+00,1.26805930e+00
0.64400,-1.15017201e+00,1.26619529e+00
0.64600,-1.14970425e+00,1.26432992e+00
0.64800,-1.14921057e+00,1.26246325e+00
0.65000,-1.14869126e+00,1.26059535e+00
0.65200,-1.14814660e+00,1.25872628e+00
0.65400,-1.14757687e+00,1.25685610e+00
0.65600,-1.14698236e+00,1.25498487e+00
0.65800,-1.14636334e+00,1.25311266e+00
0.66000,-1.14572009e+00,1.25123952e+00
0.66200,-1.14505289e+00,1.24936552e+00
0.66400,-1.14436199e+00,1.24749072e+00
0.66600,-1.14364769e+00,1.24561518e+00
0.66800,-1.14291023e+00,1.24373895e+00
0.67000,-1.14214990e+00,1.24186210e+00
0.67200,-1.14136695e+00,1.23998467e+00
0.67400,-1.14056164e+00,1.23810674e+00
0.67600,-1.13973424e+00,1.23622836e+00
0.67800,-1.13888500e+00,1.23434957e+00
0.68000,-1.13801419e+00,1.23247045e+00
0.68200,-1.13712205e+00,1.23059103e+00
0.68400,-1.13620883e+00,1.22871139e+00
0.68600,-1.13527479e+00,1.22683157e+00
0.68800,-1.13432018e+00,1.22495162e+00
0.69000,-1.13334524e+00,1.22307160e+00
0.69200,-1.13235021e+00,1.22119156e+00
0.69400,-1.13133535e+00,1.21931155e+00
0.69600,-1.13030089e+00,1.21743163e+00
0.69800,-1.12924706e+00,1.21555185e+00
0.70000,-1.12817412e+00,1.21367224e+00
0.70200,-1.12708228e+00,1.21179288e+00
0.70400,-1.12597179e+00,1.20991379e+00
0.70600,-1.12484288e+00,1.20803504e+00
0.70800,-1.12369577e+00,1.20615668e+00
0.71000,-1.12253069e+00,1.20427873e+00
0.71200,-1.12134788e+00,1.20240127e+00
0.71400,-1.12014755e+00,1.20052433e+00
0.71600,-1.11892993e+00,1.19864795e+00
0.71800,-1.11769523e+00,1.19677219e+00
0.72000,-1.11644368e+00,1.19489709e+00
0.72200,-1.11517549e+00,1.19302269e+00
0.72400,-1.11389087e+00,1.19114904e+00
0.72600,-1.11259005e+00,1.18927618e+00
0.72800,-1.11127323e+00,1.18740415e+00
0.73000,-1.10994062e+00,1.18553300e+00
0.73200,-1.10859244e+00,1.18366276e+00
0.73400,-1.10722887e+00,1.18179349e+00
0.73600,-1.10585014e+00,1.17992522e+00
0.73800,-1.10445644e+00,1.17805799e+00
0.74000,-1.10304798e+00,1.17619184e+00
0.74200,-1.10162495e+00,1.17432681e+00
0.74400,-1.10018756e+00,1.17246294e+00
0.74600,-1.09873599e+00,1.17060026e+00
0.74800,-1.09727044e+00,1.16873883e+00
0.75000,-1.09579111e+00,1.16687867e+00
0.75200,-1.09429819e+00,1.16501982e+00
0.75400,-1.09279186e+00,1.16316231e+00
0.75600,-1.09127231e+00,1.16130619e+00
0.75800,-1.08973974e+00,1.15945149e+00
0.76000,-1.08819432e+00,1.15759825e+00
0.76200,-1.08663623e+00,1.15574649e+00
0.76400,-1.08506567e+00,1.15389626e+00
0.76600,-1.08348280e+00,1.15204759e+00
0.76800,-1.08188781e+00,1.15020050e+00
0.77000,-1.08028087e+00,1.14835504e+00
0.77200,-1.07866216e+00,1.14651124e+00
0.77400,-1.07703186e+00,1.14466913e+00
0.77600,-1.07539012e+00,1.14282874e+00
0.77800,-1.07373713e+00,1.14099010e+00
0.78000,-1.07207306e+00,1.13915324e+00
0.78200,-1.07039806e+00,1.13731819e+00
0.78400,-1.06871231e+00,1.13548499e+00
0.78600,-1.06701597e+00,1.13365366e+00
0.78800,-1.06530921e+00,1.13182423e+00
0.79000,-1.06359218e+00,1.12999673e+00
0.79200,-1.06186505e+00,1.12817119e+00
0.79400,-1.06012797e+00,1.12634764e+00
0.79600,-1.05838110e+00,1.12452610e+00
0.79800,-1.05662460e+00,1.12270660e+00
0.80000,-1.05485862e+00,1.12088917e+00
0.80200,-1.05308332e+00,1.11907383e+00
0.80400,-1.05129884e+00,1.11726062e+00
0.80600,-1.04950534e+00,1.11544954e+00
0.80800,-1.04770296e+00,1.11364064e+00
0.81000,-1.04589186e+00,1.11183394e+00
0.81200,-1.04407217e+00,1.11002945e+00
0.81400,-1.04224404e+00,1.10822720e+00
0.81600,-1.04040763e+00,1.10642723e+00
0.81800,-1.03856306e+00,1.10462954e+00
0.82000,-1.03671047e+00,1.10283417e+00
0.82200,-1.03485002e+00,1.10104113e+00
0.82400,-1.03298183e+00,1.09925045e+00
0.82600,-1.03110605e+00,1.09746215e+00
0.82800,-1.02922281e+00,1.09567625e+00
0.83000,-1.02733223e+00,1.09389277e+00
0.83200,-1.02543447e+00,1.09211174e+00
0.83400,-1.02352964e+00,1.09033316e+00
0.83600,-1.02161787e+00,1.08855708e+00
0.83800,-1.01969931e+00,1.08678349e+00
0.84000,-1.01777407e+00,1.08501243e+00
0.84200,-1.01584228e+00,1.08324390e+00
0.84400,-1.01390407e+00,1.08147794e+00
0.84600,-1.01195956e+00,1.07971456e+00
0.84800,-1.01000887e+00,1.07795377e+00
0.85000,-1.00805213e+00,1.07619560e+00
0.85200,-1.00608946e+00,1.07444006e+00
0.85400,-1.00412098e+00,1.07268716e+00
0.85600,-1.00214680e+00,1.07093694e+00
0.85800,-1.00016704e+00,1.06918939e+00
0.86000,-9.98181821e-01,1.06744455e+00
0.86200,-9.96191257e-01,1.06570241e+00
0.86400,-9.94195461e-01,1.06396301e+00
0.86600,-9.92194545e-01,1.06222635e+00
0.86800,-9.90188622e-01,1.06049245e+00
0.87000,-9.88177802e-01,1.05876133e+00
0.87200,-9.86162194e-01,1.05703300e+00
0.87400,-9.84141906e-01,1.05530747e+00
0.87600,-9.82117047e-01,1.05358475e+00
0.87800,-9.80087723e-01,1.05186487e+00
0.88000,-9.78054038e-01,1.05014783e+00
0.88200,-9.76016097e-01,1.04843365e+00
0.88400,-9.73974003e-01,1.04672234e+00
0.88600,-9.71927859e-01,1.04501391e+00
0.88800,-9.69877764e-01,1.04330837e+00
0.89000,-9.67823821e-01,1.04160575e+00
0.89200,-9.65766126e-01,1.03990604e+00
0.89400,-9.63704780e-01,1.03820926e+00
0.89600,-9.61639878e-01,1.03651542e+00
0.89800,-9.59571517e-01,1.03482453e+00
0.90000,-9.57499792e-01,1.03313660e+00
0.90200,-9.55424797e-01,1.03145165e+00
0.90400,-9.53346625e-01,1.02976968e+00
0.90600,-9.51265370e-01,1.02809071e+00
0.90800,-9.49181121e-01,1.02641474e+00
0.91000,-9.47093970e-01,1.02474178e+00
0.91200,-9.45004006e-01,1.02307184e+00
0.91400,-9.42911317e-01,1.02140493e+00
0.91600,-9.40815992e-01,1.01974106e+00
0.91800,-9.38718116e-01,1.01808024e+00
0.92000,-9.36617776e-01,1.01642248e+00
0.92200,-9.34515057e-01,1.01476778e+00
0.92400,-9.32410043e-01,1.01311616e+00
0.92600,-9.30302816e-01,1.01146761e+00
0.92800,-9.28193460e-01,1.00982215e+00
0.93000,-9.26082056e-01,1.00817979e+00
0.93200,-9.23968685e-01,1.00654053e+00
0.93400,-9.21853425e-01,1.00490438e+00
0.93600,-9.19736357e-01,1.00327134e+00
0.93800,-9.17617558e-01,1.00164143e+00
0.94000,-9.15497106e-01,1.00001465e+00
0.94200,-9.13375076e-01,9.98390996e-01
0.94400,-9.11251546e-01,9.96770487e-01
0.94600,-9.09126588e-01,9.95153124e-01
0.94800,-9.07000279e-01,9.93538913e-01
0.95000,-9.04872690e-01,9.91927859e-01
0.95200,-9.02743895e-01,9.90319967e-01
0.95400,-9.00613965e-01,9.88715242e-01
0.95600,-8.98482971e-01,9.87113689e-01
0.95800,-8.96350983e-01,9.85515312e-01
0.96000,-8.94218070e-01,9.83920117e-01
0.96200,-8.92084302e-01,9.82328107e-01
0.96400,-8.89949746e-01,9.80739286e-01
0.96600,-8.87814469e-01,9.79153658e-01
0.96800,-8.85678538e-01,9.77571227e-01
0.97000,-8.83542019e-01,9.75991996e-01
0.97200,-8.81404976e-01,9.74415970e-01
0.97400,-8.79267473e-01,9.72843150e-01
0.97600,-8.77129576e-01,9.71273541e-01
0.97800,-8.74991345e-01,9.69707145e-01
0.98000,-8.72852844e-01,9.68143965e-01
0.98200,-8.70714134e-01,9.66584003e-01
0.98400,-8.68575275e-01,9.65027263e-01
0.98600,-8.66436329e-01,9.63473745e-01
0.98800,-8.64297354e-01,9.61923453e-01
0.99000,-8.62158409e-01,9.60376389e-01
0.99200,-8.60019552e-01,9.58832554e-01
0.99400,-8.57880841e-01,9.57291950e-01
0.99600,-8.55742333e-01,9.55754579e-01
0.99800,-8.53604083e-01,9.54220442e-01
1.00000,-8.51466148e-01,9.52689541e-01
1.00200,-8.49328582e-01,9.51161876e-01
1.00400,-8.47191440e-01,9.49637450e-01
1.00600,-8.45054775e-01,9.48116261e-01
1.00800,-8.42918641e-01,9.46598312e-01
1.01000,-8.40783089e-01,9.45083604e-01
1.01200,-8.38648172e-01,9.43572136e-01
1.01400,-8.36513941e-01,9.42063909e-01
1.01600,-8.34380446e-01,9.40558923e-01
1.01800,-8.32247739e-01,9.39057179e-01
1.02000,-8.30115867e-01,9.37558676e-01
1.02200,-8.27984880e-01,9.36063415e-01
1.02400,-8.25854827e-01,9.34571395e-01
1.02600,-8.23725755e-01,9.33082617e-01
1.02800,-8.21597712e-01,9.31597078e-01
1.03000,-8.19470743e-01,9.30114780e-01
1.03200,-8.17344896e-01,9.28635722e-01
1.03400,-8.15220216e-01,9.27159901e-01
1.03600,-8.13096747e-01,9.25687319e-01
1.03800,-8.10974534e-01,9.24217974e-01
1.04000,-8.08853622e-01,9.22751864e-01
1.04200,-8.06734053e-01,9.21288989e-01
1.04400,-8.04615870e-01,9.19829347e-01
1.04600,-8.02499117e-01,9.18372937e-01
1.04800,-8.00383834e-01,9.16919758e-01
1.05000,-7.98270063e-01,9.15469807e-01
1.05200,-7.96157845e-01,9.14023084e-01
1.05400,-7.94047221e-01,9.12579586e-01
1.05600,-7.91938229e-01,9.11139312e-01
1.05800,-7.89830910e-01,9.09702259e-01
1.06000,-7.87725302e-01,9.08268426e-01
1.06200,-7.85621444e-01,9.06837811e-01
1.06400,-7.83519373e-01,9.05410411e-01
1.06600,-7.81419128e-01,9.03986224e-01
1.06800,-7.79320744e-01,9.02565248e-01
1.07000,-7.77224259e-01,9.01147480e-01
1.07200,-7.75129709e-01,8.99732917e-01
1.07400,-7.73037129e-01,8.98321558e-01
1.07600,-7.70946554e-01,8.96913398e-01
1.07800,-7.68858019e-01,8.95508436e-01
1.08000,-7.66771558e-01,8.94106669e-01
1.08200,-7.64687205e-01,8.92708094e-01
1.08400,-7.62604994e-01,8.91312707e-01
1.08600,-7.60524957e-01,8.89920505e-01
1.08800,-7.58447127e-01,8.88531486e-01
1.09000,-7.56371535e-01,8.87145647e-01
1.09200,-7.54298214e-01,8.85762983e-01
1.09400,-7.52227195e-01,8.84383491e-01
1.09600,-7.50158509e-01,8.83007168e-01
1.09800,-7.48092186e-01,8.81634011e-01
1.10000,-7.46028255e-01,8.80264016e-01
1.10200,-7.43966748e-01,8.78897179e-01
1.10400,-7.41907692e-01,8.77533497e-01
1.10600,-7.39851117e-01,8.76172965e-01
1.10800,-7.37797052e-01,8.74815580e-01
1.11000,-7.35745523e-01,8.73461338e-01
1.11200,-7.33696560e-01,8.72110236e-01
1.11400,-7.31650188e-01,8.70762268e-01
1.11600,-7.29606436e-01,8.69417431e-01
1.11800,-7.27565329e-01,8.68075721e-01
1.12000,-7.25526894e-01,8.66737134e-01
1.12200,-7.23491157e-01,8.65401665e-01
1.12400,-7.21458143e-01,8.64069310e-01
1.12600,-7.19427877e-01,8.62740065e-01
1.12800,-7.17400384e-01,8.61413925e-01
1.13000,-7.15375688e-01,8.60090886e-01
1.13200,-7.13353813e-01,8.58770943e-01
1.13400,-7.11334783e-01,8.57454092e-01
1.13600,-7.09318622e-01,8.56140329e-01
1.13800,-7.07305352e-01,8.54829647e-01
1.14000,-7.05294996e-01,8.53522044e-01
1.14200,-7.03287576e-01,8.52217514e-01
1.14400,-7.01283115e-01,8.50916052e-01
1.14600,-6.99281633e-01,8.49617653e-01
1.14800,-6.97283153e-01,8.48322313e-01
1.15000,-6.95287696e-01,8.47030026e-01
1.15200,-6.93295281e-01,8.45740788e-01
1.15400,-6.91305930e-01,8.44454594e-01
1.15600,-6.89319663e-01,8.43171439e-01
1.15800,-6.87336499e-01,8.41891316e-01
1.16000,-6.85356458e-01,8.40614223e-01
1.16200,-6.83379559e-01,8.39340152e-01
1.16400,-6.81405821e-01,8.38069099e-01
1.16600,-6.79435263e-01,8.36801059e-01
1.16800,-6.77467903e-01,8.35536027e-01
1.17000,-6.75503758e-01,8.34273997e-01
1.17200,-6.73542847e-01,8.33014963e-01
