r_bohr,u_c,V_H_c
0.15400,-7.85194088e-01,3.14913812e+00
0.15600,-8.13348203e-01,3.14566600e+00
0.15800,-8.41064958e-01,3.14218517e+00
0.16000,-8.68339018e-01,3.13868903e+00
0.16200,-8.95165634e-01,3.13517132e+00
0.16400,-9.21540623e-01,3.13162617e+00
0.16600,-9.47460338e-01,3.12804804e+00
0.16800,-9.72921644e-01,3.12443171e+00
0.17000,-9.97921896e-01,3.12077233e+00
0.17200,-1.02245891e+00,3.11706534e+00
0.17400,-1.04653095e+00,3.11330649e+00
0.17600,-1.07013670e+00,3.10949184e+00
0.17800,-1.09327524e+00,3.10561774e+00
0.18000,-1.11594604e+00,3.10168080e+00
0.18200,-1.13814892e+00,3.09767792e+00
0.18400,-1.15988405e+00,3.09360626e+00
0.18600,-1.18115194e+00,3.08946320e+00
0.18800,-1.20195340e+00,3.08524640e+00
0.19000,-1.22228951e+00,3.08095373e+00
0.19200,-1.24216167e+00,3.07658328e+00
0.19400,-1.26157151e+00,3.07213337e+00
0.19600,-1.28052094e+00,3.06760249e+00
0.19800,-1.29901206e+00,3.06298936e+00
0.20000,-1.31704724e+00,3.05829288e+00
0.20200,-1.33462902e+00,3.05351210e+00
0.20400,-1.35176018e+00,3.04864628e+00
0.20600,-1.36844363e+00,3.04369482e+00
0.20800,-1.38468251e+00,3.03865727e+00
0.21000,-1.40048008e+00,3.03353335e+00
0.21200,-1.41583978e+00,3.02832289e+00
0.21400,-1.43076518e+00,3.02302587e+00
0.21600,-1.44526000e+00,3.01764240e+00
0.21800,-1.45932805e+00,3.01217270e+00
0.22000,-1.47297330e+00,3.00661711e+00
0.22200,-1.48619980e+00,3.00097606e+00
0.22400,-1.49901170e+00,2.99525010e+00
0.22600,-1.51141325e+00,2.98943986e+00
0.22800,-1.52340879e+00,2.98354607e+00
0.23000,-1.53500272e+00,2.97756954e+00
0.23200,-1.54619953e+00,2.97151115e+00
0.23400,-1.55700377e+00,2.96537187e+00
0.23600,-1.56742003e+00,2.95915272e+00
0.23800,-1.57745298e+00,2.95285479e+00
0.24000,-1.58710732e+00,2.94647923e+00
0.24200,-1.59638780e+00,2.94002725e+00
0.24400,-1.60529920e+00,2.93350010e+00
0.24600,-1.61384633e+00,2.92689909e+00
0.24800,-1.62203405e+00,2.92022555e+00
0.25000,-1.62986721e+00,2.91348087e+00
0.25200,-1.63735070e+00,2.90666647e+00
0.25400,-1.64448941e+00,2.89978381e+00
0.25600,-1.65128826e+00,2.89283435e+00
0.25800,-1.65775216e+00,2.88581960e+00
0.26000,-1.66388604e+00,2.87874109e+00
0.26200,-1.66969480e+00,2.87160037e+00
0.26400,-1.67518338e+00,2.86439901e+00
0.26600,-1.68035668e+00,2.85713857e+00
0.26800,-1.68521961e+00,2.84982066e+00
0.27000,-1.68977706e+00,2.84244687e+00
0.27200,-1.69403391e+00,2.83501882e+00
0.27400,-1.69799502e+00,2.82753812e+00
0.27600,-1.70166524e+00,2.82000638e+00
0.27800,-1.70504940e+00,2.81242524e+00
0.28000,-1.70815228e+00,2.80479630e+00
0.28200,-1.71097868e+00,2.79712119e+00
0.28400,-1.71353335e+00,2.78940152e+00
0.28600,-1.71582101e+00,2.78163890e+00
0.28800,-1.71784635e+00,2.77383494e+00
0.29000,-1.71961404e+00,2.76599124e+00
0.29200,-1.72112871e+00,2.75810938e+00
0.29400,-1.72239496e+00,2.75019094e+00
0.29600,-1.72341735e+00,2.74223748e+00
0.29800,-1.72420042e+00,2.73425058e+00
0.30000,-1.72474865e+00,2.72623175e+00
0.30200,-1.72506650e+00,2.71818254e+00
0.30400,-1.72515838e+00,2.71010446e+00
0.30600,-1.72502866e+00,2.70199900e+00
0.30800,-1.72468169e+00,2.69386765e+00
0.31000,-1.72412175e+00,2.68571186e+00
0.31200,-1.72335309e+00,2.67753310e+00
0.31400,-1.72237993e+00,2.66933278e+00
0.31600,-1.72120644e+00,2.66111232e+00
0.31800,-1.71983673e+00,2.65287310e+00
0.32000,-1.71827488e+00,2.64461651e+00
0.32200,-1.71652494e+00,2.63634388e+00
0.32400,-1.71459088e+00,2.62805656e+00
0.32600,-1.71247666e+00,2.61975586e+00
0.32800,-1.71018618e+00,2.61144305e+00
0.33000,-1.70772329e+00,2.60311942e+00
0.33200,-1.70509180e+00,2.59478621e+00
0.33400,-1.70229547e+00,2.58644464e+00
0.33600,-1.69933803e+00,2.57809593e+00
0.33800,-1.69622315e+00,2.56974125e+00
0.34000,-1.69295444e+00,2.56138177e+00
0.34200,-1.68953550e+00,2.55301862e+00
0.34400,-1.68596985e+00,2.54465292e+00
0.34600,-1.68226099e+00,2.53628577e+00
0.34800,-1.67841236e+00,2.52791824e+00
0.35000,-1.67442735e+00,2.51955139e+00
0.35200,-1.67030931e+00,2.51118624e+00
0.35400,-1.66606156e+00,2.50282380e+00
0.35600,-1.66168734e+00,2.49446507e+00
0.35800,-1.65718988e+00,2.48611099e+00
0.36000,-1.65257234e+00,2.47776253e+00
0.36200,-1.64783785e+00,2.46942059e+00
0.36400,-1.64298949e+00,2.46108608e+00
0.36600,-1.63803029e+00,2.45275989e+00
0.36800,-1.63296324e+00,2.44444287e+00
0.37000,-1.62779129e+00,2.43613585e+00
0.37200,-1.62251735e+00,2.42783966e+00
0.37400,-1.61714427e+00,2.41955510e+00
0.37600,-1.61167487e+00,2.41128294e+00
0.37800,-1.60611193e+00,2.40302394e+00
0.38000,-1.60045817e+00,2.39477884e+00
0.38200,-1.59471629e+00,2.38654835e+00
0.38400,-1.58888892e+00,2.37833318e+00
0.38600,-1.58297868e+00,2.37013400e+00
0.38800,-1.57698814e+00,2.36195148e+00
0.39000,-1.57091980e+00,2.35378626e+00
0.39200,-1.56477616e+00,2.34563896e+00
0.39400,-1.55855966e+00,2.33751019e+00
0.39600,-1.55227270e+00,2.32940054e+00
0.39800,-1.54591765e+00,2.32131059e+00
0.40000,-1.53949682e+00,2.31324087e+00
0.40200,-1.53301250e+00,2.30519194e+00
0.40400,-1.52646695e+00,2.29716431e+00
0.40600,-1.51986236e+00,2.28915848e+00
0.40800,-1.51320091e+00,2.28117495e+00
0.41000,-1.50648474e+00,2.27321418e+00
0.41200,-1.49971594e+00,2.26527662e+00
0.41400,-1.49289657e+00,2.25736273e+00
0.41600,-1.48602865e+00,2.24947292e+00
0.41800,-1.47911418e+00,2.24160761e+00
0.42000,-1.47215512e+00,2.23376719e+00
0.42200,-1.46515337e+00,2.22595204e+00
0.42400,-1.45811082e+00,2.21816253e+00
0.42600,-1.45102933e+00,2.21039902e+00
0.42800,-1.44391071e+00,2.20266183e+00
0.43000,-1.43675674e+00,2.19495131e+00
0.43200,-1.42956918e+00,2.18726776e+00
0.43400,-1.42234974e+00,2.17961148e+00
0.43600,-1.41510011e+00,2.17198276e+00
0.43800,-1.40782194e+00,2.16438188e+00
0.44000,-1.40051686e+00,2.15680910e+00
0.44200,-1.39318646e+00,2.14926467e+00
0.44400,-1.38583230e+00,2.14174884e+00
0.44600,-1.37845591e+00,2.13426183e+00
0.44800,-1.37105880e+00,2.12680387e+00
0.45000,-1.36364243e+00,2.11937515e+00
0.45200,-1.35620825e+00,2.11197587e+00
0.45400,-1.34875768e+00,2.10460623e+00
0.45600,-1.34129210e+00,2.09726639e+00
0.45800,-1.33381287e+00,2.08995653e+00
0.46000,-1.32632131e+00,2.08267680e+00
0.46200,-1.31881875e+00,2.07542735e+00
0.46400,-1.31130644e+00,2.06820832e+00
0.46600,-1.30378565e+00,2.06101983e+00
0.46800,-1.29625759e+00,2.05386200e+00
0.47000,-1.28872347e+00,2.04673496e+00
0.47200,-1.28118447e+00,2.03963879e+00
0.47400,-1.27364172e+00,2.03257360e+00
0.47600,-1.26609635e+00,2.02553947e+00
0.47800,-1.25854947e+00,2.01853648e+00
0.48000,-1.25100215e+00,2.01156471e+00
0.48200,-1.24345545e+00,2.00462422e+00
0.48400,-1.23591038e+00,1.99771506e+00
0.48600,-1.22836797e+00,1.99083729e+00
0.48800,-1.22082918e+00,1.98399095e+00
0.49000,-1.21329500e+00,1.97717607e+00
0.49200,-1.20576634e+00,1.97039270e+00
0.49400,-1.19824414e+00,1.96364084e+00
0.49600,-1.19072929e+00,1.95692052e+00
0.49800,-1.18322266e+00,1.95023175e+00
0.50000,-1.17572512e+00,1.94357453e+00
0.50200,-1.16823749e+00,1.93694887e+00
0.50400,-1.16076059e+00,1.93035477e+00
0.50600,-1.15329523e+00,1.92379220e+00
0.50800,-1.14584216e+00,1.91726116e+00
0.51000,-1.13840216e+00,1.91076163e+00
0.51200,-1.13097596e+00,1.90429357e+00
0.51400,-1.12356428e+00,1.89785697e+00
0.51600,-1.11616781e+00,1.89145178e+00
0.51800,-1.10878726e+00,1.88507796e+00
0.52000,-1.10142328e+00,1.87873548e+00
0.52200,-1.09407651e+00,1.87242428e+00
0.52400,-1.08674760e+00,1.86614432e+00
0.52600,-1.07943716e+00,1.85989553e+00
0.52800,-1.07214579e+00,1.85367786e+00
0.53000,-1.06487406e+00,1.84749124e+00
0.53200,-1.05762256e+00,1.84133561e+00
0.53400,-1.05039181e+00,1.83521090e+00
0.53600,-1.04318238e+00,1.82911703e+00
0.53800,-1.03599476e+00,1.82305393e+00
0.54000,-1.02882948e+00,1.81702151e+00
0.54200,-1.02168701e+00,1.81101970e+00
0.54400,-1.01456784e+00,1.80504841e+00
0.54600,-1.00747243e+00,1.79910755e+00
0.54800,-1.00040123e+00,1.79319703e+00
0.55000,-9.93354665e-01,1.78731675e+00
0.55200,-9.86333165e-01,1.78146662e+00
0.55400,-9.79337137e-01,1.77564655e+00
0.55600,-9.72366975e-01,1.76985642e+00
0.55800,-9.65423062e-01,1.76409614e+00
0.56000,-9.58505768e-01,1.75836559e+00
0.56200,-9.51615451e-01,1.75266469e+00
0.56400,-9.44752455e-01,1.74699330e+00
0.56600,-9.37917116e-01,1.74135133e+00
0.56800,-9.31109754e-01,1.73573866e+00
0.57000,-9.24330682e-01,1.73015517e+00
0.57200,-9.17580198e-01,1.72460075e+00
0.57400,-9.10858591e-01,1.71907528e+00
0.57600,-9.04166139e-01,1.71357864e+00
0.57800,-8.97503109e-01,1.70811071e+00
0.58000,-8.90869758e-01,1.70267137e+00
0.58200,-8.84266333e-01,1.69726049e+00
0.58400,-8.77693070e-01,1.69187795e+00
0.58600,-8.71150197e-01,1.68652362e+00
0.58800,-8.64637929e-01,1.68119738e+00
0.59000,-8.58156476e-01,1.67589909e+00
0.59200,-8.51706036e-01,1.67062864e+00
0.59400,-8.45286798e-01,1.66538588e+00
0.59600,-8.38898943e-01,1.66017068e+00
0.59800,-8.32542643e-01,1.65498293e+00
0.60000,-8.26218062e-01,1.64982247e+00
0.60200,-8.19925354e-01,1.64468918e+00
0.60400,-8.13664666e-01,1.63958293e+00
0.60600,-8.07436137e-01,1.63450357e+00
0.60800,-8.01239899e-01,1.62945098e+00
0.61000,-7.95076073e-01,1.62442502e+00
0.61200,-7.88944777e-01,1.61942555e+00
0.61400,-7.82846119e-01,1.61445244e+00
0.61600,-7.76780199e-01,1.60950555e+00
0.61800,-7.70747111e-01,1.60458473e+00
0.62000,-7.64746943e-01,1.59968986e+00
0.62200,-7.58779776e-01,1.59482079e+00
0.62400,-7.52845682e-01,1.58997739e+00
0.62600,-7.46944729e-01,1.58515952e+00
0.62800,-7.41076978e-01,1.58036704e+00
0.63000,-7.35242484e-01,1.57559980e+00
0.63200,-7.29441295e-01,1.57085768e+00
0.63400,-7.23673453e-01,1.56614053e+00
0.63600,-7.17938996e-01,1.56144821e+00
0.63800,-7.12237955e-01,1.55678058e+00
0.64000,-7.06570355e-01,1.55213751e+00
0.64200,-7.00936217e-01,1.54751885e+00
0.64400,-6.95335555e-01,1.54292447e+00
0.64600,-6.89768379e-01,1.53835423e+00
0.64800,-6.84234694e-01,1.53380798e+00
0.65000,-6.78734500e-01,1.52928559e+00
0.65200,-6.73267790e-01,1.52478692e+00
0.65400,-6.67834557e-01,1.52031184e+00
0.65600,-6.62434785e-01,1.51586020e+00
0.65800,-6.57068454e-01,1.51143186e+00
0.66000,-6.51735543e-01,1.50702669e+00
0.66200,-6.46436024e-01,1.50264456e+00
0.66400,-6.41169864e-01,1.49828532e+00
0.66600,-6.35937028e-01,1.49394883e+00
0.66800,-6.30737476e-01,1.48963497e+00
0.67000,-6.25571165e-01,1.48534359e+00
0.67200,-6.20438047e-01,1.48107455e+00
0.67400,-6.15338071e-01,1.47682774e+00
0.67600,-6.10271183e-01,1.47260300e+00
0.67800,-6.05237324e-01,1.46840020e+00
0.68000,-6.00236434e-01,1.46421921e+00
0.68200,-5.95268446e-01,1.46005990e+00
0.68400,-5.90333294e-01,1.45592213e+00
0.68600,-5.85430906e-01,1.45180578e+00
0.68800,-5.80561209e-01,1.44771070e+00
0.69000,-5.75724124e-01,1.44363676e+00
0.69200,-5.70919572e-01,1.43958384e+00
0.69400,-5.66147470e-01,1.43555181e+00
0.69600,-5.61407732e-01,1.43154052e+00
0.69800,-5.56700272e-01,1.42754987e+00
0.70000,-5.52024996e-01,1.42357970e+00
0.70200,-5.47381814e-01,1.41962991e+00
0.70400,-5.42770628e-01,1.41570035e+00
0.70600,-5.38191341e-01,1.41179090e+00
0.70800,-5.33643853e-01,1.40790143e+00
0.71000,-5.29128061e-01,1.40403183e+00
0.71200,-5.24643861e-01,1.40018195e+00
0.71400,-5.20191146e-01,1.39635168e+00
0.71600,-5.15769807e-01,1.39254089e+00
0.71800,-5.11379733e-01,1.38874946e+00
0.72000,-5.07020813e-01,1.38497727e+00
0.72200,-5.02692931e-01,1.38122419e+00
0.72400,-4.98395972e-01,1.37749010e+00
0.72600,-4.94129819e-01,1.37377487e+00
0.72800,-4.89894350e-01,1.37007840e+00
0.73000,-4.85689446e-01,1.36640055e+00
0.73200,-4.81514984e-01,1.36274121e+00
0.73400,-4.77370840e-01,1.35910026e+00
0.73600,-4.73256888e-01,1.35547759e+00
0.73800,-4.69173002e-01,1.35187306e+00
0.74000,-4.65119053e-01,1.34828658e+00
0.74200,-4.61094912e-01,1.34471801e+00
0.74400,-4.57100448e-01,1.34116725e+00
0.74600,-4.53135530e-01,1.33763418e+00
0.74800,-4.49200025e-01,1.33411869e+00
0.75000,-4.45293798e-01,1.33062066e+00
0.75200,-4.41416714e-01,1.32713997e+00
0.75400,-4.37568638e-01,1.32367653e+00
0.75600,-4.33749432e-01,1.32023021e+00
0.75800,-4.29958959e-01,1.31680091e+00
0.76000,-4.26197079e-01,1.31338851e+00
0.76200,-4.22463653e-01,1.30999291e+00
0.76400,-4.18758542e-01,1.30661400e+00
0.76600,-4.15081602e-01,1.30325166e+00
0.76800,-4.11432694e-01,1.29990580e+00
0.77000,-4.07811674e-01,1.29657630e+00
0.77200,-4.04218399e-01,1.29326305e+00
0.77400,-4.00652726e-01,1.28996597e+00
0.77600,-3.97114509e-01,1.28668492e+00
0.77800,-3.93603605e-01,1.28341983e+00
0.78000,-3.90119868e-01,1.28017057e+00
0.78200,-3.86663152e-01,1.27693705e+00
0.78400,-3.83233312e-01,1.27371917e+00
0.78600,-3.79830200e-01,1.27051682e+00
0.78800,-3.76453669e-01,1.26732990e+00
0.79000,-3.73103572e-01,1.26415832e+00
0.79200,-3.69779763e-01,1.26100197e+00
0.79400,-3.66482092e-01,1.25786076e+00
0.79600,-3.63210411e-01,1.25473458e+00
0.79800,-3.59964573e-01,1.25162334e+00
0.80000,-3.56744429e-01,1.24852695e+00
0.80200,-3.53549830e-01,1.24544530e+00
0.80400,-3.50380627e-01,1.24237830e+00
0.80600,-3.47236671e-01,1.23932586e+00
0.80800,-3.44117813e-01,1.23628789e+00
0.81000,-3.41023904e-01,1.23326428e+00
0.81200,-3.37954795e-01,1.23025494e+00
0.81400,-3.34910336e-01,1.22725979e+00
0.81600,-3.31890379e-01,1.22427874e+00
0.81800,-3.28894774e-01,1.22131168e+00
0.82000,-3.25923372e-01,1.21835853e+00
0.82200,-3.22976024e-01,1.21541921e+00
0.82400,-3.20052581e-01,1.21249362e+00
0.82600,-3.17152894e-01,1.20958167e+00
0.82800,-3.14276813e-01,1.20668327e+00
0.83000,-3.11424192e-01,1.20379834e+00
0.83200,-3.08594880e-01,1.20092680e+00
0.83400,-3.05788730e-01,1.19806855e+00
0.83600,-3.03005593e-01,1.19522351e+00
0.83800,-3.00245323e-01,1.19239160e+00
0.84000,-2.97507769e-01,1.18957273e+00
0.84200,-2.94792787e-01,1.18676682e+00
0.84400,-2.92100227e-01,1.18397378e+00
0.84600,-2.89429944e-01,1.18119353e+00
0.84800,-2.86781790e-01,1.17842600e+00
0.85000,-2.84155620e-01,1.17567110e+00
0.85200,-2.81551287e-01,1.17292874e+00
0.85400,-2.78968645e-01,1.17019885e+00
0.85600,-2.76407549e-01,1.16748136e+00
0.85800,-2.73867855e-01,1.16477617e+00
0.86000,-2.71349417e-01,1.16208322e+00
0.86200,-2.68852091e-01,1.15940242e+00
0.86400,-2.66375733e-01,1.15673370e+00
0.86600,-2.63920201e-01,1.15407698e+00
0.86800,-2.61485350e-01,1.15143218e+00
0.87000,-2.59071038e-01,1.14879923e+00
0.87200,-2.56677123e-01,1.14617806e+00
0.87400,-2.54303463e-01,1.14356859e+00
0.87600,-2.51949917e-01,1.14097075e+00
0.87800,-2.49616344e-01,1.13838446e+00
0.88000,-2.47302604e-01,1.13580965e+00
0.88200,-2.45008557e-01,1.13324624e+00
0.88400,-2.42734062e-01,1.13069418e+00
0.88600,-2.40478983e-01,1.12815337e+00
0.88800,-2.38243179e-01,1.12562377e+00
0.89000,-2.36026514e-01,1.12310529e+00
0.89200,-2.33828849e-01,1.12059786e+00
0.89400,-2.31650049e-01,1.11810142e+00
0.89600,-2.29489976e-01,1.11561589e+00
0.89800,-2.27348495e-01,1.11314122e+00
0.90000,-2.25225471e-01,1.11067732e+00
0.90200,-2.23120770e-01,1.10822415e+00
0.90400,-2.21034256e-01,1.10578161e+00
0.90600,-2.18965797e-01,1.10334967e+00
0.90800,-2.16915260e-01,1.10092823e+00
0.91000,-2.14882512e-01,1.09851725e+00
0.91200,-2.12867422e-01,1.09611666e+00
0.91400,-2.10869859e-01,1.09372638e+00
0.91600,-2.08889691e-01,1.09134637e+00
0.91800,-2.06926790e-01,1.08897655e+00
0.92000,-2.04981025e-01,1.08661687e+00
0.92200,-2.03052268e-01,1.08426725e+00
0.92400,-2.01140391e-01,1.08192764e+00
0.92600,-1.99245266e-01,1.07959799e+00
0.92800,-1.97366767e-01,1.07727821e+00
0.93000,-1.95504766e-01,1.07496827e+00
0.93200,-1.93659139e-01,1.07266809e+00
0.93400,-1.91829761e-01,1.07037761e+00
0.93600,-1.90016507e-01,1.06809678e+00
0.93800,-1.88219253e-01,1.06582555e+00
0.94000,-1.86437876e-01,1.06356384e+00
0.94200,-1.84672255e-01,1.06131160e+00
0.94400,-1.82922266e-01,1.05906878e+00
0.94600,-1.81187789e-01,1.05683532e+00
0.94800,-1.79468704e-01,1.05461116e+00
0.95000,-1.77764890e-01,1.05239625e+00
0.95200,-1.76076229e-01,1.05019053e+00
0.95400,-1.74402601e-01,1.04799394e+00
0.95600,-1.72743889e-01,1.04580643e+00
0.95800,-1.71099976e-01,1.04362795e+00
0.96000,-1.69470746e-01,1.04145843e+00
0.96200,-1.67856081e-01,1.03929784e+00
0.96400,-1.66255867e-01,1.03714611e+00
0.96600,-1.64669990e-01,1.03500319e+00
0.96800,-1.63098335e-01,1.03286903e+00
0.97000,-1.61540789e-01,1.03074358e+00
0.97200,-1.59997240e-01,1.02862678e+00
0.97400,-1.58467576e-01,1.02651858e+00
0.97600,-1.56951685e-01,1.02441894e+00
0.97800,-1.55449457e-01,1.02232780e+00
0.98000,-1.53960782e-01,1.02024512e+00
0.98200,-1.52485551e-01,1.01817083e+00
0.98400,-1.51023654e-01,1.01610490e+00
0.98600,-1.49574985e-01,1.01404728e+00
0.98800,-1.48139435e-01,1.01199790e+00
0.99000,-1.46716899e-01,1.00995674e+00
0.99200,-1.45307270e-01,1.00792373e+00
0.99400,-1.43910443e-01,1.00589883e+00
0.99600,-1.42526314e-01,1.00388200e+00
0.99800,-1.41154778e-01,1.00187318e+00
1.00000,-1.39795732e-01,9.99872336e-01
1.00200,-1.38449074e-01,9.97879413e-01
1.00400,-1.37114701e-01,9.95894368e-01
1.00600,-1.35792513e-01,9.93917154e-01
1.00800,-1.34482408e-01,9.91947728e-01
1.01000,-1.33184287e-01,9.89986043e-01
1.01200,-1.31898051e-01,9.88032055e-01
1.01400,-1.30623600e-01,9.86085721e-01
1.01600,-1.29360837e-01,9.84146995e-01
1.01800,-1.28109664e-01,9.82215834e-01
1.02000,-1.26869984e-01,9.80292195e-01
1.02200,-1.25641702e-01,9.78376034e-01
1.02400,-1.24424722e-01,9.76467310e-01
1.02600,-1.23218950e-01,9.74565980e-01
1.02800,-1.22024290e-01,9.72672001e-01
1.03000,-1.20840651e-01,9.70785331e-01
1.03200,-1.19667938e-01,9.68905930e-01
1.03400,-1.18506059e-01,9.67033756e-01
1.03600,-1.17354924e-01,9.65168768e-01
1.03800,-1.16214441e-01,9.63310926e-01
1.04000,-1.15084520e-01,9.61460188e-01
1.04200,-1.13965071e-01,9.59616516e-01
1.04400,-1.12856004e-01,9.57779870e-01
1.04600,-1.11757233e-01,9.55950209e-01
1.04800,-1.10668668e-01,9.54127495e-01
1.05000,-1.09590224e-01,9.52311689e-01
1.05200,-1.08521812e-01,9.50502752e-01
1.05400,-1.07463347e-01,9.48700646e-01
1.05600,-1.06414745e-01,9.46905333e-01
1.05800,-1.05375919e-01,9.45116775e-01
1.06000,-1.04346787e-01,9.43334935e-01
1.06200,-1.03327265e-01,9.41559775e-01
1.06400,-1.02317269e-01,9.39791258e-01
1.06600,-1.01316718e-01,9.38029348e-01
1.06800,-1.00325529e-01,9.36274008e-01
1.07000,-9.93436226e-02,9.34525202e-01
1.07200,-9.83709173e-02,9.32782893e-01
1.07400,-9.74073333e-02,9.31047048e-01
1.07600,-9.64527915e-02,9.29317628e-01
1.07800,-9.55072131e-02,9.27594601e-01
1.08000,-9.45705201e-02,9.25877930e-01
1.08200,-9.36426348e-02,9.24167581e-01
1.08400,-9.27234803e-02,9.22463520e-01
1.08600,-9.18129804e-02,9.20765712e-01
1.08800,-9.09110591e-02,9.19074123e-01
1.09000,-9.00176412e-02,9.17388720e-01
1.09200,-8.91326521e-02,9.15709469e-01
1.09400,-8.82560177e-02,9.14036337e-01
1.09600,-8.73876645e-02,9.12369290e-01
1.09800,-8.65275195e-02,9.10708297e-01
1.10000,-8.56755104e-02,9.09053323e-01
1.10200,-8.48315652e-02,9.07404338e-01
1.10400,-8.39956126e-02,9.05761309e-01
1.10600,-8.31675820e-02,9.04124204e-01
1.10800,-8.23474031e-02,9.02492992e-01
1.11000,-8.15350063e-02,9.00867640e-01
1.11200,-8.07303225e-02,8.99248118e-01
1.11400,-7.99332830e-02,8.97634394e-01
1.11600,-7.91438199e-02,8.96026438e-01
1.11800,-7.83618656e-02,8.94424220e-01
1.12000,-7.75873532e-02,8.92827708e-01
1.12200,-7.68202162e-02,8.91236873e-01
1.12400,-7.60603886e-02,8.89651685e-01
1.12600,-7.53078052e-02,8.88072114e-01
1.12800,-7.45624009e-02,8.86498130e-01
1.13000,-7.38241115e-02,8.84929704e-01
1.13200,-7.30928730e-02,8.83366807e-01
1.13400,-7.23686221e-02,8.81809409e-01
1.13600,-7.16512959e-02,8.80257483e-01
1.13800,-7.09408322e-02,8.78711000e-01
1.14000,-7.02371690e-02,8.77169930e-01
1.14200,-6.95402450e-02,8.75634247e-01
1.14400,-6.88499994e-02,8.74103922e-01
1.14600,-6.81663718e-02,8.72578927e-01
1.14800,-6.74893023e-02,8.71059234e-01
1.15000,-6.68187315e-02,8.69544817e-01
1.15200,-6.61546006e-02,8.68035647e-01
1.15400,-6.54968511e-02,8.66531699e-01
1.15600,-6.48454250e-02,8.65032944e-01
1.15800,-6.42002649e-02,8.63539357e-01
1.16000,-6.35613137e-02,8.62050911e-01
1.16200,-6.29285149e-02,8.60567579e-01
1.16400,-6.23018125e-02,8.59089336e-01
1.16600,-6.16811508e-02,8.57616155e-01
1.16800,-6.10664746e-02,8.56148010e-01
