r_bohr,u_c
0.20200,1.43512302e+00
0.20400,1.41430945e+00
0.20600,1.39367823e+00
0.20800,1.37323266e+00
0.21000,1.35297577e+00
0.21200,1.33291034e+00
0.21400,1.31303889e+00
0.21600,1.29336370e+00
0.21800,1.27388680e+00
0.22000,1.25461004e+00
0.22200,1.23553502e+00
0.22400,1.21666316e+00
0.22600,1.19799569e+00
0.22800,1.17953365e+00
0.23000,1.16127790e+00
0.23200,1.14322915e+00
0.23400,1.12538793e+00
0.23600,1.10775465e+00
0.23800,1.09032954e+00
0.24000,1.07311273e+00
0.24200,1.05610419e+00
0.24400,1.03930379e+00
0.24600,1.02271126e+00
0.24800,1.00632623e+00
0.25000,9.90148242e-01
0.25200,9.74176707e-01
0.25400,9.58410961e-01
0.25600,9.42850246e-01
0.25800,9.27493720e-01
0.26000,9.12340459e-01
0.26200,8.97389467e-01
0.26400,8.82639674e-01
0.26600,8.68089945e-01
0.26800,8.53739081e-01
0.27000,8.39585825e-01
0.27200,8.25628865e-01
0.27400,8.11866835e-01
0.27600,7.98298323e-01
0.27800,7.84921870e-01
0.28000,7.71735977e-01
0.28200,7.58739102e-01
0.28400,7.45929672e-01
0.28600,7.33306076e-01
0.28800,7.20866674e-01
0.29000,7.08609798e-01
0.29200,6.96533751e-01
0.29400,6.84636817e-01
0.29600,6.72917255e-01
0.29800,6.61373304e-01
0.30000,6.50003189e-01
0.30200,6.38805115e-01
0.30400,6.27777278e-01
0.30600,6.16917857e-01
0.30800,6.06225025e-01
0.31000,5.95696944e-01
0.31200,5.85331769e-01
0.31400,5.75127650e-01
0.31600,5.65082731e-01
0.31800,5.55195155e-01
0.32000,5.45463061e-01
0.32200,5.35884589e-01
0.32400,5.26457879e-01
0.32600,5.17181072e-01
0.32800,5.08052313e-01
0.33000,4.99069748e-01
0.33200,4.90231530e-01
0.33400,4.81535816e-01
0.33600,4.72980769e-01
0.33800,4.64564560e-01
0.34000,4.56285367e-01
0.34200,4.48141376e-01
0.34400,4.40130782e-01
0.34600,4.32251791e-01
0.34800,4.24502618e-01
0.35000,4.16881489e-01
0.35200,4.09386641e-01
0.35400,4.02016324e-01
0.35600,3.94768798e-01
0.35800,3.87642338e-01
0.36000,3.80635230e-01
0.36200,3.73745776e-01
0.36400,3.66972289e-01
0.36600,3.60313097e-01
0.36800,3.53766544e-01
0.37000,3.47330987e-01
0.37200,3.41004797e-01
0.37400,3.34786363e-01
0.37600,3.28674087e-01
0.37800,3.22666386e-01
0.38000,3.16761696e-01
0.38200,3.10958465e-01
0.38400,3.05255160e-01
0.38600,2.99650262e-01
0.38800,2.94142269e-01
0.39000,2.88729696e-01
0.39200,2.83411074e-01
0.39400,2.78184949e-01
0.39600,2.73049885e-01
0.39800,2.68004462e-01
0.40000,2.63047278e-01
0.40200,2.58176945e-01
0.40400,2.53392093e-01
0.40600,2.48691370e-01
0.40800,2.44073437e-01
0.41000,2.39536975e-01
0.41200,2.35080679e-01
0.41400,2.30703262e-01
0.41600,2.26403453e-01
0.41800,2.22179998e-01
0.42000,2.18031658e-01
0.42200,2.13957210e-01
0.42400,2.09955450e-01
0.42600,2.06025187e-01
0.42800,2.02165246e-01
0.43000,1.98374472e-01
0.43200,1.94651720e-01
0.43400,1.90995864e-01
0.43600,1.87405795e-01
0.43800,1.83880415e-01
0.44000,1.80418647e-01
0.44200,1.77019423e-01
0.44400,1.73681696e-01
0.44600,1.70404431e-01
0.44800,1.67186607e-01
0.45000,1.64027220e-01
0.45200,1.60925280e-01
0.45400,1.57879811e-01
0.45600,1.54889852e-01
0.45800,1.51954456e-01
0.46000,1.49072689e-01
0.46200,1.46243633e-01
0.46400,1.43466382e-01
0.46600,1.40740045e-01
0.46800,1.38063743e-01
0.47000,1.35436613e-01
0.47200,1.32857803e-01
0.47400,1.30326474e-01
0.47600,1.27841801e-01
0.47800,1.25402972e-01
0.48000,1.23009187e-01
0.48200,1.20659659e-01
0.48400,1.18353611e-01
0.48600,1.16090283e-01
0.48800,1.13868922e-01
0.49000,1.11688791e-01
0.49200,1.09549162e-01
0.49400,1.07449320e-01
0.49600,1.05388561e-01
0.49800,1.03366193e-01
0.50000,1.01381533e-01
0.50200,9.94339121e-02
0.50400,9.75226705e-02
0.50600,9.56471596e-02
0.50800,9.38067413e-02
0.51000,9.20007880e-02
0.51200,9.02286824e-02
0.51400,8.84898175e-02
0.51600,8.67835961e-02
0.51800,8.51094314e-02
0.52000,8.34667457e-02
0.52200,8.18549715e-02
0.52400,8.02735506e-02
0.52600,7.87219340e-02
0.52800,7.71995821e-02
0.53000,7.57059645e-02
0.53200,7.42405594e-02
0.53400,7.28028543e-02
0.53600,7.13923450e-02
0.53800,7.00085362e-02
0.54000,6.86509407e-02
0.54200,6.73190799e-02
0.54400,6.60124834e-02
0.54600,6.47306886e-02
0.54800,6.34732412e-02
0.55000,6.22396946e-02
0.55200,6.10296097e-02
0.55400,5.98425553e-02
0.55600,5.86781076e-02
0.55800,5.75358500e-02
0.56000,5.64153734e-02
0.56200,5.53162757e-02
0.56400,5.42381617e-02
0.56600,5.31806434e-02
0.56800,5.21433394e-02
0.57000,5.11258751e-02
0.57200,5.01278823e-02
0.57400,4.91489996e-02
0.57600,4.81888717e-02
0.57800,4.72471498e-02
0.58000,4.63234910e-02
0.58200,4.54175589e-02
0.58400,4.45290226e-02
0.58600,4.36575574e-02
0.58800,4.28028444e-02
0.59000,4.19645702e-02
0.59200,4.11424271e-02
0.59400,4.03361129e-02
0.59600,3.95453309e-02
0.59800,3.87697896e-02
0.60000,3.80092028e-02
0.60200,3.72632895e-02
0.60400,3.65317736e-02
0.60600,3.58143842e-02
0.60800,3.51108551e-02
0.61000,3.44209251e-02
0.61200,3.37443375e-02
0.61400,3.30808406e-02
0.61600,3.24301869e-02
0.61800,3.17921336e-02
0.62000,3.11664424e-02
0.62200,3.05528791e-02
0.62400,2.99512139e-02
0.62600,2.93612214e-02
0.62800,2.87826799e-02
0.63000,2.82153722e-02
0.63200,2.76590847e-02
0.63400,2.71136080e-02
0.63600,2.65787365e-02
0.63800,2.60542681e-02
0.64000,2.55400049e-02
0.64200,2.50357522e-02
0.64400,2.45413193e-02
0.64600,2.40565186e-02
0.64800,2.35811663e-02
0.65000,2.31150818e-02
0.65200,2.26580880e-02
0.65400,2.22100109e-02
0.65600,2.17706800e-02
0.65800,2.13399278e-02
0.66000,2.09175897e-02
0.66200,2.05035046e-02
0.66400,2.00975141e-02
0.66600,1.96994629e-02
0.66800,1.93091984e-02
0.67000,1.89265712e-02
0.67200,1.85514342e-02
0.67400,1.81836436e-02
0.67600,1.78230579e-02
0.67800,1.74695384e-02
0.68000,1.71229489e-02
0.68200,1.67831559e-02
0.68400,1.64500284e-02
0.68600,1.61234377e-02
0.68800,1.58032577e-02
0.69000,1.54893645e-02
0.69200,1.51816368e-02
0.69400,1.48799552e-02
0.69600,1.45842030e-02
0.69800,1.42942653e-02
0.70000,1.40100297e-02
0.70200,1.37313857e-02
0.70400,1.34582249e-02
0.70600,1.31904411e-02
0.70800,1.29279300e-02
0.71000,1.26705894e-02
0.71200,1.24183188e-02
0.71400,1.21710199e-02
0.71600,1.19285960e-02
0.71800,1.16909524e-02
0.72000,1.14579963e-02
0.72200,1.12296363e-02
0.72400,1.10057832e-02
0.72600,1.07863491e-02
0.72800,1.05712481e-02
0.73000,1.03603956e-02
0.73200,1.01537090e-02
0.73400,9.95110694e-03
0.73600,9.75250985e-03
0.73800,9.55783955e-03
0.74000,9.36701941e-03
0.74200,9.17997426e-03
0.74400,8.99663036e-03
0.74600,8.81691538e-03
0.74800,8.64075841e-03
0.75000,8.46808986e-03
0.75200,8.29884150e-03
0.75400,8.13294640e-03
0.75600,7.97033894e-03
0.75800,7.81095473e-03
0.76000,7.65473064e-03
0.76200,7.50160475e-03
0.76400,7.35151633e-03
0.76600,7.20440582e-03
0.76800,7.06021482e-03
0.77000,6.91888604e-03
0.77200,6.78036331e-03
0.77400,6.64459153e-03
0.77600,6.51151669e-03
0.77800,6.38108579e-03
0.78000,6.25324688e-03
0.78200,6.12794901e-03
0.78400,6.00514221e-03
0.78600,5.88477747e-03
0.78800,5.76680676e-03
0.79000,5.65118296e-03
0.79200,5.53785985e-03
0.79400,5.42679213e-03
0.79600,5.31793538e-03
0.79800,5.21124602e-03
0.80000,5.10668134e-03
0.80200,5.00419944e-03
0.80400,4.90375925e-03
0.80600,4.80532050e-03
0.80800,4.70884368e-03
0.81000,4.61429008e-03
0.81200,4.52162173e-03
0.81400,4.43080139e-03
0.81600,4.34179256e-03
0.81800,4.25455944e-03
0.82000,4.16906694e-03
0.82200,4.08528065e-03
0.82400,4.00316683e-03
0.82600,3.92269240e-03
0.82800,3.84382492e-03
0.83000,3.76653259e-03
0.83200,3.69078423e-03
0.83400,3.61654928e-03
0.83600,3.54379775e-03
0.83800,3.47250027e-03
0.84000,3.40262802e-03
0.84200,3.33415276e-03
0.84400,3.26704680e-03
0.84600,3.20128297e-03
0.84800,3.13683467e-03
0.85000,3.07367580e-03
0.85200,3.01178078e-03
0.85400,2.95112451e-03
0.85600,2.89168241e-03
0.85800,2.83343038e-03
0.86000,2.77634477e-03
0.86200,2.72040241e-03
0.86400,2.66558060e-03
0.86600,2.61185706e-03
0.86800,2.55920996e-03
0.87000,2.50761790e-03
0.87200,2.45705990e-03
0.87400,2.40751539e-03
0.87600,2.35896421e-03
0.87800,2.31138659e-03
0.88000,2.26476316e-03
0.88200,2.21907492e-03
0.88400,2.17430325e-03
0.88600,2.13042990e-03
0.88800,2.08743698e-03
0.89000,2.04530693e-03
0.89200,2.00402258e-03
0.89400,1.96356706e-03
0.89600,1.92392386e-03
0.89800,1.88507677e-03
0.90000,1.84700992e-03
0.90200,1.80970774e-03
0.90400,1.77315499e-03
0.90600,1.73733671e-03
0.90800,1.70223824e-03
0.91000,1.66784521e-03
0.91200,1.63414353e-03
0.91400,1.60111941e-03
0.91600,1.56875932e-03
0.91800,1.53704997e-03
0.92000,1.50597839e-03
0.92200,1.47553181e-03
0.92400,1.44569776e-03
0.92600,1.41646398e-03
0.92800,1.38781848e-03
0.93000,1.35974949e-03
0.93200,1.33224548e-03
0.93400,1.30529515e-03
0.93600,1.27888742e-03
0.93800,1.25301144e-03
0.94000,1.22765657e-03
0.94200,1.20281236e-03
0.94400,1.17846860e-03
0.94600,1.15461528e-03
0.94800,1.13124256e-03
0.95000,1.10834082e-03
0.95200,1.08590062e-03
0.95400,1.06391273e-03
0.95600,1.04236807e-03
0.95800,1.02125776e-03
0.96000,1.00057309e-03
0.96200,9.80305539e-04
0.96400,9.60446732e-04
0.96600,9.40988477e-04
0.96800,9.21922737e-04
0.97000,9.03241640e-04
0.97200,8.84937468e-04
0.97400,8.67002657e-04
0.97600,8.49429795e-04
0.97800,8.32211617e-04
0.98000,8.15341001e-04
0.98200,7.98810971e-04
0.98400,7.82614686e-04
0.98600,7.66745443e-04
0.98800,7.51196674e-04
0.99000,7.35961941e-04
0.99200,7.21034933e-04
0.99400,7.06409466e-04
0.99600,6.92079482e-04
0.99800,6.78039039e-04
1.00000,6.64282319e-04
1.00200,6.50803615e-04
1.00400,6.37597338e-04
1.00600,6.24658008e-04
1.00800,6.11980256e-04
1.01000,5.99558821e-04
1.01200,5.87388545e-04
1.01400,5.75464375e-04
1.01600,5.63781357e-04
1.01800,5.52334638e-04
1.02000,5.41119462e-04
1.02200,5.30131167e-04
1.02400,5.19365184e-04
1.02600,5.08817038e-04
1.02800,4.98482341e-04
1.03000,4.88356793e-04
1.03200,4.78436182e-04
1.03400,4.68716379e-04
1.03600,4.59193336e-04
1.03800,4.49863090e-04
1.04000,4.40721755e-04
1.04200,4.31765522e-04
1.04400,4.22990661e-04
1.04600,4.14393514e-04
1.04800,4.05970498e-04
1.05000,3.97718102e-04
1.05200,3.89632884e-04
1.05400,3.81711473e-04
1.05600,3.73950563e-04
1.05800,3.66346917e-04
1.06000,3.58897361e-04
1.06200,3.51598787e-04
1.06400,3.44448146e-04
1.06600,3.37442453e-04
1.06800,3.30578782e-04
1.07000,3.23854265e-04
1.07200,3.17266093e-04
1.07400,3.10811514e-04
1.07600,3.04487827e-04
1.07800,2.98292391e-04
1.08000,2.92222614e-04
1.08200,2.86275959e-04
1.08400,2.80449936e-04
1.08600,2.74742109e-04
1.08800,2.69150090e-04
1.09000,2.63671538e-04
1.09200,2.58304159e-04
1.09400,2.53045706e-04
1.09600,2.47893978e-04
1.09800,2.42846815e-04
1.10000,2.37902105e-04
1.10200,2.33057774e-04
1.10400,2.28311794e-04
1.10600,2.23662175e-04
1.10800,2.19106967e-04
1.11000,2.14644260e-04
1.11200,2.10272184e-04
1.11400,2.05988903e-04
1.11600,2.01792622e-04
1.11800,1.97681580e-04
1.12000,1.93654051e-04
1.12200,1.89708345e-04
1.12400,1.85842806e-04
1.12600,1.82055810e-04
1.12800,1.78345767e-04
1.13000,1.74711119e-04
1.13200,1.71150340e-04
1.13400,1.67661932e-04
1.13600,1.64244431e-04
1.13800,1.60896399e-04
1.14000,1.57616430e-04
1.14200,1.54403144e-04
1.14400,1.51255191e-04
1.14600,1.48171246e-04
1.14800,1.45150013e-04
1.15000,1.42190220e-04
1.15200,1.39290622e-04
1.15400,1.36449999e-04
1.15600,1.33667155e-04
1.15800,1.30940918e-04
1.16000,1.28270142e-04
1.16200,1.25653701e-04
1.16400,1.23090494e-04
1.16600,1.20579440e-04
1.16800,1.18119483e-04
1.17000,1.15709585e-04
1.17200,1.13348731e-04
1.17400,1.11035926e-04
1.17600,1.08770196e-04
1.17800,1.06550584e-04
1.18000,1.04376156e-04
1.18200,1.02245994e-04
1.18400,1.00159199e-04
1.18600,9.81148923e-05
1.18800,9.61122104e-05
1.19000,9.41503085e-05
1.19200,9.22283586e-05
1.19400,9.03455497e-05
1.19600,8.85010870e-05
1.19800,8.66941917e-05
1.20000,8.49241009e-05
1.20200,8.31900671e-05
1.20400,8.14913580e-05
1.20600,7.98272560e-05
1.20800,7.81970581e-05
1.21000,7.66000754e-05
1.21200,7.50356332e-05
1.21400,7.35030702e-05
1.21600,7.20017386e-05
1.21800,7.05310038e-05
1.22000,6.90902439e-05
1.22200,6.76788497e-05
1.22400,6.62962243e-05
1.22600,6.49417828e-05
1.22800,6.36149524e-05
1.23000,6.23151717e-05
1.23200,6.10418907e-05
1.23400,5.97945706e-05
1.23600,5.85726834e-05
1.23800,5.73757120e-05
1.24000,5.62031496e-05
1.24200,5.50544998e-05
1.24400,5.39292762e-05
1.24600,5.28270022e-05
1.24800,5.17472110e-05
1.25000,5.06894452e-05
1.25200,4.96532566e-05
1.25400,4.86382063e-05
1.25600,4.76438641e-05
1.25800,4.66698086e-05
1.26000,4.57156269e-05
1.26200,4.47809145e-05
1.26400,4.38652752e-05
1.26600,4.29683208e-05
1.26800,4.20896709e-05
1.27000,4.12289528e-05
1.27200,4.03858015e-05
1.27400,3.95598593e-05
1.27600,3.87507759e-05
1.27800,3.79582078e-05
1.28000,3.71818189e-05
1.28200,3.64212796e-05
1.28400,3.56762671e-05
1.28600,3.49464651e-05
1.28800,3.42315640e-05
1.29000,3.35312600e-05
1.29200,3.28452559e-05
1.29400,3.21732603e-05
1.29600,3.15149879e-05
1.29800,3.08701589e-05
1.30000,3.02384996e-05
1.30200,2.96197414e-05
1.30400,2.90136216e-05
1.30600,2.84198826e-05
1.30800,2.78382719e-05
1.31000,2.72685425e-05
1.31200,2.67104521e-05
1.31400,2.61637635e-05
1.31600,2.56282443e-05
1.31800,2.51036667e-05
1.32000,2.45898077e-05
1.32200,2.40864487e-05
1.32400,2.35933756e-05
1.32600,2.31103788e-05
1.32800,2.26372527e-05
1.33000,2.21737960e-05
1.33200,2.17198115e-05
1.33400,2.12751060e-05
1.33600,2.08394904e-05
1.33800,2.04127790e-05
1.34000,1.99947904e-05
1.34200,1.95853466e-05
1.34400,1.91842732e-05
1.34600,1.87913995e-05
1.34800,1.84065581e-05
1.35000,1.80295853e-05
1.35200,1.76603204e-05
1.35400,1.72986061e-05
1.35600,1.69442884e-05
1.35800,1.65972163e-05
1.36000,1.62572419e-05
1.36200,1.59242203e-05
1.36400,1.55980097e-05
1.36600,1.52784710e-05
1.36800,1.49654680e-05
1.37000,1.46588673e-05
1.37200,1.43585381e-05
1.37400,1.40643526e-05
1.37600,1.37761851e-05
1.37800,1.34939128e-05
1.38000,1.32174154e-05
1.38200,1.29465749e-05
1.38400,1.26812758e-05
1.38600,1.24214050e-05
1.38800,1.21668515e-05
1.39000,1.19175068e-05
1.39200,1.16732645e-05
1.39400,1.14340203e-05
1.39600,1.11996722e-05
1.39800,1.09701201e-05
1.40000,1.07452661e-05
1.40200,1.05250141e-05
1.40400,1.03092703e-05
1.40600,1.00979423e-05
1.40800,9.89094013e-06
1.41000,9.68817526e-06
1.41200,9.48956113e-06
1.41400,9.29501292e-06
1.41600,9.10444755e-06
1.41800,8.91778361e-06
1.42000,8.73494136e-06
1.42200,8.55584270e-06
1.42400,8.38041110e-06
1.42600,8.20857160e-06
1.42800,8.04025079e-06
1.43000,7.87537673e-06
1.43200,7.71387895e-06
1.43400,7.55568843e-06
1.43600,7.40073756e-06
1.43800,7.24896009e-06
1.44000,7.10029115e-06
1.44200,6.95466716e-06
1.44400,6.81202587e-06
1.44600,6.67230627e-06
1.44800,6.53544863e-06
1.45000,6.40139441e-06
1.45200,6.27008628e-06
1.45400,6.14146807e-06
1.45600,6.01548476e-06
1.45800,5.89208247e-06
1.46000,5.77120839e-06
1.46200,5.65281080e-06
1.46400,5.53683905e-06
1.46600,5.42324352e-06
1.46800,5.31197558e-06
1.47000,5.20298762e-06
1.47200,5.09623299e-06
1.47400,4.99166599e-06
1.47600,4.88924187e-06
1.47800,4.78891677e-06
1.48000,4.69064774e-06
1.48200,4.59439271e-06
1.48400,4.50011047e-06
1.48600,4.40776063e-06
1.48800,4.31730365e-06
1.49000,4.22870079e-06
1.49200,4.14191410e-06
1.49400,4.05690641e-06
1.49600,3.97364130e-06
1.49800,3.89208310e-06
1.50000,3.81219687e-06
1.50200,3.73394839e-06
1.50400,3.65730412e-06
1.50600,3.58223122e-06
1.50800,3.50869753e-06
1.51000,3.43667152e-06
1.51200,3.36612233e-06
1.51400,3.29701972e-06
1.51600,3.22933407e-06
1.51800,3.16303636e-06
1.52000,3.09809818e-06
1.52200,3.03449167e-06
1.52400,2.97218958e-06
1.52600,2.91116518e-06
1.52800,2.85139231e-06
1.53000,2.79284533e-06
1.53200,2.73549914e-06
1.53400,2.67932914e-06
1.53600,2.62431123e-06
1.53800,2.57042183e-06
1.54000,2.51763781e-06
1.54200,2.46593653e-06
1.54400,2.41529580e-06
1.54600,2.36569391e-06
1.54800,2.31710956e-06
1.55000,2.26952192e-06
1.55200,2.22291055e-06
1.55400,2.17725545e-06
1.55600,2.13253704e-06
1.55800,2.08873612e-06
1.56000,2.04583388e-06
1.56200,2.00381192e-06
1.56400,1.96265219e-06
1.56600,1.92233703e-06
1.56800,1.88284912e-06
1.57000,1.84417151e-06
1.57200,1.80628759e-06
1.57400,1.76918110e-06
1.57600,1.73283610e-06
1.57800,1.69723699e-06
1.58000,1.66236847e-06
1.58200,1.62821558e-06
1.58400,1.59476363e-06
1.58600,1.56199826e-06
1.58800,1.52990540e-06
1.59000,1.49847126e-06
1.59200,1.46768233e-06
1.59400,1.43752539e-06
1.59600,1.40798748e-06
1.59800,1.37905590e-06
1.60000,1.35071823e-06
1.60200,1.32296229e-06
1.60400,1.29577615e-06
1.60600,1.26914813e-06
1.60800,1.24306677e-06
1.61000,1.21752088e-06
1.61200,1.19249947e-06
1.61400,1.16799178e-06
1.61600,1.14398728e-06
1.61800,1.12047564e-06
1.62000,1.09744677e-06
1.62200,1.07489076e-06
1.62400,1.05279790e-06
1.62600,1.03115871e-06
1.62800,1.00996387e-06
1.63000,9.89204273e-07
1.63200,9.68870987e-07
1.63400,9.48955269e-07
1.63600,9.29448551e-07
1.63800,9.10342444e-07
1.64000,8.91628730e-07
1.64200,8.73299357e-07
1.64400,8.55346442e-07
1.64600,8.37762260e-07
1.64800,8.20539246e-07
1.65000,8.03669989e-07
1.65200,7.87147231e-07
1.65400,7.70963863e-07
1.65600,7.55112921e-07
1.65800,7.39587582e-07
1.66000,7.24381166e-07
1.66200,7.09487127e-07
1.66400,6.94899057e-07
1.66600,6.80610675e-07
1.66800,6.66615831e-07
1.67000,6.52908500e-07
1.67200,6.39482783e-07
1.67400,6.26332900e-07
1.67600,6.13453188e-07
1.67800,6.00838103e-07
1.68000,5.88482213e-07
1.68200,5.76380198e-07
1.68400,5.64526846e-07
1.68600,5.52917054e-07
1.68800,5.41545821e-07
1.69000,5.30408252e-07
1.69200,5.19499547e-07
1.69400,5.08815011e-07
1.69600,4.98350039e-07
1.69800,4.88100126e-07
1.70000,4.78060855e-07
1.70200,4.68227901e-07
1.70400,4.58597030e-07
1.70600,4.49164091e-07
1.70800,4.39925020e-07
1.71000,4.30875838e-07
1.71200,4.22012645e-07
1.71400,4.13331621e-07
1.71600,4.04829027e-07
1.71800,3.96501197e-07
1.72000,3.88344544e-07
1.72200,3.80355552e-07
1.72400,3.72530778e-07
1.72600,3.64866850e-07
1.72800,3.57360463e-07
1.73000,3.50008384e-07
1.73200,3.42807442e-07
1.73400,3.35754533e-07
1.73600,3.28846617e-07
1.73800,3.22080716e-07
1.74000,3.15453913e-07
1.74200,3.08963350e-07
1.74400,3.02606230e-07
1.74600,2.96379812e-07
1.74800,2.90281409e-07
1.75000,2.84308394e-07
1.75200,2.78458189e-07
1.75400,2.72728272e-07
1.75600,2.67116173e-07
1.75800,2.61619470e-07
1.76000,2.56235792e-07
1.76200,2.50962819e-07
1.76400,2.45798274e-07
1.76600,2.40739932e-07
1.76800,2.35785608e-07
1.77000,2.30933167e-07
1.77200,2.26180515e-07
1.77400,2.21525602e-07
1.77600,2.16966419e-07
1.77800,2.12500999e-07
1.78000,2.08127415e-07
1.78200,2.03843781e-07
1.78400,1.99648248e-07
1.78600,1.95539006e-07
1.78800,1.91514280e-07
1.79000,1.87572335e-07
1.79200,1.83711469e-07
1.79400,1.79930016e-07
1.79600,1.76226343e-07
1.79800,1.72598853e-07
1.80000,1.69045979e-07
1.80200,1.65566188e-07
1.80400,1.62157978e-07
1.80600,1.58819877e-07
1.80800,1.55550445e-07
1.81000,1.52348270e-07
1.81200,1.49211969e-07
1.81400,1.46140188e-07
1.81600,1.43131602e-07
1.81800,1.40184910e-07
1.82000,1.37298842e-07
1.82200,1.34472150e-07
1.82400,1.31703614e-07
1.82600,1.28992038e-07
1.82800,1.26336252e-07
1.83000,1.23735108e-07
1.83200,1.21187483e-07
1.83400,1.18692276e-07
1.83600,1.16248411e-07
1.83800,1.13854831e-07
1.84000,1.11510503e-07
1.84200,1.09214413e-07
1.84400,1.06965570e-07
1.84600,1.04763003e-07
1.84800,1.02605760e-07
1.85000,1.00492909e-07
