r_bohr,u_c,V_H_c
0.19800,1.58210484e+00,4.88891208e+00
0.20000,1.56237788e+00,4.84620141e+00
0.20200,1.54275788e+00,4.80410579e+00
0.20400,1.52324992e+00,4.76261544e+00
0.20600,1.50385879e+00,4.72172067e+00
0.20800,1.48458899e+00,4.68141191e+00
0.21000,1.46544476e+00,4.64167968e+00
0.21200,1.44643008e+00,4.60251461e+00
0.21400,1.42754867e+00,4.56390745e+00
0.21600,1.40880405e+00,4.52584907e+00
0.21800,1.39019945e+00,4.48833042e+00
0.22000,1.37173793e+00,4.45134260e+00
0.22200,1.35342231e+00,4.41487682e+00
0.22400,1.33525522e+00,4.37892441e+00
0.22600,1.31723908e+00,4.34347680e+00
0.22800,1.29937614e+00,4.30852558e+00
0.23000,1.28166845e+00,4.27406243e+00
0.23200,1.26411790e+00,4.24007916e+00
0.23400,1.24672621e+00,4.20656772e+00
0.23600,1.22949495e+00,4.17352015e+00
0.23800,1.21242551e+00,4.14092863e+00
0.24000,1.19551916e+00,4.10878548e+00
0.24200,1.17877703e+00,4.07708310e+00
0.24400,1.16220009e+00,4.04581405e+00
0.24600,1.14578920e+00,4.01497099e+00
0.24800,1.12954510e+00,3.98454671e+00
0.25000,1.11346840e+00,3.95453410e+00
0.25200,1.09755960e+00,3.92492619e+00
0.25400,1.08181910e+00,3.89571613e+00
0.25600,1.06624720e+00,3.86689715e+00
0.25800,1.05084407e+00,3.83846264e+00
0.26000,1.03560983e+00,3.81040607e+00
0.26200,1.02054447e+00,3.78272105e+00
0.26400,1.00564793e+00,3.75540128e+00
0.26600,9.90920035e-01,3.72844057e+00
0.26800,9.76360558e-01,3.70183286e+00
0.27000,9.61969184e-01,3.67557218e+00
0.27200,9.47745532e-01,3.64965266e+00
0.27400,9.33689150e-01,3.62406856e+00
0.27600,9.19799528e-01,3.59881421e+00
0.27800,9.06076089e-01,3.57388408e+00
0.28000,8.92518202e-01,3.54927270e+00
0.28200,8.79125181e-01,3.52497473e+00
0.28400,8.65896287e-01,3.50098491e+00
0.28600,8.52830732e-01,3.47729808e+00
0.28800,8.39927684e-01,3.45390918e+00
0.29000,8.27186263e-01,3.43081325e+00
0.29200,8.14605550e-01,3.40800539e+00
0.29400,8.02184588e-01,3.38548082e+00
0.29600,7.89922380e-01,3.36323484e+00
0.29800,7.77817897e-01,3.34126283e+00
0.30000,7.65870076e-01,3.31956026e+00
0.30200,7.54077825e-01,3.29812269e+00
0.30400,7.42440022e-01,3.27694576e+00
0.30600,7.30955518e-01,3.25602519e+00
0.30800,7.19623141e-01,3.23535677e+00
0.31000,7.08441694e-01,3.21493638e+00
0.31200,6.97409960e-01,3.19475997e+00
0.31400,6.86526701e-01,3.17482358e+00
0.31600,6.75790660e-01,3.15512331e+00
0.31800,6.65200565e-01,3.13565533e+00
0.32000,6.54755127e-01,3.11641589e+00
0.32200,6.44453044e-01,3.09740132e+00
0.32400,6.34292999e-01,3.07860799e+00
0.32600,6.24273665e-01,3.06003236e+00
0.32800,6.14393706e-01,3.04167095e+00
0.33000,6.04651774e-01,3.02352035e+00
0.33200,5.95046514e-01,3.00557721e+00
0.33400,5.85576563e-01,2.98783823e+00
0.33600,5.76240554e-01,2.97030020e+00
0.33800,5.67037113e-01,2.95295995e+00
0.34000,5.57964862e-01,2.93581436e+00
0.34200,5.49022420e-01,2.91886040e+00
0.34400,5.40208404e-01,2.90209506e+00
0.34600,5.31521427e-01,2.88551541e+00
0.34800,5.22960105e-01,2.86911857e+00
0.35000,5.14523050e-01,2.85290171e+00
0.35200,5.06208877e-01,2.83686205e+00
0.35400,4.98016200e-01,2.82099687e+00
0.35600,4.89943637e-01,2.80530349e+00
0.35800,4.81989808e-01,2.78977929e+00
0.36000,4.74153333e-01,2.77442170e+00
0.36200,4.66432841e-01,2.75922817e+00
0.36400,4.58826960e-01,2.74419624e+00
0.36600,4.51334325e-01,2.72932346e+00
0.36800,4.43953577e-01,2.71460744e+00
0.37000,4.36683359e-01,2.70004584e+00
0.37200,4.29522324e-01,2.68563634e+00
0.37400,4.22469128e-01,2.67137668e+00
0.37600,4.15522436e-01,2.65726465e+00
0.37800,4.08680920e-01,2.64329806e+00
0.38000,4.01943257e-01,2.62947476e+00
0.38200,3.95308134e-01,2.61579266e+00
0.38400,3.88774246e-01,2.60224969e+00
0.38600,3.82340295e-01,2.58884382e+00
0.38800,3.76004993e-01,2.57557305e+00
0.39000,3.69767060e-01,2.56243545e+00
0.39200,3.63625225e-01,2.54942907e+00
0.39400,3.57578227e-01,2.53655205e+00
0.39600,3.51624815e-01,2.52380252e+00
0.39800,3.45763746e-01,2.51117866e+00
0.40000,3.39993787e-01,2.49867869e+00
0.40200,3.34313718e-01,2.48630085e+00
0.40400,3.28722326e-01,2.47404342e+00
0.40600,3.23218409e-01,2.46190471e+00
0.40800,3.17800776e-01,2.44988305e+00
0.41000,3.12468248e-01,2.43797680e+00
0.41200,3.07219653e-01,2.42618436e+00
0.41400,3.02053835e-01,2.41450415e+00
0.41600,2.96969644e-01,2.40293462e+00
0.41800,2.91965943e-01,2.39147425e+00
0.42000,2.87041607e-01,2.38012154e+00
0.42200,2.82195522e-01,2.36887501e+00
0.42400,2.77426582e-01,2.35773323e+00
0.42600,2.72733697e-01,2.34669477e+00
0.42800,2.68115784e-01,2.33575824e+00
0.43000,2.63571775e-01,2.32492225e+00
0.43200,2.59100610e-01,2.31418548e+00
0.43400,2.54701242e-01,2.30354657e+00
0.43600,2.50372637e-01,2.29300424e+00
0.43800,2.46113768e-01,2.28255721e+00
0.44000,2.41923624e-01,2.27220420e+00
0.44200,2.37801202e-01,2.26194399e+00
0.44400,2.33745512e-01,2.25177535e+00
0.44600,2.29755575e-01,2.24169709e+00
0.44800,2.25830423e-01,2.23170803e+00
0.45000,2.21969099e-01,2.22180702e+00
0.45200,2.18170658e-01,2.21199291e+00
0.45400,2.14434167e-01,2.20226458e+00
0.45600,2.10758701e-01,2.19262094e+00
0.45800,2.07143349e-01,2.18306089e+00
0.46000,2.03587210e-01,2.17358338e+00
0.46200,2.00089395e-01,2.16418736e+00
0.46400,1.96649025e-01,2.15487179e+00
0.46600,1.93265232e-01,2.14563566e+00
0.46800,1.89937158e-01,2.13647798e+00
0.47000,1.86663958e-01,2.12739777e+00
0.47200,1.83444796e-01,2.11839405e+00
0.47400,1.80278846e-01,2.10946587e+00
0.47600,1.77165296e-01,2.10061231e+00
0.47800,1.74103341e-01,2.09183245e+00
0.48000,1.71092187e-01,2.08312537e+00
0.48200,1.68131052e-01,2.07449018e+00
0.48400,1.65219163e-01,2.06592602e+00
0.48600,1.62355757e-01,2.05743202e+00
0.48800,1.59540083e-01,2.04900732e+00
0.49000,1.56771398e-01,2.04065109e+00
0.49200,1.54048970e-01,2.03236252e+00
0.49400,1.51372076e-01,2.02414078e+00
0.49600,1.48740003e-01,2.01598509e+00
0.49800,1.46152049e-01,2.00789465e+00
0.50000,1.43607521e-01,1.99986870e+00
0.50200,1.41105735e-01,1.99190646e+00
0.50400,1.38646016e-01,1.98400721e+00
0.50600,1.36227700e-01,1.97617018e+00
0.50800,1.33850130e-01,1.96839467e+00
0.51000,1.31512661e-01,1.96067995e+00
0.51200,1.29214655e-01,1.95302532e+00
0.51400,1.26955484e-01,1.94543008e+00
0.51600,1.24734528e-01,1.93789356e+00
0.51800,1.22551176e-01,1.93041507e+00
0.52000,1.20404827e-01,1.92299396e+00
0.52200,1.18294887e-01,1.91562957e+00
0.52400,1.16220772e-01,1.90832126e+00
0.52600,1.14181905e-01,1.90106839e+00
0.52800,1.12177718e-01,1.89387034e+00
0.53000,1.10207651e-01,1.88672649e+00
0.53200,1.08271154e-01,1.87963624e+00
0.53400,1.06367681e-01,1.87259899e+00
0.53600,1.04496699e-01,1.86561416e+00
0.53800,1.02657679e-01,1.85868115e+00
0.54000,1.00850101e-01,1.85179940e+00
0.54200,9.90734532e-02,1.84496835e+00
0.54400,9.73272314e-02,1.83818744e+00
0.54600,9.56109384e-02,1.83145612e+00
0.54800,9.39240846e-02,1.82477385e+00
0.55000,9.22661877e-02,1.81814010e+00
0.55200,9.06367729e-02,1.81155436e+00
0.55400,8.90353722e-02,1.80501609e+00
0.55600,8.74615250e-02,1.79852479e+00
0.55800,8.59147775e-02,1.79207996e+00
0.56000,8.43946828e-02,1.78568111e+00
0.56200,8.29008010e-02,1.77932774e+00
0.56400,8.14326985e-02,1.77301937e+00
0.56600,7.99899488e-02,1.76675553e+00
0.56800,7.85721317e-02,1.76053575e+00
0.57000,7.71788335e-02,1.75435957e+00
0.57200,7.58096469e-02,1.74822654e+00
0.57400,7.44641708e-02,1.74213619e+00
0.57600,7.31420106e-02,1.73608810e+00
0.57800,7.18427774e-02,1.73008183e+00
0.58000,7.05660886e-02,1.72411694e+00
0.58200,6.93115677e-02,1.71819300e+00
0.58400,6.80788438e-02,1.71230961e+00
0.58600,6.68675519e-02,1.70646634e+00
0.58800,6.56773328e-02,1.70066279e+00
0.59000,6.45078329e-02,1.69489855e+00
0.59200,6.33587042e-02,1.68917323e+00
0.59400,6.22296040e-02,1.68348644e+00
0.59600,6.11201954e-02,1.67783779e+00
0.59800,6.00301464e-02,1.67222689e+00
0.60000,5.89591306e-02,1.66665338e+00
0.60200,5.79068267e-02,1.66111687e+00
0.60400,5.68729184e-02,1.65561701e+00
0.60600,5.58570945e-02,1.65015343e+00
0.60800,5.48590489e-02,1.64472577e+00
0.61000,5.38784804e-02,1.63933369e+00
0.61200,5.29150923e-02,1.63397682e+00
0.61400,5.19685931e-02,1.62865484e+00
0.61600,5.10386957e-02,1.62336740e+00
0.61800,5.01251177e-02,1.61811417e+00
0.62000,4.92275814e-02,1.61289481e+00
0.62200,4.83458134e-02,1.60770900e+00
0.62400,4.74795448e-02,1.60255642e+00
0.62600,4.66285111e-02,1.59743675e+00
0.62800,4.57924519e-02,1.59234968e+00
0.63000,4.49711115e-02,1.58729489e+00
0.63200,4.41642377e-02,1.58227208e+00
0.63400,4.33715831e-02,1.57728095e+00
0.63600,4.25929038e-02,1.57232120e+00
0.63800,4.18279601e-02,1.56739254e+00
0.64000,4.10765164e-02,1.56249467e+00
0.64200,4.03383406e-02,1.55762731e+00
0.64400,3.96132048e-02,1.55279017e+00
0.64600,3.89008845e-02,1.54798297e+00
0.64800,3.82011591e-02,1.54320544e+00
0.65000,3.75138117e-02,1.53845730e+00
0.65200,3.68386287e-02,1.53373828e+00
0.65400,3.61754003e-02,1.52904812e+00
0.65600,3.55239200e-02,1.52438655e+00
0.65800,3.48839850e-02,1.51975331e+00
0.66000,3.42553954e-02,1.51514814e+00
0.66200,3.36379551e-02,1.51057079e+00
0.66400,3.30314709e-02,1.50602102e+00
0.66600,3.24357531e-02,1.50149856e+00
0.66800,3.18506149e-02,1.49700318e+00
0.67000,3.12758729e-02,1.49253463e+00
0.67200,3.07113464e-02,1.48809267e+00
0.67400,3.01568581e-02,1.48367707e+00
0.67600,2.96122334e-02,1.47928760e+00
0.67800,2.90773009e-02,1.47492402e+00
0.68000,2.85518916e-02,1.47058610e+00
0.68200,2.80358400e-02,1.46627362e+00
0.68400,2.75289827e-02,1.46198635e+00
0.68600,2.70311596e-02,1.45772408e+00
0.68800,2.65422130e-02,1.45348659e+00
0.69000,2.60619879e-02,1.44927366e+00
0.69200,2.55903320e-02,1.44508508e+00
0.69400,2.51270955e-02,1.44092064e+00
0.69600,2.46721311e-02,1.43678013e+00
0.69800,2.42252942e-02,1.43266334e+00
0.70000,2.37864423e-02,1.42857008e+00
0.70200,2.33554358e-02,1.42450013e+00
0.70400,2.29321369e-02,1.42045331e+00
0.70600,2.25164106e-02,1.41642942e+00
0.70800,2.21081239e-02,1.41242825e+00
0.71000,2.17071463e-02,1.40844963e+00
0.71200,2.13133494e-02,1.40449335e+00
0.71400,2.09266070e-02,1.40055924e+00
0.71600,2.05467951e-02,1.39664711e+00
0.71800,2.01737916e-02,1.39275676e+00
0.72000,1.98074768e-02,1.38888803e+00
0.72200,1.94477330e-02,1.38504073e+00
0.72400,1.90944442e-02,1.38121469e+00
0.72600,1.87474968e-02,1.37740972e+00
0.72800,1.84067788e-02,1.37362566e+00
0.73000,1.80721805e-02,1.36986233e+00
0.73200,1.77435936e-02,1.36611957e+00
0.73400,1.74209122e-02,1.36239720e+00
0.73600,1.71040318e-02,1.35869506e+00
0.73800,1.67928498e-02,1.35501298e+00
0.74000,1.64872656e-02,1.35135081e+00
0.74200,1.61871799e-02,1.34770838e+00
0.74400,1.58924956e-02,1.34408553e+00
0.74600,1.56031170e-02,1.34048210e+00
0.74800,1.53189500e-02,1.33689794e+00
0.75000,1.50399023e-02,1.33333290e+00
0.75200,1.47658830e-02,1.32978682e+00
0.75400,1.44968031e-02,1.32625955e+00
0.75600,1.42325748e-02,1.32275095e+00
0.75800,1.39731119e-02,1.31926085e+00
0.76000,1.37183299e-02,1.31578913e+00
0.76200,1.34681455e-02,1.31233563e+00
0.76400,1.32224770e-02,1.30890021e+00
0.76600,1.29812442e-02,1.30548273e+00
0.76800,1.27443680e-02,1.30208305e+00
0.77000,1.25117709e-02,1.29870103e+00
0.77200,1.22833768e-02,1.29533653e+00
0.77400,1.20591108e-02,1.29198942e+00
0.77600,1.18388993e-02,1.28865956e+00
0.77800,1.16226700e-02,1.28534682e+00
0.78000,1.14103520e-02,1.28205107e+00
0.78200,1.12018754e-02,1.27877217e+00
0.78400,1.09971717e-02,1.27551001e+00
0.78600,1.07961735e-02,1.27226444e+00
0.78800,1.05988147e-02,1.26903535e+00
0.79000,1.04050302e-02,1.26582261e+00
0.79200,1.02147561e-02,1.26262610e+00
0.79400,1.00279298e-02,1.25944569e+00
0.79600,9.84448945e-03,1.25628126e+00
0.79800,9.66437457e-03,1.25313269e+00
0.80000,9.48752562e-03,1.24999986e+00
0.80200,9.31388413e-03,1.24688266e+00
0.80400,9.14339265e-03,1.24378097e+00
0.80600,8.97599476e-03,1.24069467e+00
0.80800,8.81163500e-03,1.23762365e+00
0.81000,8.65025891e-03,1.23456779e+00
0.81200,8.49181299e-03,1.23152699e+00
0.81400,8.33624466e-03,1.22850113e+00
0.81600,8.18350230e-03,1.22549010e+00
0.81800,8.03353517e-03,1.22249380e+00
0.82000,7.88629344e-03,1.21951211e+00
0.82200,7.74172816e-03,1.21654493e+00
0.82400,7.59979124e-03,1.21359215e+00
0.82600,7.46043544e-03,1.21065368e+00
0.82800,7.32361435e-03,1.20772940e+00
0.83000,7.18928239e-03,1.20481921e+00
0.83200,7.05739478e-03,1.20192301e+00
0.83400,6.92790755e-03,1.19904070e+00
0.83600,6.80077747e-03,1.19617219e+00
0.83800,6.67596212e-03,1.19331737e+00
0.84000,6.55341980e-03,1.19047614e+00
0.84200,6.43310956e-03,1.18764840e+00
0.84400,6.31499117e-03,1.18483407e+00
0.84600,6.19902514e-03,1.18203305e+00
0.84800,6.08517265e-03,1.17924524e+00
0.85000,5.97339557e-03,1.17647055e+00
0.85200,5.86365648e-03,1.17370888e+00
0.85400,5.75591859e-03,1.17096015e+00
0.85600,5.65014578e-03,1.16822426e+00
0.85800,5.54630257e-03,1.16550113e+00
0.86000,5.44435411e-03,1.16279066e+00
0.86200,5.34426617e-03,1.16009277e+00
0.86400,5.24600514e-03,1.15740738e+00
0.86600,5.14953799e-03,1.15473438e+00
0.86800,5.05483229e-03,1.15207370e+00
0.87000,4.96185620e-03,1.14942526e+00
0.87200,4.87057841e-03,1.14678896e+00
0.87400,4.78096822e-03,1.14416473e+00
0.87600,4.69299543e-03,1.14155249e+00
0.87800,4.60663041e-03,1.13895214e+00
0.88000,4.52184405e-03,1.13636361e+00
0.88200,4.43860776e-03,1.13378683e+00
0.88400,4.35689346e-03,1.13122170e+00
0.88600,4.27667357e-03,1.12866815e+00
0.88800,4.19792101e-03,1.12612611e+00
0.89000,4.12060918e-03,1.12359549e+00
0.89200,4.04471196e-03,1.12107622e+00
0.89400,3.97020369e-03,1.11856822e+00
0.89600,3.89705917e-03,1.11607141e+00
0.89800,3.82525366e-03,1.11358573e+00
0.90000,3.75476287e-03,1.11111110e+00
0.90200,3.68556292e-03,1.10864744e+00
0.90400,3.61763037e-03,1.10619468e+00
0.90600,3.55094222e-03,1.10375275e+00
0.90800,3.48547585e-03,1.10132157e+00
0.91000,3.42120908e-03,1.09890109e+00
0.91200,3.35812009e-03,1.09649122e+00
0.91400,3.29618749e-03,1.09409189e+00
0.91600,3.23539024e-03,1.09170305e+00
0.91800,3.17570771e-03,1.08932461e+00
0.92000,3.11711962e-03,1.08695651e+00
0.92200,3.05960606e-03,1.08459869e+00
0.92400,3.00314747e-03,1.08225107e+00
0.92600,2.94772467e-03,1.07991360e+00
0.92800,2.89331879e-03,1.07758620e+00
0.93000,2.83991133e-03,1.07526881e+00
0.93200,2.78748409e-03,1.07296137e+00
0.93400,2.73601923e-03,1.07066381e+00
0.93600,2.68549922e-03,1.06837606e+00
0.93800,2.63590683e-03,1.06609808e+00
0.94000,2.58722517e-03,1.06382978e+00
0.94200,2.53943764e-03,1.06157112e+00
0.94400,2.49252793e-03,1.05932203e+00
0.94600,2.44648003e-03,1.05708245e+00
0.94800,2.40127823e-03,1.05485232e+00
0.95000,2.35690710e-03,1.05263157e+00
0.95200,2.31335148e-03,1.05042016e+00
0.95400,2.27059648e-03,1.04821803e+00
0.95600,2.22862750e-03,1.04602510e+00
0.95800,2.18743019e-03,1.04384133e+00
0.96000,2.14699045e-03,1.04166666e+00
0.96200,2.10729446e-03,1.03950104e+00
0.96400,2.06832863e-03,1.03734440e+00
0.96600,2.03007961e-03,1.03519668e+00
0.96800,1.99253433e-03,1.03305785e+00
0.97000,1.95567990e-03,1.03092783e+00
0.97200,1.91950372e-03,1.02880658e+00
0.97400,1.88399337e-03,1.02669404e+00
0.97600,1.84913669e-03,1.02459016e+00
0.97800,1.81492172e-03,1.02249489e+00
0.98000,1.78133672e-03,1.02040816e+00
0.98200,1.74837018e-03,1.01832994e+00
0.98400,1.71601077e-03,1.01626016e+00
0.98600,1.68424739e-03,1.01419878e+00
0.98800,1.65306913e-03,1.01214575e+00
0.99000,1.62246528e-03,1.01010101e+00
0.99200,1.59242532e-03,1.00806451e+00
0.99400,1.56293892e-03,1.00603622e+00
0.99600,1.53399596e-03,1.00401606e+00
0.99800,1.50558647e-03,1.00200401e+00
1.00000,1.47770068e-03,9.99999999e-01
1.00200,1.45032901e-03,9.98003991e-01
1.00400,1.42346202e-03,9.96015935e-01
1.00600,1.39709047e-03,9.94035784e-01
1.00800,1.37120527e-03,9.92063491e-01
1.01000,1.34579752e-03,9.90099009e-01
1.01200,1.32085845e-03,9.88142292e-01
1.01400,1.29637947e-03,9.86193293e-01
1.01600,1.27235215e-03,9.84251968e-01
1.01800,1.24876819e-03,9.82318270e-01
1.02000,1.22561946e-03,9.80392156e-01
1.02200,1.20289799e-03,9.78473580e-01
1.02400,1.18059592e-03,9.76562499e-01
1.02600,1.15870555e-03,9.74658869e-01
1.02800,1.13721934e-03,9.72762645e-01
1.03000,1.11612986e-03,9.70873786e-01
1.03200,1.09542983e-03,9.68992247e-01
1.03400,1.07511209e-03,9.67117988e-01
1.03600,1.05516962e-03,9.65250965e-01
1.03800,1.03559553e-03,9.63391136e-01
1.04000,1.01638305e-03,9.61538461e-01
1.04200,9.97525540e-04,9.59692898e-01
1.04400,9.79016471e-04,9.57854406e-01
1.04600,9.60849442e-04,9.56022944e-01
1.04800,9.43018164e-04,9.54198473e-01
1.05000,9.25516466e-04,9.52380952e-01
1.05200,9.08338286e-04,9.50570342e-01
1.05400,8.91477677e-04,9.48766603e-01
1.05600,8.74928797e-04,9.46969697e-01
1.05800,8.58685913e-04,9.45179584e-01
1.06000,8.42743394e-04,9.43396226e-01
1.06200,8.27095716e-04,9.41619585e-01
1.06400,8.11737453e-04,9.39849624e-01
1.06600,7.96663278e-04,9.38086304e-01
1.06800,7.81867963e-04,9.36329588e-01
1.07000,7.67346375e-04,9.34579439e-01
1.07200,7.53093474e-04,9.32835821e-01
1.07400,7.39104313e-04,9.31098696e-01
1.07600,7.25374036e-04,9.29368030e-01
1.07800,7.11897875e-04,9.27643785e-01
1.08000,6.98671149e-04,9.25925926e-01
1.08200,6.85689264e-04,9.24214418e-01
1.08400,6.72947708e-04,9.22509225e-01
1.08600,6.60442054e-04,9.20810313e-01
1.08800,6.48167955e-04,9.19117647e-01
1.09000,6.36121142e-04,9.17431193e-01
1.09200,6.24297428e-04,9.15750916e-01
1.09400,6.12692698e-04,9.14076782e-01
1.09600,6.01302917e-04,9.12408759e-01
1.09800,5.90124120e-04,9.10746812e-01
1.10000,5.79152418e-04,9.09090909e-01
1.10200,5.68383991e-04,9.07441016e-01
1.10400,5.57815089e-04,9.05797101e-01
1.10600,5.47442033e-04,9.04159132e-01
1.10800,5.37261209e-04,9.02527076e-01
1.11000,5.27269070e-04,9.00900901e-01
1.11200,5.17462135e-04,8.99280575e-01
1.11400,5.07836987e-04,8.97666068e-01
1.11600,4.98390269e-04,8.96057348e-01
1.11800,4.89118689e-04,8.94454383e-01
1.12000,4.80019013e-04,8.92857143e-01
1.12200,4.71088068e-04,8.91265597e-01
1.12400,4.62322738e-04,8.89679715e-01
1.12600,4.53719966e-04,8.88099467e-01
1.12800,4.45276748e-04,8.86524823e-01
1.13000,4.36990139e-04,8.84955752e-01
1.13200,4.28857244e-04,8.83392226e-01
1.13400,4.20875226e-04,8.81834215e-01
1.13600,4.13041295e-04,8.80281690e-01
1.13800,4.05352716e-04,8.78734622e-01
1.14000,3.97806804e-04,8.77192982e-01
1.14200,3.90400921e-04,8.75656743e-01
1.14400,3.83132479e-04,8.74125874e-01
1.14600,3.75998937e-04,8.72600349e-01
1.14800,3.68997803e-04,8.71080139e-01
1.15000,3.62126628e-04,8.69565217e-01
1.15200,3.55383009e-04,8.68055556e-01
1.15400,3.48764587e-04,8.66551126e-01
1.15600,3.42269048e-04,8.65051903e-01
1.15800,3.35894118e-04,8.63557858e-01
1.16000,3.29637566e-04,8.62068965e-01
1.16200,3.23497203e-04,8.60585198e-01
1.16400,3.17470879e-04,8.59106529e-01
1.16600,3.11556485e-04,8.57632933e-01
1.16800,3.05751948e-04,8.56164384e-01
1.17000,3.00055237e-04,8.54700855e-01
1.17200,2.94464356e-04,8.53242321e-01
1.17400,2.88977345e-04,8.51788756e-01
1.17600,2.83592283e-04,8.50340136e-01
1.17800,2.78307281e-04,8.48896435e-01
1.18000,2.73120488e-04,8.47457627e-01
1.18200,2.68030085e-04,8.46023689e-01
1.18400,2.63034288e-04,8.44594595e-01
1.18600,2.58131344e-04,8.43170320e-01
1.18800,2.53319533e-04,8.41750842e-01
1.19000,2.48597169e-04,8.40336134e-01
1.19200,2.43962593e-04,8.38926174e-01
1.19400,2.39414180e-04,8.37520938e-01
1.19600,2.34950333e-04,8.36120401e-01
1.19800,2.30569486e-04,8.34724541e-01
1.20000,2.26270100e-04,8.33333333e-01
1.20200,2.22050667e-04,8.31946755e-01
1.20400,2.17909703e-04,8.30564784e-01
1.20600,2.13845756e-04,8.29187396e-01
1.20800,2.09857397e-04,8.27814570e-01
1.21000,2.05943226e-04,8.26446281e-01
1.21200,2.02101866e-04,8.25082508e-01
1.21400,1.98331968e-04,8.23723229e-01
